change_type,comparison_basis,dataset,file,idx,object,position,pred,predicate,predicted_predicate_index,source_input,source_triple_index,subject,task,triple,triple_set_id
added,webnlg17_input,factual,results/ordering/factual_ordering.json,643,,643,precededBy genre genre recordLabel releaseDate time,recordLabel,3,[TRIPLE] Nord_(Year_of_No_Light_album)  genre  Sludge_metal [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  genre  Post-metal [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  runtime  58.41 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  precededBy  Demo_2004_(Year_of_No_Light_album) [/TRIPLE],,,ordering,,643
added,webnlg17_input,factual,results/ordering/factual_ordering.json,643,,643,precededBy genre genre recordLabel releaseDate time,time,5,[TRIPLE] Nord_(Year_of_No_Light_album)  genre  Sludge_metal [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  genre  Post-metal [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  runtime  58.41 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  precededBy  Demo_2004_(Year_of_No_Light_album) [/TRIPLE],,,ordering,,643
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,644,Year_of_No_Light,644,followedBy recordLabel releaseDate,producer,,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  followedBy  Live_at_Roadburn_2008_(Year_of_No_Light_album) [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  producer  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  recordLabel  Crucial_Blast [/TRIPLE],2,Nord_(Year_of_No_Light_album),ordering,Nord_(Year_of_No_Light_album) producer Year_of_No_Light,644
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,644,Year_of_No_Light,644,followedBy recordLabel releaseDate,artist,,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  followedBy  Live_at_Roadburn_2008_(Year_of_No_Light_album) [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  producer  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  recordLabel  Crucial_Blast [/TRIPLE],3,Nord_(Year_of_No_Light_album),ordering,Nord_(Year_of_No_Light_album) artist Year_of_No_Light,644
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,646,German_Empire,646,birthPlace birthDate deathPlace deathDate nationality,birthPlace,,[TRIPLE] Liselotte_Grschebina  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathDate  1994-06-14 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  nationality  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthPlace  German_Empire [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Petah_Tikva [/TRIPLE],5,Liselotte_Grschebina,ordering,Liselotte_Grschebina birthPlace German_Empire,646
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,646,Petah_Tikva,646,birthPlace birthDate deathPlace deathDate nationality,deathPlace,,[TRIPLE] Liselotte_Grschebina  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathDate  1994-06-14 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  nationality  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthPlace  German_Empire [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Petah_Tikva [/TRIPLE],6,Liselotte_Grschebina,ordering,Liselotte_Grschebina deathPlace Petah_Tikva,646
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,651,Year_of_No_Light,651,genre followedBy releaseDate,producer,,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  followedBy  Live_at_Roadburn_2008_(Year_of_No_Light_album) [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  genre  Sludge_metal [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  producer  Year_of_No_Light [/TRIPLE],3,Nord_(Year_of_No_Light_album),ordering,Nord_(Year_of_No_Light_album) producer Year_of_No_Light,651
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,652,"""Deceased""",652,birthDate birthPlace nationality servedAsChiefOfTheAstronautOfficeIn award deathPlace,status,,"[TRIPLE] Alan_Shepard  birthDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Alan_Shepard  nationality  United_States [/TRIPLE] [TRIPLE] Alan_Shepard  servedAsChiefOfTheAstronautOfficeIn  1963 [/TRIPLE] [TRIPLE] Alan_Shepard  deathPlace  California [/TRIPLE] [TRIPLE] Alan_Shepard  birthPlace  New_Hampshire [/TRIPLE] [TRIPLE] Alan_Shepard  status  ""Deceased"" [/TRIPLE] [TRIPLE] Alan_Shepard  award  Distinguished_Service_Medal_(United_States_Navy) [/TRIPLE]",5,Alan_Shepard,ordering,"Alan_Shepard status ""Deceased""",652
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,656,Turkey,656,nationality residence residence award,citizenship,,[TRIPLE] Nurhan_Atasoy  residence  Istanbul [/TRIPLE] [TRIPLE] Nurhan_Atasoy  citizenship  Turkey [/TRIPLE] [TRIPLE] Nurhan_Atasoy  nationality  Turkish_people [/TRIPLE] [TRIPLE] Nurhan_Atasoy  residence  Turkey [/TRIPLE] [TRIPLE] Nurhan_Atasoy  award  State_Award_for_Superior_Achievement [/TRIPLE],1,Nurhan_Atasoy,ordering,Nurhan_Atasoy citizenship Turkey,656
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,657,Ted_Willis,657,starring starring musicComposer runtime editor,writer,,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  John_Mills [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  musicComposer  Louis_Levy [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  Cecil_Parker [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  writer  Ted_Willis [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  editing  Max_Benedict [/TRIPLE],4,It's_Great_to_Be_Young_(1956_film),ordering,It's_Great_to_Be_Young_(1956_film) writer Ted_Willis,657
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,657,Max_Benedict,657,starring starring musicComposer runtime editor,editing,,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  John_Mills [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  musicComposer  Louis_Levy [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  Cecil_Parker [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  writer  Ted_Willis [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  editing  Max_Benedict [/TRIPLE],5,It's_Great_to_Be_Young_(1956_film),ordering,It's_Great_to_Be_Young_(1956_film) editing Max_Benedict,657
added,webnlg17_input,factual,results/ordering/factual_ordering.json,657,,657,starring starring musicComposer runtime editor,editor,4,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  John_Mills [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  musicComposer  Louis_Levy [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  Cecil_Parker [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  writer  Ted_Willis [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  editing  Max_Benedict [/TRIPLE],,,ordering,,657
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,658,EGBF,658,operatingOrganisation location cityServed runwayLength runwaySurfaceType ICAOLocationIdentifier,icaoLocationIdentifier,,[TRIPLE] Bedford_Aerodrome  operatingOrganisation  MotorSport_Vision [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwayLength  1095.0 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  cityServed  Bedford_Autodrome [/TRIPLE] [TRIPLE] Bedford_Aerodrome  location  Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwaySurfaceType  Concrete [/TRIPLE],4,Bedford_Aerodrome,ordering,Bedford_Aerodrome icaoLocationIdentifier EGBF,658
added,webnlg17_input,factual,results/ordering/factual_ordering.json,658,,658,operatingOrganisation location cityServed runwayLength runwaySurfaceType ICAOLocationIdentifier,ICAOLocationIdentifier,5,[TRIPLE] Bedford_Aerodrome  operatingOrganisation  MotorSport_Vision [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwayLength  1095.0 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  cityServed  Bedford_Autodrome [/TRIPLE] [TRIPLE] Bedford_Aerodrome  location  Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwaySurfaceType  Concrete [/TRIPLE],,,ordering,,658
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,665,Harry_Carey_(actor_born_1878),665,director author,writer,,[TRIPLE] McVeagh_of_the_South_Seas  director  Cyril_Bruce [/TRIPLE] [TRIPLE] McVeagh_of_the_South_Seas  writer  Harry_Carey_(actor_born_1878) [/TRIPLE],1,McVeagh_of_the_South_Seas,ordering,McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878),665
added,webnlg17_input,factual,results/ordering/factual_ordering.json,665,,665,director author,author,1,[TRIPLE] McVeagh_of_the_South_Seas  director  Cyril_Bruce [/TRIPLE] [TRIPLE] McVeagh_of_the_South_Seas  writer  Harry_Carey_(actor_born_1878) [/TRIPLE],,,ordering,,665
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,673,Anatole_de_Grunwald,673,musicComposer releaseDate runtime,producer,,[TRIPLE] English_Without_Tears  runtime  89.0 [/TRIPLE] [TRIPLE] English_Without_Tears  musicComposer  Nicholas_Brodszky [/TRIPLE] [TRIPLE] English_Without_Tears  releaseDate  1944-07-28 [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE],3,English_Without_Tears,ordering,English_Without_Tears producer Anatole_de_Grunwald,673
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,680,Photographer,680,nationality birthPlace foundingDate,professionalField,,[TRIPLE] Liselotte_Grschebina  nationality  Israel [/TRIPLE] [TRIPLE] German_Empire  foundingDate  1871-01-01 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthPlace  German_Empire [/TRIPLE] [TRIPLE] Liselotte_Grschebina  professionalField  Photographer [/TRIPLE],3,Liselotte_Grschebina,ordering,Liselotte_Grschebina professionalField Photographer,680
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,689,United_States,689,precededBy recordIn recordDate releaseDate,recordedIn,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",0,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States,689
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,689,"St._Louis,_Missouri",689,precededBy recordIn recordDate releaseDate,recordedIn,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",1,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,"Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri",689
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,689,230.05,689,precededBy recordIn recordDate releaseDate,runtime,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",4,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05,689
added,webnlg17_input,factual,results/ordering/factual_ordering.json,689,,689,precededBy recordIn recordDate releaseDate,recordIn,1,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",,,ordering,,689
added,webnlg17_input,factual,results/ordering/factual_ordering.json,689,,689,precededBy recordIn recordDate releaseDate,recordDate,2,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",,,ordering,,689
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,690,Year_of_No_Light,690,followedBy releaseDate,artist,,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  followedBy  Live_at_Roadburn_2008_(Year_of_No_Light_album) [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  artist  Year_of_No_Light [/TRIPLE],2,Nord_(Year_of_No_Light_album),ordering,Nord_(Year_of_No_Light_album) artist Year_of_No_Light,690
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,692,Espen_Lind,692,precededBy author releaseDate runtime,writer,,[TRIPLE] Mermaid_(Train_song)  releaseDate  2012-12-27 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Espen_Lind [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  3.16 [/TRIPLE],2,Mermaid_(Train_song),ordering,Mermaid_(Train_song) writer Espen_Lind,692
added,webnlg17_input,factual,results/ordering/factual_ordering.json,692,,692,precededBy author releaseDate runtime,author,1,[TRIPLE] Mermaid_(Train_song)  releaseDate  2012-12-27 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Espen_Lind [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  3.16 [/TRIPLE],,,ordering,,692
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,698,54.56,698,genre precededBy genre time,runtime,,[TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE],0,Expect_a_Miracle,ordering,Expect_a_Miracle runtime 54.56,698
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,698,Compilation_Album,698,genre precededBy genre time,type,,[TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE],1,Expect_a_Miracle,ordering,Expect_a_Miracle type Compilation_Album,698
added,webnlg17_input,factual,results/ordering/factual_ordering.json,698,,698,genre precededBy genre time,genre,2,[TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE],,,ordering,,698
added,webnlg17_input,factual,results/ordering/factual_ordering.json,698,,698,genre precededBy genre time,time,3,[TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE],,,ordering,,698
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,701,United_States,701,genre recordIn recordIn precededBy releaseDate,recordedIn,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",0,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States,701
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,701,"St._Louis,_Missouri",701,genre recordIn recordIn precededBy releaseDate,recordedIn,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",1,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,"Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri",701
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,701,230.05,701,genre recordIn recordIn precededBy releaseDate,runtime,,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",5,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05,701
added,webnlg17_input,factual,results/ordering/factual_ordering.json,701,,701,genre recordIn recordIn precededBy releaseDate,recordIn,1,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",,,ordering,,701
added,webnlg17_input,factual,results/ordering/factual_ordering.json,701,,701,genre recordIn recordIn precededBy releaseDate,recordIn,2,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",,,ordering,,701
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,705,Turkey,705,birthDate award capital officialLanguage,citizenship,,[TRIPLE] Nurhan_Atasoy  citizenship  Turkey [/TRIPLE] [TRIPLE] Turkey  capital  Ankara [/TRIPLE] [TRIPLE] Nurhan_Atasoy  birthDate  1934-01-01 [/TRIPLE] [TRIPLE] Nurhan_Atasoy  award  State_Award_for_Superior_Achievement [/TRIPLE] [TRIPLE] Turkey  officialLanguage  Turkish_language [/TRIPLE],0,Nurhan_Atasoy,ordering,Nurhan_Atasoy citizenship Turkey,705
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,706,United_States,706,birthDate residence influencedBy professionField knownFor,citizenship,,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Darinka_Dentcheva  residence  New_Jersey [/TRIPLE],1,Darinka_Dentcheva,ordering,Darinka_Dentcheva citizenship United_States,706
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,706,Mathematical_optimization,706,birthDate residence influencedBy professionField knownFor,professionalField,,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Darinka_Dentcheva  residence  New_Jersey [/TRIPLE],3,Darinka_Dentcheva,ordering,Darinka_Dentcheva professionalField Mathematical_optimization,706
added,webnlg17_input,factual,results/ordering/factual_ordering.json,706,,706,birthDate residence influencedBy professionField knownFor,professionField,3,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Darinka_Dentcheva  residence  New_Jersey [/TRIPLE],,,ordering,,706
omitted,webnlg17_input,factual,results/ordering/factual_ordering.json,707,United_States,707,recordIn artist producer,recordedIn,,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE],2,Bootleg_Series_Volume_1:_The_Quine_Tapes,ordering,Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States,707
added,webnlg17_input,factual,results/ordering/factual_ordering.json,707,,707,recordIn artist producer,recordIn,0,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE],,,ordering,,707
