dataset,file,idx,input,num_input_triples,num_matched_triples,num_omitted_triples,num_predicted_predicates,omitted_predicates,omitted_triples,position,pred,task
counterfactual,results/ordering/counterfactual_ordering.json,1503,[TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfUndergraduateStudents  418476000000.0 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  staff  83.2104 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfStudents  20378.5 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfDoctoralStudents  1544 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  campus  Veuvey-sur-Ouche [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  numberOfPostgraduateStudents  1777539 [/TRIPLE] [TRIPLE] University_of_Rennes_2_–_Upper_Brittany  country  Israel [/TRIPLE],7,5,2,5,staff | numberOfDoctoralStudents,University_of_Rennes_2_–_Upper_Brittany staff 83.2104 || University_of_Rennes_2_–_Upper_Brittany numberOfDoctoralStudents 1544,1503,campus country numberOfPostgraduateStudents numberOfUndergraduateStudents numberOfStudents,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1514,[TRIPLE] Yammer_Inc.  location  Israel [/TRIPLE] [TRIPLE] Yammer_Inc.  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Yammer_Inc.  subsidiary  Carlsberg_Group [/TRIPLE] [TRIPLE] Yammer_Inc.  netIncome  1249.6 [/TRIPLE] [TRIPLE] Yammer_Inc.  numberOfEmployees  +2 [/TRIPLE] [TRIPLE] Yammer_Inc.  location  Itamarati_de_Minas [/TRIPLE],6,5,1,5,type,Yammer_Inc. type S.A._(corporation),1514,location location numberOfEmployees subsidiary netIncome,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1516,[TRIPLE] János_Bolyai  birthDate  1929-06-11 [/TRIPLE] [TRIPLE] János_Bolyai  nationality  People's_Republic_of_China [/TRIPLE] [TRIPLE] János_Bolyai  training  School_of_Applied_Arts_in_Stuttgart [/TRIPLE],3,2,1,2,training,János_Bolyai training School_of_Applied_Arts_in_Stuttgart,1516,nationality birthDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1519,[TRIPLE] Björn_Otto  professionalField  Dyson_sphere [/TRIPLE] [TRIPLE] Björn_Otto  doctoralAdvisor  An_account_of_Nepenthes_in_New_Guinea [/TRIPLE] [TRIPLE] Björn_Otto  birthDate  1958-01-01 [/TRIPLE],3,2,1,3,professionalField,Björn_Otto professionalField Dyson_sphere,1519,birthDate doctoralAdvisor profession,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1520,[TRIPLE] Rosetta  producer  Louis_Armstrong [/TRIPLE] [TRIPLE] Rosetta  runtime  58.41 [/TRIPLE] [TRIPLE] Rosetta  type  EP_album [/TRIPLE],3,2,1,3,producer,Rosetta producer Louis_Armstrong,1520,production type runtime,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1526,"[TRIPLE] Portimão_Airport  operatingOrganisation  ZG_Raiffeisen [/TRIPLE] [TRIPLE] Portimão_Airport  icaoLocationIdentifier  Wagga_Wagga_Airport [/TRIPLE] [TRIPLE] Portimão_Airport  elevationAboveTheSeaLevel  94.0 [/TRIPLE] [TRIPLE] Portimão_Airport  runwayName  ""08/26"" [/TRIPLE] [TRIPLE] Portimão_Airport  runwaySurfaceType  pykrete [/TRIPLE]",5,4,1,4,icaoLocationIdentifier,Portimão_Airport icaoLocationIdentifier Wagga_Wagga_Airport,1526,operatingOrganisation elevationAboveTheSeaLevel runwayName runwaySurfaceType,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1532,[TRIPLE] Pier_Paolo_Pasolini  operatingIncome  83.0 [/TRIPLE] [TRIPLE] Pier_Paolo_Pasolini  industry  paper [/TRIPLE] [TRIPLE] Pier_Paolo_Pasolini  revenue  2900 [/TRIPLE],3,2,1,2,industry,Pier_Paolo_Pasolini industry paper,1532,operatingIncome revenue,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1537,"[TRIPLE] Dead_like_Me:_Life_After_Death  editing  ""B.M._Reddy"" [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  language  en [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  runtime  1777539 [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  distributor  Bavaria_Film [/TRIPLE] [TRIPLE] Dead_like_Me:_Life_After_Death  distributor  Constellation_Energy_(2022) [/TRIPLE]",5,4,1,5,editing,"Dead_like_Me:_Life_After_Death editing ""B.M._Reddy""",1537,language distributor distributor runtime editor,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1540,[TRIPLE] Harbhajan_Singh  mission  Shenzhou_10 [/TRIPLE] [TRIPLE] Harbhajan_Singh  mission  Mercury-Atlas_8 [/TRIPLE] [TRIPLE] Harbhajan_Singh  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Harbhajan_Singh  birthPlace  Wu_County [/TRIPLE],4,3,1,3,mission,Harbhajan_Singh mission Mercury-Atlas_8,1540,birthPlace birthDate mission,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1542,[TRIPLE] Neil_Young  influencedBy  Michela_Figini [/TRIPLE] [TRIPLE] Neil_Young  citizenship  Brazil [/TRIPLE] [TRIPLE] Neil_Young  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Neil_Young  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Neil_Young  knownFor  Stochastic_programming [/TRIPLE] [TRIPLE] Neil_Young  almaMater  University_of_Bonn [/TRIPLE],6,4,2,5,citizenship | professionalField,Neil_Young citizenship Brazil || Neil_Young professionalField Mathematical_optimization,1542,birthDate almaMater influencedBy occupation knownFor,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1544,[TRIPLE] Ptolemy_IX_Lathyros  professionalField  Fock–Lorentz_symmetry [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  knownFor  Carter_constant [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  knownFor  Löwenheim–Skolem_theorem [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  doctoralAdvisor  An_account_of_Nepenthes_in_New_Guinea [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  birthPlace  England [/TRIPLE] [TRIPLE] Ptolemy_IX_Lathyros  birthDate  1726-01-01 [/TRIPLE],6,5,1,6,professionalField,Ptolemy_IX_Lathyros professionalField Fock–Lorentz_symmetry,1544,birthPlace birthDate doctoralAdvisor knownFor doctoralField knownFor,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1549,[TRIPLE] Ballarat_Airfield  location  Parak [/TRIPLE] [TRIPLE] Ballarat_Airfield  icaoLocationIdentifier  Leongatha_Airport [/TRIPLE] [TRIPLE] Parak  postalCode  MK44 [/TRIPLE],3,2,1,3,icaoLocationIdentifier,Ballarat_Airfield icaoLocationIdentifier Leongatha_Airport,1549,postalCode location ICAOLocationIdentifier,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1553,[TRIPLE] Blood_Monkey  director  Laura_Chiesa [/TRIPLE] [TRIPLE] Blood_Monkey  producer  Laura_Chiesa [/TRIPLE] [TRIPLE] Blood_Monkey  broadcastedBy  Harpo_Productions [/TRIPLE] [TRIPLE] Blood_Monkey  editor  Joachim_Löw [/TRIPLE],4,3,1,3,producer,Blood_Monkey producer Laura_Chiesa,1553,broadcastedBy director editor,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1555,"[TRIPLE] Ems-Supérieur  releaseDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Ems-Supérieur  followedBy  Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness [/TRIPLE] [TRIPLE] Ems-Supérieur  genre  Alpine_folk_music [/TRIPLE] [TRIPLE] Ems-Supérieur  producer  Bastille [/TRIPLE] [TRIPLE] Ems-Supérieur  artist  Bastille [/TRIPLE] [TRIPLE] Ems-Supérieur  recordLabel  MPL_Communications [/TRIPLE]",6,4,2,4,producer | artist,Ems-Supérieur producer Bastille || Ems-Supérieur artist Bastille,1555,genre followedBy recordLabel releaseDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1558,[TRIPLE] Julius_Caesar  director  Jan_Vapaavuori [/TRIPLE] [TRIPLE] Julius_Caesar  producer  Jan_Vapaavuori [/TRIPLE] [TRIPLE] Julius_Caesar  broadcastedBy  Kasander_Film [/TRIPLE] [TRIPLE] Julius_Caesar  editor  Magdalena_Mroczkiewicz [/TRIPLE] [TRIPLE] Julius_Caesar  runtime  1095.0 [/TRIPLE],5,4,1,4,producer,Julius_Caesar producer Jan_Vapaavuori,1558,broadcastedBy runtime editor director,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1559,"[TRIPLE] Fan_Zhen  deathDate  2006-09-06 [/TRIPLE] [TRIPLE] Fan_Zhen  nationality  Turkey [/TRIPLE] [TRIPLE] Fan_Zhen  training  School_of_Applied_Arts_in_Stuttgart [/TRIPLE] [TRIPLE] Fan_Zhen  birthDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Fan_Zhen  professionalField  video_journalist [/TRIPLE]",5,3,2,3,training | professionalField,Fan_Zhen training School_of_Applied_Arts_in_Stuttgart || Fan_Zhen professionalField video_journalist,1559,nationality birthDate deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1562,[TRIPLE] Christian_Wulff  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Christian_Wulff  residence  Jinzhong [/TRIPLE] [TRIPLE] Christian_Wulff  citizenship  Israel [/TRIPLE] [TRIPLE] Christian_Wulff  birthPlace  Israel [/TRIPLE] [TRIPLE] Christian_Wulff  nationality  Tongans [/TRIPLE],5,4,1,4,citizenship,Christian_Wulff citizenship Israel,1562,birthPlace birthDate nationality residence,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1564,[TRIPLE] Helmut_Kohl  birthPlace  Hednesford_Town_F.C. [/TRIPLE] [TRIPLE] Helmut_Kohl  birthDate  1987-08-25 [/TRIPLE] [TRIPLE] Helmut_Kohl  birthPlace  Mali_Empire [/TRIPLE],3,2,1,2,birthPlace,Helmut_Kohl birthPlace Mali_Empire,1564,birthPlace birthDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1565,[TRIPLE] Mermaid_(Train_song)  recordLabel  AXR_Music_Oy [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Plato [/TRIPLE],2,1,1,2,writer,Mermaid_(Train_song) writer Plato,1565,recordLabel author,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1572,[TRIPLE] Méditerranée  followedBy  Swizz_Beatz_Presents_G.H.E.T.T.O._Stories [/TRIPLE] [TRIPLE] Méditerranée  genre  Baroque_music [/TRIPLE] [TRIPLE] Méditerranée  producer  Arch_Enemy [/TRIPLE],3,2,1,2,producer,Méditerranée producer Arch_Enemy,1572,genre followedBy,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1573,[TRIPLE] Douglas_Adams  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Douglas_Adams  deathPlace  Mexico [/TRIPLE] [TRIPLE] Douglas_Adams  deathDate  1929-06-11 [/TRIPLE] [TRIPLE] Douglas_Adams  deathPlace  Los_Angeles [/TRIPLE],4,3,1,3,deathPlace,Douglas_Adams deathPlace Los_Angeles,1573,birthPlace deathPlace deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1574,[TRIPLE] Gangnam_Style  genre  oshare_kei [/TRIPLE] [TRIPLE] flamenco  stylisticOrigin  jingle [/TRIPLE] [TRIPLE] Gangnam_Style  genre  flamenco [/TRIPLE] [TRIPLE] oshare_kei  stylisticOrigin  African_hip_hop [/TRIPLE],4,3,1,3,genre,Gangnam_Style genre flamenco,1574,genre stylisticOrigin stylisticOrigin,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1582,[TRIPLE] Socrates  deathDate  2006-09-06 [/TRIPLE] [TRIPLE] Socrates  birthPlace  Kalmar_Union [/TRIPLE] [TRIPLE] Socrates  spouse  Piero_Gros [/TRIPLE] [TRIPLE] Socrates  professionalField  Teaching_Specimen [/TRIPLE],4,3,1,3,professionalField,Socrates professionalField Teaching_Specimen,1582,birthPlace spouse deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1583,[TRIPLE] Nach_der_verlorenen_Zeit  runtime  20378.5 [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  recordedIn  France [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  recordedIn  Santiago [/TRIPLE] [TRIPLE] Nach_der_verlorenen_Zeit  precededBy  Arch_Enemy [/TRIPLE],4,2,2,4,recordedIn | recordedIn,Nach_der_verlorenen_Zeit recordedIn France || Nach_der_verlorenen_Zeit recordedIn Santiago,1583,precededBy recordIn recordIn runtime,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1596,[TRIPLE] Mermaid_(Train_song)  followedBy  Twisted_Pictures [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  Eternium [/TRIPLE] [TRIPLE] Twisted_Pictures  album  Showtime [/TRIPLE],3,2,1,2,album,Twisted_Pictures album Showtime,1596,followedBy album,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1597,[TRIPLE] Cairo_International_Airport  operatingOrganisation  Serbia_and_Montenegro_Air_Traffic_Services_Agency [/TRIPLE] [TRIPLE] Cairo_International_Airport  location  Zuia [/TRIPLE] [TRIPLE] Serbia_and_Montenegro_Air_Traffic_Services_Agency  city  Acebedo [/TRIPLE] [TRIPLE] Cairo_International_Airport  elevationAboveTheSeaLevel  282838.0 [/TRIPLE] [TRIPLE] Zuia  country  Mexico [/TRIPLE],5,4,1,4,city,Serbia_and_Montenegro_Air_Traffic_Services_Agency city Acebedo,1597,location country operatingOrganisation elevationAboveTheSeaLevel,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1605,[TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfUndergraduateStudents  1777539 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  staff  17000 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfStudents  2000000.0 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  numberOfDoctoralStudents  1003 [/TRIPLE] [TRIPLE] Sorbonne_Nouvelle-Paris_3  city  Marcheseuil [/TRIPLE],5,4,1,4,staff,Sorbonne_Nouvelle-Paris_3 staff 17000,1605,city numberOfUndergraduateStudents numberOfStudents numberOfDoctoralStudents,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1606,[TRIPLE] Proof_of_Youth  artist  Deftones [/TRIPLE] [TRIPLE] Proof_of_Youth  genre  swing_revival [/TRIPLE] [TRIPLE] Proof_of_Youth  precededBy  Within_Temptation [/TRIPLE] [TRIPLE] Proof_of_Youth  recordLabel  Cube_Entertainment [/TRIPLE] [TRIPLE] Proof_of_Youth  recordLabel  Voices_Music_and_Entertainment [/TRIPLE],5,4,1,4,artist,Proof_of_Youth artist Deftones,1606,genre precededBy recordLabel recordLabel,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1607,[TRIPLE] Harry_Mulisch  birthPlace  Białystok [/TRIPLE] [TRIPLE] Harry_Mulisch  weight  282838.0 [/TRIPLE] [TRIPLE] Białystok  timeZone  time_in_China [/TRIPLE] [TRIPLE] Białystok  timeZone  UTC−10:00 [/TRIPLE],4,3,1,4,timeZone,Białystok timeZone UTC−10:00,1607,birthPlace weight timeZone time_in_China,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1610,[TRIPLE] Mermaid_(Train_song)  writer  Zaunpfahl [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Battlestar_Galactica [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  Tears_on_Tape [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  format  direct-to-video [/TRIPLE],5,0,5,4,writer | writer | producer | album | format,Mermaid_(Train_song) writer Zaunpfahl || Mermaid_(Train_song) writer Battlestar_Galactica || Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) album Tears_on_Tape || Mermaid_(Train_song) format direct-to-video,1610,author battlestar_galalactica creator record,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1612,"[TRIPLE] Manuela_M._Veloso  birthDate  1944-07-28 [/TRIPLE] [TRIPLE] Manuela_M._Veloso  citizenship  ""United_States"" [/TRIPLE] [TRIPLE] Manuela_M._Veloso  birthPlace  ""United_States"" [/TRIPLE] [TRIPLE] Manuela_M._Veloso  nationality  Norfolk_Islanders [/TRIPLE]",4,3,1,3,citizenship,"Manuela_M._Veloso citizenship ""United_States""",1612,birthDate birthPlace nationality,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1621,"[TRIPLE] Ozama  releaseDate  ""1986-04-15"" [/TRIPLE] [TRIPLE] Ozama  followedBy  Phantasmagoria [/TRIPLE] [TRIPLE] Ozama  genre  fado [/TRIPLE] [TRIPLE] Ozama  producer  Sœurs_Goadec [/TRIPLE] [TRIPLE] Ozama  artist  Sœurs_Goadec [/TRIPLE] [TRIPLE] Ozama  genre  doo-wop [/TRIPLE]",6,3,3,5,releaseDate | producer | artist,"Ozama releaseDate ""1986-04-15"" || Ozama producer Sœurs_Goadec || Ozama artist Sœurs_Goadec",1621,genre genre fado creator followedBy,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1638,[TRIPLE] Frise_(department)  releaseDate  1991-12-09 [/TRIPLE] [TRIPLE] Frise_(department)  producer  The_Futureheads [/TRIPLE] [TRIPLE] Frise_(department)  artist  The_Futureheads [/TRIPLE] [TRIPLE] Frise_(department)  recordLabel  Buddah_Records [/TRIPLE],4,2,2,3,producer | artist,Frise_(department) producer The_Futureheads || Frise_(department) artist The_Futureheads,1638,recordLabel recordDate releaseDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1639,[TRIPLE] Nicolas_Maurice-Belay  birthPlace  Ilkeston_F.C. [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  birthDate  2001-10-16 [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  deathDate  2009-06-01 [/TRIPLE] [TRIPLE] Nicolas_Maurice-Belay  birthPlace  Icelandic_Commonwealth [/TRIPLE],4,3,1,3,birthPlace,Nicolas_Maurice-Belay birthPlace Icelandic_Commonwealth,1639,birthPlace birthDate deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1641,[TRIPLE] Top_Secret  imdbId  98.0 [/TRIPLE] [TRIPLE] Top_Secret  director  Annelise_Coberger [/TRIPLE] [TRIPLE] Top_Secret  director  Adolf_Hitler [/TRIPLE] [TRIPLE] Top_Secret  writer  Adolf_Hitler [/TRIPLE],4,2,2,4,imdbId | writer,Top_Secret imdbId 98.0 || Top_Secret writer Adolf_Hitler,1641,director director author IdbId,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1644,[TRIPLE] Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness  producer  inauguration [/TRIPLE],1,0,1,1,producer,Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness producer inauguration,1644,inauguration,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1645,[TRIPLE] Mermaid_(Train_song)  followedBy  New_Theatres [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Adolf_Hitler [/TRIPLE],3,1,2,3,producer | writer,Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) writer Adolf_Hitler,1645,followedBy author production_team,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1653,[TRIPLE] George_Richmond  doctoralAdvisor  Algorithmic_version_for_Szemerédi_regularity_partition [/TRIPLE] [TRIPLE] George_Richmond  birthPlace  England [/TRIPLE] [TRIPLE] George_Richmond  knownFor  territorial_principle [/TRIPLE] [TRIPLE] George_Richmond  birthDate  1946-12-17 [/TRIPLE] [TRIPLE] George_Richmond  almaMater  University_of_Cambridge [/TRIPLE] [TRIPLE] George_Richmond  knownFor  irreducible_complexity [/TRIPLE],6,5,1,6,knownFor,George_Richmond knownFor irreducible_complexity,1653,birthPlace birthDate almaMater doctoralAdvisor knownFor irreducible_complexity,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1657,[TRIPLE] Valery_Zakharevich  residence  Damascus [/TRIPLE] [TRIPLE] Valery_Zakharevich  birthPlace  United_States [/TRIPLE] [TRIPLE] Valery_Zakharevich  nationality  Black_people_in_France [/TRIPLE] [TRIPLE] Valery_Zakharevich  residence  United_States [/TRIPLE],4,3,1,3,residence,Valery_Zakharevich residence United_States,1657,nationality birthPlace residence,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1660,[TRIPLE] Gina_Ryder  birthPlace  Yunnan [/TRIPLE] [TRIPLE] Gina_Ryder  mission  Kliper [/TRIPLE] [TRIPLE] Gina_Ryder  mission  Shenzhou_10 [/TRIPLE] [TRIPLE] Gina_Ryder  occupation  triarii [/TRIPLE],4,2,2,2,mission | mission,Gina_Ryder mission Kliper || Gina_Ryder mission Shenzhou_10,1660,birthPlace occupation,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1661,"[TRIPLE] Robert_F._Kennedy  birthDate  1937-04-27 [/TRIPLE] [TRIPLE] Robert_F._Kennedy  nationality  Israel [/TRIPLE] [TRIPLE] Robert_F._Kennedy  deathPlace  Virginia [/TRIPLE] [TRIPLE] Robert_F._Kennedy  birthPlace  New_Jersey [/TRIPLE] [TRIPLE] Robert_F._Kennedy  status  ""Deceased"" [/TRIPLE]",5,4,1,4,status,"Robert_F._Kennedy status ""Deceased""",1661,birthDate birthPlace nationality deathPlace,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1672,[TRIPLE] Mermaid_(Train_song)  musicalBand  charabanc [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Picturehouse [/TRIPLE] [TRIPLE] Picturehouse  certification  Academy_of_Country_Music [/TRIPLE],4,2,2,3,producer | certification,Mermaid_(Train_song) producer Espionage_(production_team) || Picturehouse certification Academy_of_Country_Music,1672,followedBy musicalBand production_team,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1680,[TRIPLE] Granjinha  leaderTitle  Führer [/TRIPLE] [TRIPLE] Granjinha  type  City [/TRIPLE] [TRIPLE] Granjinha  governmentType  county_council [/TRIPLE] [TRIPLE] Granjinha  utcOffset  −6 [/TRIPLE],4,3,1,4,type,Granjinha type City,1680,leaderTitle governmentType city utcOffset,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1691,[TRIPLE] São_Cristóvão_de_Lafões  type  City [/TRIPLE] [TRIPLE] São_Cristóvão_de_Lafões  elevationAboveTheSeaLevel  98.0 [/TRIPLE] [TRIPLE] São_Cristóvão_de_Lafões  leader  John_Rhys-Davies [/TRIPLE],3,2,1,3,type,São_Cristóvão_de_Lafões type City,1691,elevationAboveTheSeaLevel leader city,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1695,[TRIPLE] en  iso6392Code  English_language [/TRIPLE],1,0,1,1,iso6392Code,en iso6392Code English_language,1695,en,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1701,[TRIPLE] Flight_from_Ashiya  editing  Katarina_Ivanovska [/TRIPLE] [TRIPLE] Carlos_Henrique_dos_Santos_Souza  activeYearsStartYear  1937-04-27 [/TRIPLE] [TRIPLE] Flight_from_Ashiya  director  Carlos_Henrique_dos_Santos_Souza [/TRIPLE] [TRIPLE] Flight_from_Ashiya  producer  Sachin_Tendulkar [/TRIPLE],4,2,2,4,editing | producer,Flight_from_Ashiya editing Katarina_Ivanovska || Flight_from_Ashiya producer Sachin_Tendulkar,1701,activeYearsStartYear director production editor,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1704,[TRIPLE] Riedel  industry  Pharmaceuticals [/TRIPLE] [TRIPLE] Riedel  foundingDate  1942-01-01 [/TRIPLE] [TRIPLE] Riedel  type  S.A._(corporation) [/TRIPLE] [TRIPLE] Riedel  subsidiary  Mini [/TRIPLE] [TRIPLE] Riedel  netIncome  1604.0 [/TRIPLE],5,2,3,4,industry | foundingDate | type,Riedel industry Pharmaceuticals || Riedel foundingDate 1942-01-01 || Riedel type S.A._(corporation),1704,foundedDate subsidiary operatingIndustry netIncome,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1711,[TRIPLE] Mermaid_(Train_song)  genre  sophisti-pop [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  releaseDate  1776-02-18 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  Steve_Bright [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  175.26 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  German_jazz [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Focus_Features [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE],7,4,3,6,runtime | genre | producer,Mermaid_(Train_song) runtime 175.26 || Mermaid_(Train_song) genre German_jazz || Mermaid_(Train_song) producer Espionage_(production_team),1711,genre releaseDate followedBy precededBy production time,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1725,[TRIPLE] Mermaid_(Train_song)  genre  glitch_pop [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  17000 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  releaseDate  1908-05-02 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  precededBy  The_Hobbit [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Abel_Mutai [/TRIPLE],5,4,1,5,writer,Mermaid_(Train_song) writer Abel_Mutai,1725,genre precededBy author releaseDate runtime,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1728,[TRIPLE] International_Lease_Finance_Corporation  type  S.A._(corporation) [/TRIPLE] [TRIPLE] International_Lease_Finance_Corporation  product  dopant [/TRIPLE] [TRIPLE] International_Lease_Finance_Corporation  industry  Pharmaceuticals [/TRIPLE],3,1,2,2,type | industry,International_Lease_Finance_Corporation type S.A._(corporation) || International_Lease_Finance_Corporation industry Pharmaceuticals,1728,product manufacturer,ordering
counterfactual,results/ordering/counterfactual_ordering.json,1732,"[TRIPLE] Emil_and_the_Detectives  editing  ""Ruth_Ribicoff"" [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  starring  Alou_Diarra [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  starring  Carlos_Henrique_dos_Santos_Souza [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  language  en [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  runtime  1249.6 [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  budget  11.5 [/TRIPLE] [TRIPLE] Emil_and_the_Detectives  writer  Isaac_Newton [/TRIPLE]",7,5,2,6,editing | writer,"Emil_and_the_Detectives editing ""Ruth_Ribicoff"" || Emil_and_the_Detectives writer Isaac_Newton",1732,language starring starring editor budget runtime,ordering
