dataset,file,idx,input,num_input_triples,num_matched_triples,num_omitted_triples,num_predicted_predicates,omitted_predicates,omitted_triples,position,pred,task
fictional,results/ordering/fictional_ordering.json,1725,[TRIPLE] Mariana  genre  Shiny_Soundz [/TRIPLE] [TRIPLE] Mariana  runtime  5934.12 [/TRIPLE] [TRIPLE] Mariana  releaseDate  March_28_1932 [/TRIPLE] [TRIPLE] Mariana  precededBy  Sanyo [/TRIPLE] [TRIPLE] Mariana  writer  Arabon_Sanle [/TRIPLE],5,4,1,5,writer,Mariana writer Arabon_Sanle,1725,genre precededBy author runtime releaseDate,ordering
fictional,results/ordering/fictional_ordering.json,1726,"[TRIPLE] Warzone_of_Existence  followedBy  ""Ruin_of_the_Witchlord's_Curse"" [/TRIPLE]",1,1,0,1,,,1726,followedBy,ordering
fictional,results/ordering/fictional_ordering.json,1727,[TRIPLE] Allure_of_Greed  runtime  3895.67 [/TRIPLE] [TRIPLE] Allure_of_Greed  musicComposer  Remol_Certran [/TRIPLE] [TRIPLE] Allure_of_Greed  director  Malonor_Vosse [/TRIPLE],3,3,0,3,,,1727,director musicComposer runtime,ordering
fictional,results/ordering/fictional_ordering.json,1728,[TRIPLE] Stemph_Promotions  type  Kuvak [/TRIPLE] [TRIPLE] Stemph_Promotions  product  Nitronal [/TRIPLE] [TRIPLE] Stemph_Promotions  industry  Chloraphene [/TRIPLE],3,2,1,3,industry,Stemph_Promotions industry Chloraphene,1728,product manufacturer type,ordering
fictional,results/ordering/fictional_ordering.json,1729,[TRIPLE] Roucaud  artist  Fluxwunce [/TRIPLE] [TRIPLE] Roucaud  recordLabel  Progressive_Overtures [/TRIPLE] [TRIPLE] Roucaud  recordLabel  Mestul [/TRIPLE],3,3,0,3,,,1729,recordLabel recordLabel artist,ordering
fictional,results/ordering/fictional_ordering.json,1730,[TRIPLE] Symphonic_Stadium  location  Lapata [/TRIPLE] [TRIPLE] Brormes_Hotspurs  league  White_Moose_SC [/TRIPLE] [TRIPLE] Brormes_Hotspurs  season  9637 [/TRIPLE] [TRIPLE] White_Moose_SC  country  Quarvon [/TRIPLE] [TRIPLE] Brormes_Hotspurs  ground  Symphonic_Stadium [/TRIPLE],5,5,0,5,,,1730,ground location league country season,ordering
fictional,results/ordering/fictional_ordering.json,1731,[TRIPLE] Arpercestra  associatedBand/associatedMusicalArtist  Syntaholics [/TRIPLE],1,1,0,1,,,1731,associatedBand/associatedMusicalArtist,ordering
fictional,results/ordering/fictional_ordering.json,1732,[TRIPLE] Splitting_the_Skies  editing  Pequala [/TRIPLE] [TRIPLE] Splitting_the_Skies  starring  Vackeron_Bline [/TRIPLE] [TRIPLE] Splitting_the_Skies  starring  Nipher_Ylize [/TRIPLE] [TRIPLE] Splitting_the_Skies  language  Tytasian [/TRIPLE] [TRIPLE] Splitting_the_Skies  runtime  3131.91 [/TRIPLE] [TRIPLE] Splitting_the_Skies  budget  2345.58 [/TRIPLE] [TRIPLE] Splitting_the_Skies  writer  Nesett_Nialan [/TRIPLE],7,5,2,6,editing | writer,Splitting_the_Skies editing Pequala || Splitting_the_Skies writer Nesett_Nialan,1732,starring starring language editor budget runtime,ordering
fictional,results/ordering/fictional_ordering.json,1733,[TRIPLE] Chromespectrum_Colosseum  location  Luzagar [/TRIPLE] [TRIPLE] Hegrestown_United  league  Mirropen_Series [/TRIPLE] [TRIPLE] Mirropen_Series  country  Lynissa [/TRIPLE] [TRIPLE] Hegrestown_United  ground  Chromespectrum_Colosseum [/TRIPLE] [TRIPLE] Hegrestown_United  fullName  Talcomb_Hotspurs [/TRIPLE],5,5,0,5,,,1733,fullName ground location league country,ordering
fictional,results/ordering/fictional_ordering.json,1734,[TRIPLE] Cirrus_Manufacturing  regionServed  Lyvonir [/TRIPLE] [TRIPLE] Cirrus_Manufacturing  country  Lyvonir [/TRIPLE],2,2,0,2,,,1734,regionServed country,ordering
fictional,results/ordering/fictional_ordering.json,1735,[TRIPLE] Circlian  architect  Holo_Norvah [/TRIPLE] [TRIPLE] Circlian  address  Merport_Square [/TRIPLE] [TRIPLE] Circlian  buildingStartDate  May_14_1867 [/TRIPLE] [TRIPLE] Circlian  currentTenants  Leviathan_Business_School [/TRIPLE] [TRIPLE] Circlian  completionDate  May_19_1979 [/TRIPLE] [TRIPLE] Leviathan_Business_School  country  Natraia [/TRIPLE] [TRIPLE] Circlian  owner  Noradi_University [/TRIPLE],7,7,0,7,,,1735,owner architect buildingStartDate completionDate address currentTenants country,ordering
fictional,results/ordering/fictional_ordering.json,1736,[TRIPLE] Starry_Trail  producer  Emrica_Note [/TRIPLE] [TRIPLE] Starry_Trail  musicComposer  Socal_Amell [/TRIPLE] [TRIPLE] Starry_Trail  runtime  1743.67 [/TRIPLE] [TRIPLE] Starry_Trail  producer  Filounton_Bonen [/TRIPLE] [TRIPLE] Starry_Trail  director  Filounton_Bonen [/TRIPLE],5,4,1,4,producer,Starry_Trail producer Filounton_Bonen,1736,musicComposer runtime director producer,ordering
fictional,results/ordering/fictional_ordering.json,1737,[TRIPLE] Elyon_Promotions  location  Vicola [/TRIPLE] [TRIPLE] Elyon_Promotions  product  Dynasoft [/TRIPLE] [TRIPLE] Elyon_Promotions  subsidiary  Nirvana_Network [/TRIPLE],3,3,0,3,,,1737,location subsidiary product,ordering
fictional,results/ordering/fictional_ordering.json,1738,"[TRIPLE] ""Veil_of_the_Underworld""  literaryGenre  Cumogens [/TRIPLE]",1,1,0,1,,,1738,literaryGenre,ordering
fictional,results/ordering/fictional_ordering.json,1739,[TRIPLE] Frox_Haria  genre  Swingbubble [/TRIPLE] [TRIPLE] Frox_Haria  instrument  Blarvelling [/TRIPLE] [TRIPLE] Frox_Haria  associatedBand/associatedMusicalArtist  Yeyvi [/TRIPLE] [TRIPLE] Frox_Haria  origin  Vessinil [/TRIPLE],4,4,0,4,,,1739,origin genre instrument associatedBand/associatedMusicalArtist,ordering
fictional,results/ordering/fictional_ordering.json,1740,[TRIPLE] Ingrchii  musicComposer  Zannes_Sorem [/TRIPLE] [TRIPLE] Ingrchii  starring  Atok_Gesse [/TRIPLE] [TRIPLE] Ingrchii  editing  Brevin_Jakule [/TRIPLE],3,3,0,3,,,1740,starring musicComposer editing,ordering
fictional,results/ordering/fictional_ordering.json,1741,"[TRIPLE] Aftermath_of_the_Cold_War  followedBy  ""The_Maelstrom_of_the_Sunken_City"" [/TRIPLE] [TRIPLE] Aftermath_of_the_Cold_War  author  Rechart_Skyel [/TRIPLE] [TRIPLE] Aftermath_of_the_Cold_War  releaseDate  July_4_1992 [/TRIPLE] [TRIPLE] Aftermath_of_the_Cold_War  precededBy  ""Blood_Tide_in_the_Isle_of_Sorrows"" [/TRIPLE]",4,4,0,4,,,1741,author precededBy releaseDate followedBy,ordering
fictional,results/ordering/fictional_ordering.json,1742,[TRIPLE] Chrysalis_Voyage  director  Orgo_Lorin [/TRIPLE] [TRIPLE] Chrysalis_Voyage  producer  Orgo_Lorin [/TRIPLE] [TRIPLE] Chrysalis_Voyage  broadcastedBy  417_Filmworks [/TRIPLE] [TRIPLE] Chrysalis_Voyage  runtime  3182.12 [/TRIPLE],4,2,2,4,producer | runtime,Chrysalis_Voyage producer Orgo_Lorin || Chrysalis_Voyage runtime 3182.12,1742,broadcastedBy director production time,ordering
fictional,results/ordering/fictional_ordering.json,1743,[TRIPLE] Quebympo  artist  DreamEcho [/TRIPLE] [TRIPLE] Quebympo  producer  DreamEcho [/TRIPLE] [TRIPLE] Quebympo  runtime  1709.62 [/TRIPLE],3,2,1,3,producer,Quebympo producer DreamEcho,1743,production artist runtime,ordering
fictional,results/ordering/fictional_ordering.json,1744,[TRIPLE] Bitterly_Farms  industry  Cuosonic [/TRIPLE] [TRIPLE] Bitterly_Farms  keyPerson  Majesticomparo [/TRIPLE] [TRIPLE] Bitterly_Farms  foundingDate  June_25_1980 [/TRIPLE],3,3,0,3,,,1744,foundingDate keyPerson industry,ordering
fictional,results/ordering/fictional_ordering.json,1745,[TRIPLE] Bazor_Athletic  league  White_Moose_SC [/TRIPLE] [TRIPLE] Bazor_Athletic  season  2719 [/TRIPLE],2,2,0,2,,,1745,league season,ordering
fictional,results/ordering/fictional_ordering.json,1746,[TRIPLE] Queln  governmentType  Viridas [/TRIPLE] [TRIPLE] Saham_Fliind  nationality  Queln [/TRIPLE],2,2,0,2,,,1746,nationality governmentType,ordering
fictional,results/ordering/fictional_ordering.json,1747,[TRIPLE] Kondiolia  orbitalPeriod  1822.11 [/TRIPLE],1,1,0,1,,,1747,orbitalPeriod,ordering
fictional,results/ordering/fictional_ordering.json,1748,[TRIPLE] Avenging_Angel  producer  Chryse_Folee [/TRIPLE] [TRIPLE] Avenging_Angel  writer  Chryse_Folee [/TRIPLE],2,1,1,2,writer,Avenging_Angel writer Chryse_Folee,1748,author producer,ordering
fictional,results/ordering/fictional_ordering.json,1749,[TRIPLE] Arrya_Nihte  spouse  Jokuto [/TRIPLE] [TRIPLE] Arrya_Nihte  inOfficeWhilePresident  Jeccig_Viidon [/TRIPLE] [TRIPLE] Arrya_Nihte  nationality  Versentites [/TRIPLE] [TRIPLE] Arrya_Nihte  deathPlace  Lynissa [/TRIPLE] [TRIPLE] Arrya_Nihte  birthPlace  Lynissa [/TRIPLE],5,5,0,5,,,1749,nationality birthPlace spouse inOfficeWhilePresident deathPlace,ordering
fictional,results/ordering/fictional_ordering.json,1750,[TRIPLE] Aselyris  currency  Oopie [/TRIPLE] [TRIPLE] Aselyris  demonym  Progons [/TRIPLE] [TRIPLE] Kaleidoscope_Kiwi_Compote  course  Splendilite [/TRIPLE] [TRIPLE] Kaleidoscope_Kiwi_Compote  ingredient  Mashtale [/TRIPLE] [TRIPLE] Splendilite  dishVariation  Tasorow [/TRIPLE] [TRIPLE] Kaleidoscope_Kiwi_Compote  country  Aselyris [/TRIPLE],6,6,0,6,,,1750,course dishVariation ingredient country demonym currency,ordering
fictional,results/ordering/fictional_ordering.json,1751,[TRIPLE] Presstryx  populationDensity  4387.22 [/TRIPLE] [TRIPLE] Presstryx  isPartOf  Calrafe [/TRIPLE],2,2,0,2,,,1751,isPartOf populationDensity,ordering
fictional,results/ordering/fictional_ordering.json,1752,[TRIPLE] Caerith  isPartOf  Tilamatino [/TRIPLE],1,1,0,1,,,1752,isPartOf,ordering
fictional,results/ordering/fictional_ordering.json,1753,[TRIPLE] Arabon_Sanle  birthPlace  Grueneisen [/TRIPLE] [TRIPLE] Arabon_Sanle  nationality  Elmenya [/TRIPLE],2,2,0,2,,,1753,birthPlace nationality,ordering
fictional,results/ordering/fictional_ordering.json,1754,[TRIPLE] Doness_Veron  deathDate  August_23_1971 [/TRIPLE],1,1,0,1,,,1754,deathDate,ordering
fictional,results/ordering/fictional_ordering.json,1755,[TRIPLE] Erithor  areaTotal  4652.95 [/TRIPLE],1,1,0,1,,,1755,areaTotal,ordering
fictional,results/ordering/fictional_ordering.json,1756,[TRIPLE] Solerti_Institute  type  Karceon_Medical_School [/TRIPLE],1,1,0,1,,,1756,type,ordering
fictional,results/ordering/fictional_ordering.json,1757,[TRIPLE] Magmite_Amulet  location  Esfomega_County [/TRIPLE] [TRIPLE] Magmite_Amulet  municipality  Aruna [/TRIPLE] [TRIPLE] Esfomega_County  hasToItsNorth  Esspora_County [/TRIPLE],3,3,0,3,,,1757,municipality location hasToItsNorth,ordering
fictional,results/ordering/fictional_ordering.json,1758,[TRIPLE] Angeospa  runtime  5981.56 [/TRIPLE] [TRIPLE] Angeospa  director  Oshedon_Zaqar [/TRIPLE] [TRIPLE] Angeospa  musicComposer  Emryna_Nwinki [/TRIPLE] [TRIPLE] Angeospa  starring  Jorel_Calyon [/TRIPLE] [TRIPLE] Angeospa  writer  Gevril_Eino [/TRIPLE],5,4,1,4,writer,Angeospa writer Gevril_Eino,1758,director starring musicComposer runtime,ordering
fictional,results/ordering/fictional_ordering.json,1759,[TRIPLE] Exar_Sesar  genre  Basswack [/TRIPLE] [TRIPLE] Exar_Sesar  associatedBand/associatedMusicalArtist  Kelikons [/TRIPLE] [TRIPLE] Exar_Sesar  instrument  Sonarimbal [/TRIPLE] [TRIPLE] Exar_Sesar  activeYearsStartYear  3512 [/TRIPLE],4,4,0,4,,,1759,activeYearsStartYear instrument genre associatedBand/associatedMusicalArtist,ordering
fictional,results/ordering/fictional_ordering.json,1760,[TRIPLE] Warning_from_the_Sky  runtime  1144.43 [/TRIPLE] [TRIPLE] Warning_from_the_Sky  musicComposer  Rechart_Skyel [/TRIPLE] [TRIPLE] Warning_from_the_Sky  releaseDate  September_24_1983 [/TRIPLE],3,3,0,3,,,1760,musicComposer releaseDate runtime,ordering
fictional,results/ordering/fictional_ordering.json,1761,[TRIPLE] Vivsorll  genre  Ventbrute [/TRIPLE] [TRIPLE] Vivsorll  producer  Blinker_lights [/TRIPLE] [TRIPLE] Vivsorll  genre  Grindpopcorn [/TRIPLE] [TRIPLE] Vivsorll  precededBy  Vimbarda [/TRIPLE] [TRIPLE] Vivsorll  runtime  2231.16 [/TRIPLE],5,4,1,5,producer,Vivsorll producer Blinker_lights,1761,precededBy genre genre creator runtime,ordering
fictional,results/ordering/fictional_ordering.json,1762,[TRIPLE] Dauton_Lasse  birthPlace  Nogovsk [/TRIPLE] [TRIPLE] Reap_of_the_Harvest  writer  Dauton_Lasse [/TRIPLE] [TRIPLE] Reap_of_the_Harvest  writer  Coltion_Gowvan [/TRIPLE],3,1,2,2,writer | writer,Reap_of_the_Harvest writer Dauton_Lasse || Reap_of_the_Harvest writer Coltion_Gowvan,1762,birthPlace author,ordering
fictional,results/ordering/fictional_ordering.json,1763,[TRIPLE] Bedrell  absoluteMagnitude  4332.60 [/TRIPLE],1,1,0,1,,,1763,absoluteMagnitude,ordering
fictional,results/ordering/fictional_ordering.json,1764,[TRIPLE] Guardians_of_the_Night  editing  Xormers [/TRIPLE] [TRIPLE] Guardians_of_the_Night  starring  Shanteer_Trilan [/TRIPLE] [TRIPLE] Guardians_of_the_Night  starring  Ouashti_Osarum [/TRIPLE] [TRIPLE] Guardians_of_the_Night  language  Manchillan [/TRIPLE] [TRIPLE] Guardians_of_the_Night  distributor  Platinum_Horizon_Films [/TRIPLE],5,5,0,5,,,1764,distributor starring starring language editing,ordering
fictional,results/ordering/fictional_ordering.json,1765,[TRIPLE] Vellata  musicalBand  Roogade [/TRIPLE] [TRIPLE] Vellata  recordLabel  Moog_Masterpieces [/TRIPLE] [TRIPLE] Vellata  runtime  1296.18 [/TRIPLE],3,3,0,3,,,1765,recordLabel musicalBand runtime,ordering
fictional,results/ordering/fictional_ordering.json,1766,[TRIPLE] Aslinor  leaderTitle  Prime_Minister_of_Zemban [/TRIPLE],1,1,0,1,,,1766,leaderTitle,ordering
fictional,results/ordering/fictional_ordering.json,1767,[TRIPLE] Split_Rock_Ridge  operatingOrganisation  Boltech_Distributors [/TRIPLE] [TRIPLE] Split_Rock_Ridge  runwayLength  3063.76 [/TRIPLE] [TRIPLE] Split_Rock_Ridge  cityServed  Powerfly_Speedway [/TRIPLE] [TRIPLE] Split_Rock_Ridge  location  Heckington [/TRIPLE] [TRIPLE] Split_Rock_Ridge  icaoLocationIdentifier  Erron_Way [/TRIPLE] [TRIPLE] Split_Rock_Ridge  elevationAboveTheSeaLevel  2486.59 [/TRIPLE] [TRIPLE] Split_Rock_Ridge  runwayName  Flaktlo [/TRIPLE],7,6,1,7,icaoLocationIdentifier,Split_Rock_Ridge icaoLocationIdentifier Erron_Way,1767,cityServed location operatingOrganisation elevationAboveTheSeaLevel ICAOLocationIdentifier runwayName runwayLength,ordering
fictional,results/ordering/fictional_ordering.json,1768,[TRIPLE] Leonan_Kwarr  influencedBy  Elzer_Padon [/TRIPLE] [TRIPLE] Leonan_Kwarr  citizenship  Draluna [/TRIPLE] [TRIPLE] Leonan_Kwarr  birthDate  August_14_1936 [/TRIPLE] [TRIPLE] Leonan_Kwarr  professionalField  Kemaing [/TRIPLE] [TRIPLE] Leonan_Kwarr  knownFor  Neutronarint_Fixing [/TRIPLE] [TRIPLE] Leonan_Kwarr  almaMater  Phensor_University [/TRIPLE] [TRIPLE] Leonan_Kwarr  residence  Seddstein [/TRIPLE],7,5,2,6,citizenship | professionalField,Leonan_Kwarr citizenship Draluna || Leonan_Kwarr professionalField Kemaing,1768,birthDate almaMater influencedBy profession knownFor residence,ordering
fictional,results/ordering/fictional_ordering.json,1769,[TRIPLE] Orbethie  starring  Vico_Iolle [/TRIPLE],1,1,0,1,,,1769,starring,ordering
fictional,results/ordering/fictional_ordering.json,1770,[TRIPLE] Tebress  productionStartYear  5930 [/TRIPLE] [TRIPLE] Tebress  assembly  Wispor [/TRIPLE] [TRIPLE] Tebress  productionEndYear  5930 [/TRIPLE],3,3,0,3,,,1770,assembly productionStartYear productionEndYear,ordering
fictional,results/ordering/fictional_ordering.json,1771,[TRIPLE] Impact_of_the_Wolf  distributor  Foreshadow_Pictures [/TRIPLE] [TRIPLE] SelvinArrow_International  foundedBy  Novou_Krosle [/TRIPLE] [TRIPLE] Impact_of_the_Wolf  distributor  SelvinArrow_International [/TRIPLE],3,3,0,3,,,1771,distributor foundedBy distributor,ordering
fictional,results/ordering/fictional_ordering.json,1772,[TRIPLE] Royne_Balre  citizenship  Ervanor [/TRIPLE] [TRIPLE] Royne_Balre  professionalField  Oxevlapzation [/TRIPLE],2,2,0,2,,,1772,citizenship professionalField,ordering
fictional,results/ordering/fictional_ordering.json,1773,[TRIPLE] Cabot_Institute  city  Vernieyo [/TRIPLE] [TRIPLE] Cabot_Institute  numberOfPostgraduateStudents  2345.58 [/TRIPLE],2,2,0,2,,,1773,city numberOfPostgraduateStudents,ordering
fictional,results/ordering/fictional_ordering.json,1774,[TRIPLE] Fire_Drifting  writer  Roeran_Nadays [/TRIPLE],1,0,1,1,writer,Fire_Drifting writer Roeran_Nadays,1774,author,ordering
fictional,results/ordering/fictional_ordering.json,1775,[TRIPLE] Chayneal_Ersh  birthPlace  Quarosk [/TRIPLE],1,1,0,1,,,1775,birthPlace,ordering
fictional,results/ordering/fictional_ordering.json,1776,[TRIPLE] Alynils_Retailers  location  Riverwatch_Castle [/TRIPLE] [TRIPLE] Alynils_Retailers  location  Nadrun [/TRIPLE] [TRIPLE] Alynils_Retailers  industry  Gownzing [/TRIPLE],3,3,0,3,,,1776,location location industry,ordering
fictional,results/ordering/fictional_ordering.json,1777,[TRIPLE] Corroverted  genre  Basswack [/TRIPLE] [TRIPLE] Corroverted  producer  SubSpectral [/TRIPLE],2,1,1,2,producer,Corroverted producer SubSpectral,1777,genre creator,ordering
fictional,results/ordering/fictional_ordering.json,1778,[TRIPLE] Paexip  country  Elmenya [/TRIPLE] [TRIPLE] Paexip  timeZone  UTC+05:27 [/TRIPLE] [TRIPLE] Paexip  timeZone  Janglemeadow_Time [/TRIPLE],3,3,0,3,,,1778,country timeZone timeZone,ordering
ordering_test,results/ordering/ordering_test.json,0,"[TRIPLE] Estádio_Municipal_Coaracy_da_Mata_Fonseca  location  Arapiraca [/TRIPLE] [TRIPLE] Agremiação_Sportiva_Arapiraquense  league  Campeonato_Brasileiro_Série_C [/TRIPLE] [TRIPLE] Campeonato_Brasileiro_Série_C  country  Brazil [/TRIPLE] [TRIPLE] Agremiação_Sportiva_Arapiraquense  nickname  ""''Alvinegro"" [/TRIPLE] [TRIPLE] Agremiação_Sportiva_Arapiraquense  ground  Estádio_Municipal_Coaracy_da_Mata_Fonseca [/TRIPLE]",5,5,0,5,,,0,nickname ground location league country,ordering
ordering_test,results/ordering/ordering_test.json,1,[TRIPLE] Nie_Haisheng  birthDate  1964-10-13 [/TRIPLE] [TRIPLE] Nie_Haisheng  occupation  Fighter_pilot [/TRIPLE],2,2,0,2,,,1,birthDate occupation,ordering
ordering_test,results/ordering/ordering_test.json,2,[TRIPLE] MotorSport_Vision  city  Fawkham [/TRIPLE],1,1,0,1,,,2,city,ordering
ordering_test,results/ordering/ordering_test.json,3,[TRIPLE] Aleksandr_Prudnikov  height  185.0 (centimetres) [/TRIPLE] [TRIPLE] FC_Spartak_Moscow  ground  Otkrytiye_Arena [/TRIPLE] [TRIPLE] Aleksandr_Prudnikov  club  FC_Spartak_Moscow [/TRIPLE],3,3,0,3,,,3,height club ground,ordering
ordering_test,results/ordering/ordering_test.json,4,"[TRIPLE] Ciudad_Ayala  populationMetro  1777539 [/TRIPLE] [TRIPLE] Ciudad_Ayala  leaderTitle  ""City Manager"" [/TRIPLE] [TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  governmentType  Council-manager_government [/TRIPLE]",5,3,2,5,type | populationDensity,Ciudad_Ayala type City || Ciudad_Ayala populationDensity 1604.0,4,city leaderTitle governmentType numberDensity populationMetro,ordering
ordering_test,results/ordering/ordering_test.json,5,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Squeeze_(The_Velvet_Underground_album)  followedBy  1969:_The_Velvet_Underground_Live [/TRIPLE],2,2,0,2,,,5,precededBy followedBy,ordering
ordering_test,results/ordering/ordering_test.json,6,[TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  leaderTitle  Governator [/TRIPLE] [TRIPLE] Ciudad_Ayala  country  Mexico [/TRIPLE] [TRIPLE] Ciudad_Ayala  elevationAboveTheSeaLevel  1147.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  timeZone  Pacific_Daylight_Time [/TRIPLE],5,5,0,5,,,6,country leaderTitle elevationAboveTheSeaLevel timeZone populationDensity,ordering
ordering_test,results/ordering/ordering_test.json,7,[TRIPLE] Olga_Bondareva  deathDate  1991-12-09 [/TRIPLE],1,1,0,1,,,7,deathDate,ordering
ordering_test,results/ordering/ordering_test.json,8,[TRIPLE] Saint_Petersburg  foundingDate  1703-05-27 [/TRIPLE] [TRIPLE] Olga_Bondareva  deathPlace  Saint_Petersburg [/TRIPLE] [TRIPLE] Saint_Petersburg  areaTotal  1439.0 [/TRIPLE],3,3,0,3,,,8,deathPlace foundingDate areaTotal,ordering
ordering_test,results/ordering/ordering_test.json,9,[TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE],1,1,0,1,,,9,populationDensity,ordering
ordering_test,results/ordering/ordering_test.json,10,[TRIPLE] Piotr_Hallmann  birthDate  1987-08-25 [/TRIPLE],1,1,0,1,,,10,birthDate,ordering
ordering_test,results/ordering/ordering_test.json,11,[TRIPLE] Darlington  areaCode  01325 [/TRIPLE],1,1,0,1,,,11,areaCode,ordering
ordering_test,results/ordering/ordering_test.json,12,"[TRIPLE] Adams_County,_Pennsylvania  hasToItsWest  Franklin_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  established  2000 [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  location  Adams_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  municipality  Gettysburg,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  category  Contributing_property [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania  hasToItsNorth  Cumberland_County,_Pennsylvania [/TRIPLE]",6,6,0,6,,,12,municipality location established category hasToItsNorth hasToItsWest,ordering
ordering_test,results/ordering/ordering_test.json,13,[TRIPLE] Israel  officialLanguage  Modern_Hebrew [/TRIPLE],1,1,0,1,,,13,officialLanguage,ordering
ordering_test,results/ordering/ordering_test.json,14,[TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  operatingOrganisation  ENAIRE [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  location  Alcobendas [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  elevationAboveTheSeaLevel  610.0 [/TRIPLE],3,3,0,3,,,14,location operatingOrganisation elevationAboveTheSeaLevel,ordering
ordering_test,results/ordering/ordering_test.json,15,[TRIPLE] GMA_New_Media  foundingDate  2000-01-01 [/TRIPLE] [TRIPLE] GMA_New_Media  product  Mobile_Applications [/TRIPLE],2,2,0,2,,,15,foundingDate product,ordering
ordering_test,results/ordering/ordering_test.json,16,[TRIPLE] Hypermarcas  location  São_Paulo [/TRIPLE] [TRIPLE] Brazil  areaTotal  8514837.14  (square kilometres) [/TRIPLE] [TRIPLE] Hypermarcas  location  Brazil [/TRIPLE] [TRIPLE] Hypermarcas  industry  Pharmaceuticals [/TRIPLE],4,4,0,4,,,16,location location industry areaTotal,ordering
ordering_test,results/ordering/ordering_test.json,17,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Squeeze_(The_Velvet_Underground_album)  precededBy  Andy_Warhol's_Velvet_Underground_Featuring_Nico [/TRIPLE],3,3,0,3,,,17,genre precededBy precededBy,ordering
ordering_test,results/ordering/ordering_test.json,18,"[TRIPLE] Acharya_Institute_of_Technology  campus  ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  director  ""Dr. G. P. Prabhukumar"" [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  affiliation  Visvesvaraya_Technological_University [/TRIPLE] [TRIPLE] Acharya_Institute_of_Technology  country  ""India"" [/TRIPLE]",4,4,0,4,,,18,campus country director affiliation,ordering
ordering_test,results/ordering/ordering_test.json,19,[TRIPLE] Abraham_A._Ribicoff  deathPlace  United_States [/TRIPLE] [TRIPLE] Abraham_A._Ribicoff  birthPlace  United_States [/TRIPLE] [TRIPLE] United_States  ethnicGroup  African_Americans [/TRIPLE],3,3,0,3,,,19,birthPlace deathPlace ethnicGroup,ordering
ordering_test,results/ordering/ordering_test.json,20,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordLabel  Polydor_Records [/TRIPLE]",7,5,2,6,producer | runtime,Bootleg_Series_Volume_1:_The_Quine_Tapes producer The_Velvet_Underground || Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05,20,country genre recordedIn recordedIn recordLabel artist,ordering
ordering_test,results/ordering/ordering_test.json,21,[TRIPLE] The_Fellowship_of_the_Ring  publisher  George_Allen_&_Unwin [/TRIPLE] [TRIPLE] The_Fellowship_of_the_Ring  literaryGenre  Fantasy_(genre) [/TRIPLE],2,2,0,2,,,21,publisher literaryGenre,ordering
ordering_test,results/ordering/ordering_test.json,22,[TRIPLE] Alan_Shepard  deathPlace  California [/TRIPLE] [TRIPLE] Alan_Shepard  birthPlace  New_Hampshire [/TRIPLE] [TRIPLE] Alan_Shepard  award  Distinguished_Service_Medal_(United_States_Navy) [/TRIPLE],3,3,0,3,,,22,birthPlace award deathPlace,ordering
