added_predicates,comparison_basis,dataset,file,idx,num_added_triples,num_matched_predicates,num_matched_source_triples,num_omitted_triples,num_predicted_predicates,num_source_triples,omitted_predicates,omitted_triples,position,pred,source_input,task,triple_set_id
,ordering_output,factual,results/structuring/factual_structuring.json,607,0,6,6,0,6,6,,,607,[SNT] campus city [/SNT] [SNT] numberOfUndergraduateStudents numberOfStudents numberOfDoctoralStudents [/SNT] [SNT] staff [/SNT],[TRIPLE] University_of_Burgundy campus Dijon [/TRIPLE] [TRIPLE] University_of_Burgundy city Dijon [/TRIPLE] [TRIPLE] University_of_Burgundy numberOfUndergraduateStudents 16800 [/TRIPLE] [TRIPLE] University_of_Burgundy numberOfStudents 27400 [/TRIPLE] [TRIPLE] University_of_Burgundy numberOfDoctoralStudents 1299 [/TRIPLE] [TRIPLE] University_of_Burgundy staff 2900 [/TRIPLE],structuring,607
,webnlg17_input,factual,results/structuring/factual_structuring.json,607,0,6,6,0,6,6,,,607,[SNT] campus city [/SNT] [SNT] numberOfUndergraduateStudents numberOfStudents numberOfDoctoralStudents [/SNT] [SNT] staff [/SNT],[TRIPLE] University_of_Burgundy  numberOfUndergraduateStudents  16800 [/TRIPLE] [TRIPLE] University_of_Burgundy  staff  2900 [/TRIPLE] [TRIPLE] University_of_Burgundy  numberOfStudents  27400 [/TRIPLE] [TRIPLE] University_of_Burgundy  numberOfDoctoralStudents  1299 [/TRIPLE] [TRIPLE] University_of_Burgundy  campus  Dijon [/TRIPLE] [TRIPLE] University_of_Burgundy  city  Dijon [/TRIPLE],structuring,607
,ordering_output,factual,results/structuring/factual_structuring.json,608,0,1,1,0,1,1,,,608,[SNT] successor [/SNT],[TRIPLE] Pontiac successor Buick [/TRIPLE],structuring,608
,webnlg17_input,factual,results/structuring/factual_structuring.json,608,0,1,1,0,1,1,,,608,[SNT] successor [/SNT],[TRIPLE] Pontiac  successor  Buick [/TRIPLE],structuring,608
,ordering_output,factual,results/structuring/factual_structuring.json,609,0,2,2,0,2,2,,,609,[SNT] genre followedBy [/SNT],[TRIPLE] Mermaid_(Train_song) genre Reggae [/TRIPLE] [TRIPLE] Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) [/TRIPLE],structuring,609
,webnlg17_input,factual,results/structuring/factual_structuring.json,609,0,2,2,3,2,5,producer | album | format,Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) album California_37_(Train_album) || Mermaid_(Train_song) format Music_download,609,[SNT] genre followedBy [/SNT],[TRIPLE] Mermaid_(Train_song)  genre  Reggae [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  California_37_(Train_album) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  format  Music_download [/TRIPLE],structuring,609
,ordering_output,factual,results/structuring/factual_structuring.json,610,0,4,4,0,4,4,,,610,[SNT] origin activeYearsStartYear [/SNT] [SNT] genre associatedBand/associatedMusicalArtist [/SNT],[TRIPLE] Aaron_Turner origin United_States [/TRIPLE] [TRIPLE] Aaron_Turner activeYearsStartYear 1995 [/TRIPLE] [TRIPLE] Aaron_Turner genre Post-metal [/TRIPLE] [TRIPLE] Aaron_Turner associatedBand/associatedMusicalArtist Twilight_(band) [/TRIPLE],structuring,610
,webnlg17_input,factual,results/structuring/factual_structuring.json,610,0,4,4,0,4,4,,,610,[SNT] origin activeYearsStartYear [/SNT] [SNT] genre associatedBand/associatedMusicalArtist [/SNT],[TRIPLE] Aaron_Turner  genre  Post-metal [/TRIPLE] [TRIPLE] Aaron_Turner  origin  United_States [/TRIPLE] [TRIPLE] Aaron_Turner  associatedBand/associatedMusicalArtist  Twilight_(band) [/TRIPLE] [TRIPLE] Aaron_Turner  activeYearsStartYear  1995 [/TRIPLE],structuring,610
,ordering_output,factual,results/structuring/factual_structuring.json,611,0,2,2,0,2,2,,,611,[SNT] birthPlace knownFor [/SNT],[TRIPLE] Brandon_Carter birthPlace England [/TRIPLE] [TRIPLE] Brandon_Carter knownFor Anthropic_principle [/TRIPLE],structuring,611
,webnlg17_input,factual,results/structuring/factual_structuring.json,611,0,2,2,0,2,2,,,611,[SNT] birthPlace knownFor [/SNT],[TRIPLE] Brandon_Carter  birthPlace  England [/TRIPLE] [TRIPLE] Brandon_Carter  knownFor  Anthropic_principle [/TRIPLE],structuring,611
,ordering_output,factual,results/structuring/factual_structuring.json,612,0,1,1,0,1,1,,,612,[SNT] foundingYear [/SNT],[TRIPLE] Roadside_Attractions foundingYear 2003-01-01 [/TRIPLE],structuring,612
,webnlg17_input,factual,results/structuring/factual_structuring.json,612,0,1,1,0,1,1,,,612,[SNT] foundingYear [/SNT],[TRIPLE] Roadside_Attractions  foundingYear  2003-01-01 [/TRIPLE],structuring,612
,ordering_output,factual,results/structuring/factual_structuring.json,613,0,3,3,0,3,3,,,613,[SNT] occupation birthPlace utcOffset [/SNT],[TRIPLE] Nie_Haisheng occupation Fighter_pilot [/TRIPLE] [TRIPLE] Nie_Haisheng birthPlace Zaoyang [/TRIPLE] [TRIPLE] Zaoyang utcOffset +8 [/TRIPLE],structuring,613
,webnlg17_input,factual,results/structuring/factual_structuring.json,613,0,3,3,0,3,3,,,613,[SNT] occupation birthPlace utcOffset [/SNT],[TRIPLE] Nie_Haisheng  birthPlace  Zaoyang [/TRIPLE] [TRIPLE] Nie_Haisheng  occupation  Fighter_pilot [/TRIPLE] [TRIPLE] Zaoyang  utcOffset  +8 [/TRIPLE],structuring,613
,ordering_output,factual,results/structuring/factual_structuring.json,614,0,7,7,0,7,7,,,614,[SNT] established category location country [/SNT] [SNT] hasToItsSouthwest hasToItsSoutheast hasToItsNorth [/SNT],"[TRIPLE] 11th_Mississippi_Infantry_Monument established 2000 [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument category Contributing_property [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument country ""United States"" [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania [/TRIPLE]",structuring,614
,webnlg17_input,factual,results/structuring/factual_structuring.json,614,0,7,7,0,7,7,,,614,[SNT] established category location country [/SNT] [SNT] hasToItsSouthwest hasToItsSoutheast hasToItsNorth [/SNT],"[TRIPLE] 11th_Mississippi_Infantry_Monument  established  2000 [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  location  Adams_County,_Pennsylvania [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania  hasToItsSouthwest  Frederick_County,_Maryland [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania  hasToItsSoutheast  Carroll_County,_Maryland [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  category  Contributing_property [/TRIPLE] [TRIPLE] Adams_County,_Pennsylvania  hasToItsNorth  Cumberland_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  country  ""United States"" [/TRIPLE]",structuring,614
,ordering_output,factual,results/structuring/factual_structuring.json,615,0,6,6,0,6,6,,,615,[SNT] discoverer discovered orbitalPeriod [/SNT] [SNT] apoapsis periapsis absoluteMagnitude [/SNT],[TRIPLE] 1147_Stavropolis discoverer Grigory_Neujmin [/TRIPLE] [TRIPLE] 1147_Stavropolis discovered 1929-06-11 [/TRIPLE] [TRIPLE] 1147_Stavropolis orbitalPeriod 1249.6 [/TRIPLE] [TRIPLE] 1147_Stavropolis apoapsis 418476000000.0 [/TRIPLE] [TRIPLE] 1147_Stavropolis periapsis 260855000000.0 [/TRIPLE] [TRIPLE] 1147_Stavropolis absoluteMagnitude 11.5 [/TRIPLE],structuring,615
,webnlg17_input,factual,results/structuring/factual_structuring.json,615,0,6,6,0,6,6,,,615,[SNT] discoverer discovered orbitalPeriod [/SNT] [SNT] apoapsis periapsis absoluteMagnitude [/SNT],[TRIPLE] 1147_Stavropolis  apoapsis  418476000000.0 [/TRIPLE] [TRIPLE] 1147_Stavropolis  orbitalPeriod  1249.6 [/TRIPLE] [TRIPLE] 1147_Stavropolis  discoverer  Grigory_Neujmin [/TRIPLE] [TRIPLE] 1147_Stavropolis  absoluteMagnitude  11.5 [/TRIPLE] [TRIPLE] 1147_Stavropolis  discovered  1929-06-11 [/TRIPLE] [TRIPLE] 1147_Stavropolis  periapsis  260855000000.0 [/TRIPLE],structuring,615
,ordering_output,factual,results/structuring/factual_structuring.json,616,0,2,2,0,2,2,,,616,[SNT] operatingOrganisation runwayName [/SNT],"[TRIPLE] Al_Asad_Airbase operatingOrganisation United_States_Air_Force [/TRIPLE] [TRIPLE] Al_Asad_Airbase runwayName ""09L/27R"" [/TRIPLE]",structuring,616
,webnlg17_input,factual,results/structuring/factual_structuring.json,616,0,2,2,0,2,2,,,616,[SNT] operatingOrganisation runwayName [/SNT],"[TRIPLE] Al_Asad_Airbase  operatingOrganisation  United_States_Air_Force [/TRIPLE] [TRIPLE] Al_Asad_Airbase  runwayName  ""09L/27R"" [/TRIPLE]",structuring,616
,ordering_output,factual,results/structuring/factual_structuring.json,617,0,2,2,0,2,2,,,617,[SNT] birthDate weight [/SNT],[TRIPLE] Piotr_Hallmann birthDate 1987-08-25 [/TRIPLE] [TRIPLE] Piotr_Hallmann weight 70.308 [/TRIPLE],structuring,617
,webnlg17_input,factual,results/structuring/factual_structuring.json,617,0,2,2,0,2,2,,,617,[SNT] birthDate weight [/SNT],[TRIPLE] Piotr_Hallmann  weight  70.308 [/TRIPLE] [TRIPLE] Piotr_Hallmann  birthDate  1987-08-25 [/TRIPLE],structuring,617
,ordering_output,factual,results/structuring/factual_structuring.json,618,0,4,4,0,4,4,,,618,[SNT] isPartOf country populationDensity areaTotal [/SNT],[TRIPLE] Ciudad_Ayala isPartOf Morelos [/TRIPLE] [TRIPLE] Morelos country Mexico [/TRIPLE] [TRIPLE] Ciudad_Ayala populationDensity 1604.0 [/TRIPLE] [TRIPLE] Morelos areaTotal 4879.0 [/TRIPLE],structuring,618
,webnlg17_input,factual,results/structuring/factual_structuring.json,618,0,4,4,0,4,4,,,618,[SNT] isPartOf country populationDensity areaTotal [/SNT],[TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Morelos  country  Mexico [/TRIPLE] [TRIPLE] Ciudad_Ayala  isPartOf  Morelos [/TRIPLE] [TRIPLE] Morelos  areaTotal  4879.0 [/TRIPLE],structuring,618
,ordering_output,factual,results/structuring/factual_structuring.json,619,0,1,1,0,1,1,,,619,[SNT] demonym [/SNT],[TRIPLE] India demonym Indian [/TRIPLE],structuring,619
,webnlg17_input,factual,results/structuring/factual_structuring.json,619,0,1,1,0,1,1,,,619,[SNT] demonym [/SNT],[TRIPLE] India  demonym  Indian [/TRIPLE],structuring,619
,ordering_output,factual,results/structuring/factual_structuring.json,620,0,3,3,0,3,3,,,620,[SNT] established location state [/SNT],"[TRIPLE] 11th_Mississippi_Infantry_Monument established 2000 [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument state ""Pennsylvania"" [/TRIPLE]",structuring,620
,webnlg17_input,factual,results/structuring/factual_structuring.json,620,0,3,3,0,3,3,,,620,[SNT] established location state [/SNT],"[TRIPLE] 11th_Mississippi_Infantry_Monument  established  2000 [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  location  Adams_County,_Pennsylvania [/TRIPLE] [TRIPLE] 11th_Mississippi_Infantry_Monument  state  ""Pennsylvania"" [/TRIPLE]",structuring,620
,ordering_output,factual,results/structuring/factual_structuring.json,621,0,1,1,0,1,1,,,621,[SNT] populationMetro [/SNT],[TRIPLE] Ciudad_Ayala populationMetro 1777539 [/TRIPLE],structuring,621
,webnlg17_input,factual,results/structuring/factual_structuring.json,621,0,1,1,0,1,1,,,621,[SNT] populationMetro [/SNT],[TRIPLE] Ciudad_Ayala  populationMetro  1777539 [/TRIPLE],structuring,621
,ordering_output,factual,results/structuring/factual_structuring.json,622,0,3,3,0,3,3,,,622,[SNT] musicComposer director producer [/SNT],[TRIPLE] English_Without_Tears musicComposer Nicholas_Brodszky [/TRIPLE] [TRIPLE] English_Without_Tears director Harold_French [/TRIPLE] [TRIPLE] English_Without_Tears producer Anatole_de_Grunwald [/TRIPLE],structuring,622
,webnlg17_input,factual,results/structuring/factual_structuring.json,622,0,3,3,0,3,3,,,622,[SNT] musicComposer director producer [/SNT],[TRIPLE] English_Without_Tears  musicComposer  Nicholas_Brodszky [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE] [TRIPLE] English_Without_Tears  director  Harold_French [/TRIPLE],structuring,622
,ordering_output,factual,results/structuring/factual_structuring.json,623,0,3,3,0,3,3,,,623,[SNT] location elevationAboveTheSeaLevel runwayLength [/SNT],[TRIPLE] Bedford_Aerodrome location Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 [/TRIPLE] [TRIPLE] Bedford_Aerodrome runwayLength 1095.0 [/TRIPLE],structuring,623
,webnlg17_input,factual,results/structuring/factual_structuring.json,623,0,3,3,1,3,4,icaoLocationIdentifier,Bedford_Aerodrome icaoLocationIdentifier EGBF,623,[SNT] location elevationAboveTheSeaLevel runwayLength [/SNT],[TRIPLE] Bedford_Aerodrome  runwayLength  1095.0 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  location  Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE] [TRIPLE] Bedford_Aerodrome  elevationAboveTheSeaLevel  83.2104 [/TRIPLE],structuring,623
,ordering_output,factual,results/structuring/factual_structuring.json,624,0,1,1,0,1,1,,,624,[SNT] genre [/SNT],[TRIPLE] Turn_Me_On_(album) genre Punk_blues [/TRIPLE],structuring,624
,webnlg17_input,factual,results/structuring/factual_structuring.json,624,0,1,1,0,1,1,,,624,[SNT] genre [/SNT],[TRIPLE] Turn_Me_On_(album)  genre  Punk_blues [/TRIPLE],structuring,624
,ordering_output,factual,results/structuring/factual_structuring.json,625,0,1,1,0,1,1,,,625,[SNT] precededBy [/SNT],[TRIPLE] Mermaid_(Train_song) precededBy This'll_Be_My_Year [/TRIPLE],structuring,625
,webnlg17_input,factual,results/structuring/factual_structuring.json,625,0,1,1,0,1,1,,,625,[SNT] precededBy [/SNT],[TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE],structuring,625
,ordering_output,factual,results/structuring/factual_structuring.json,626,0,1,1,0,1,1,,,626,[SNT] staff [/SNT],[TRIPLE] University_of_Burgundy staff 2900 [/TRIPLE],structuring,626
,webnlg17_input,factual,results/structuring/factual_structuring.json,626,0,1,1,0,1,1,,,626,[SNT] staff [/SNT],[TRIPLE] University_of_Burgundy  staff  2900 [/TRIPLE],structuring,626
,ordering_output,factual,results/structuring/factual_structuring.json,627,0,2,2,0,2,2,,,627,[SNT] numberOfMembers league [/SNT],[TRIPLE] Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 [/TRIPLE] [TRIPLE] Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C [/TRIPLE],structuring,627
,webnlg17_input,factual,results/structuring/factual_structuring.json,627,0,2,2,0,2,2,,,627,[SNT] numberOfMembers league [/SNT],[TRIPLE] Agremiação_Sportiva_Arapiraquense  league  Campeonato_Brasileiro_Série_C [/TRIPLE] [TRIPLE] Agremiação_Sportiva_Arapiraquense  numberOfMembers  17000 [/TRIPLE],structuring,627
,ordering_output,factual,results/structuring/factual_structuring.json,628,0,2,2,0,2,2,,,628,[SNT] location icaoLocationIdentifier [/SNT],[TRIPLE] Bedford_Aerodrome location Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome icaoLocationIdentifier EGBF [/TRIPLE],structuring,628
,webnlg17_input,factual,results/structuring/factual_structuring.json,628,0,2,2,0,2,2,,,628,[SNT] location icaoLocationIdentifier [/SNT],[TRIPLE] Bedford_Aerodrome  location  Thurleigh [/TRIPLE] [TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE],structuring,628
,ordering_output,factual,results/structuring/factual_structuring.json,629,0,2,2,0,2,2,,,629,[SNT] spouse office [/SNT],"[TRIPLE] Abraham_A._Ribicoff spouse Casey_Ribicoff [/TRIPLE] [TRIPLE] Abraham_A._Ribicoff office ""United States Secretary of Health, Education, and Welfare"" [/TRIPLE]",structuring,629
,webnlg17_input,factual,results/structuring/factual_structuring.json,629,0,2,2,0,2,2,,,629,[SNT] spouse office [/SNT],"[TRIPLE] Abraham_A._Ribicoff  spouse  Casey_Ribicoff [/TRIPLE] [TRIPLE] Abraham_A._Ribicoff  office  ""United States Secretary of Health, Education, and Welfare"" [/TRIPLE]",structuring,629
,ordering_output,factual,results/structuring/factual_structuring.json,630,0,2,2,0,2,2,,,630,[SNT] nationality occupation [/SNT],[TRIPLE] Nie_Haisheng nationality People's_Republic_of_China [/TRIPLE] [TRIPLE] Nie_Haisheng occupation Fighter_pilot [/TRIPLE],structuring,630
,webnlg17_input,factual,results/structuring/factual_structuring.json,630,0,2,2,0,2,2,,,630,[SNT] nationality occupation [/SNT],[TRIPLE] Nie_Haisheng  nationality  People's_Republic_of_China [/TRIPLE] [TRIPLE] Nie_Haisheng  occupation  Fighter_pilot [/TRIPLE],structuring,630
,ordering_output,factual,results/structuring/factual_structuring.json,631,0,1,1,0,1,1,,,631,[SNT] precededBy [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes precededBy Squeeze_(The_Velvet_Underground_album) [/TRIPLE],structuring,631
,webnlg17_input,factual,results/structuring/factual_structuring.json,631,0,1,1,3,1,4,recordedIn | releaseDate | runtime,Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn San_Francisco || Bootleg_Series_Volume_1:_The_Quine_Tapes releaseDate 2001-10-16 || Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05,631,[SNT] precededBy [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  San_Francisco [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE],structuring,631
,ordering_output,factual,results/structuring/factual_structuring.json,632,0,2,2,0,2,2,,,632,[SNT] birthDate knownFor [/SNT],[TRIPLE] Darinka_Dentcheva birthDate 1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva knownFor Stochastic_programming [/TRIPLE],structuring,632
,webnlg17_input,factual,results/structuring/factual_structuring.json,632,0,2,2,0,2,2,,,632,[SNT] birthDate knownFor [/SNT],[TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE],structuring,632
,ordering_output,factual,results/structuring/factual_structuring.json,633,0,1,1,0,1,1,,,633,[SNT] director [/SNT],[TRIPLE] Death_on_a_Factory_Farm director Sarah_Teale [/TRIPLE],structuring,633
,webnlg17_input,factual,results/structuring/factual_structuring.json,633,0,1,1,0,1,1,,,633,[SNT] director [/SNT],[TRIPLE] Death_on_a_Factory_Farm  director  Sarah_Teale [/TRIPLE],structuring,633
,ordering_output,factual,results/structuring/factual_structuring.json,634,0,4,4,0,4,4,,,634,[SNT] recordLabel location [/SNT] [SNT] precededBy precededBy [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Polydor_Records [/TRIPLE] [TRIPLE] Polydor_Records location London [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes precededBy Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Squeeze_(The_Velvet_Underground_album) precededBy Andy_Warhol's_Velvet_Underground_Featuring_Nico [/TRIPLE],structuring,634
,webnlg17_input,factual,results/structuring/factual_structuring.json,634,0,4,4,0,4,4,,,634,[SNT] recordLabel location [/SNT] [SNT] precededBy precededBy [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Squeeze_(The_Velvet_Underground_album)  precededBy  Andy_Warhol's_Velvet_Underground_Featuring_Nico [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordLabel  Polydor_Records [/TRIPLE] [TRIPLE] Polydor_Records  location  London [/TRIPLE],structuring,634
,ordering_output,factual,results/structuring/factual_structuring.json,635,0,2,2,0,2,2,,,635,[SNT] genre genre [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes genre Rock_music [/TRIPLE] [TRIPLE] The_Velvet_Underground genre Proto-punk [/TRIPLE],structuring,635
,webnlg17_input,factual,results/structuring/factual_structuring.json,635,0,2,2,1,2,3,producer,Bootleg_Series_Volume_1:_The_Quine_Tapes producer The_Velvet_Underground,635,[SNT] genre genre [/SNT],[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  genre  Rock_music [/TRIPLE] [TRIPLE] The_Velvet_Underground  genre  Proto-punk [/TRIPLE],structuring,635
,ordering_output,factual,results/structuring/factual_structuring.json,636,0,3,3,0,3,3,,,636,[SNT] location operatingOrganisation elevationAboveTheSeaLevel [/SNT],"[TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport location ""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas"" [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 [/TRIPLE]",structuring,636
,webnlg17_input,factual,results/structuring/factual_structuring.json,636,0,3,3,0,3,3,,,636,[SNT] location operatingOrganisation elevationAboveTheSeaLevel [/SNT],"[TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  operatingOrganisation  ENAIRE [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  elevationAboveTheSeaLevel  610.0 [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  location  ""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas"" [/TRIPLE]",structuring,636
,ordering_output,factual,results/structuring/factual_structuring.json,637,0,3,3,0,3,3,,,637,[SNT] runwayName elevationAboveTheSeaLevel [/SNT] [SNT] icaoLocationIdentifier [/SNT],"[TRIPLE] Bedford_Aerodrome runwayName ""08/26"" [/TRIPLE] [TRIPLE] Bedford_Aerodrome elevationAboveTheSeaLevel 83.2104 [/TRIPLE] [TRIPLE] Bedford_Aerodrome icaoLocationIdentifier EGBF [/TRIPLE]",structuring,637
,webnlg17_input,factual,results/structuring/factual_structuring.json,637,0,3,3,0,3,3,,,637,[SNT] runwayName elevationAboveTheSeaLevel [/SNT] [SNT] icaoLocationIdentifier [/SNT],"[TRIPLE] Bedford_Aerodrome  icaoLocationIdentifier  EGBF [/TRIPLE] [TRIPLE] Bedford_Aerodrome  elevationAboveTheSeaLevel  83.2104 [/TRIPLE] [TRIPLE] Bedford_Aerodrome  runwayName  ""08/26"" [/TRIPLE]",structuring,637
,ordering_output,factual,results/structuring/factual_structuring.json,638,0,3,3,0,3,3,,,638,[SNT] populationDensity timeZone timeZone [/SNT],[TRIPLE] Ciudad_Ayala populationDensity 1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala timeZone Pacific_Daylight_Time [/TRIPLE] [TRIPLE] Ciudad_Ayala timeZone Pacific_Standard_Time_Zone [/TRIPLE],structuring,638
,webnlg17_input,factual,results/structuring/factual_structuring.json,638,0,3,3,0,3,3,,,638,[SNT] populationDensity timeZone timeZone [/SNT],[TRIPLE] Ciudad_Ayala  timeZone  Pacific_Daylight_Time [/TRIPLE] [TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  timeZone  Pacific_Standard_Time_Zone [/TRIPLE],structuring,638
,ordering_output,factual,results/structuring/factual_structuring.json,639,0,5,5,0,5,5,,,639,[SNT] discoverer discovered [/SNT] [SNT] rotationPeriod apoapsis periapsis [/SNT],[TRIPLE] 1147_Stavropolis discoverer Grigory_Neujmin [/TRIPLE] [TRIPLE] 1147_Stavropolis discovered 1929-06-11 [/TRIPLE] [TRIPLE] 1147_Stavropolis rotationPeriod 20378.5 [/TRIPLE] [TRIPLE] 1147_Stavropolis apoapsis 418476000000.0 [/TRIPLE] [TRIPLE] 1147_Stavropolis periapsis 260855000000.0 [/TRIPLE],structuring,639
,webnlg17_input,factual,results/structuring/factual_structuring.json,639,0,5,5,0,5,5,,,639,[SNT] discoverer discovered [/SNT] [SNT] rotationPeriod apoapsis periapsis [/SNT],[TRIPLE] 1147_Stavropolis  discoverer  Grigory_Neujmin [/TRIPLE] [TRIPLE] 1147_Stavropolis  apoapsis  418476000000.0 [/TRIPLE] [TRIPLE] 1147_Stavropolis  discovered  1929-06-11 [/TRIPLE] [TRIPLE] 1147_Stavropolis  rotationPeriod  20378.5 [/TRIPLE] [TRIPLE] 1147_Stavropolis  periapsis  260855000000.0 [/TRIPLE],structuring,639
,ordering_output,factual,results/structuring/factual_structuring.json,640,0,3,3,0,3,3,,,640,[SNT] isPartOf isPartOf leaderTitle [/SNT],"[TRIPLE] Ciudad_Ayala isPartOf Morelos [/TRIPLE] [TRIPLE] Morelos isPartOf Cuernavaca [/TRIPLE] [TRIPLE] Ciudad_Ayala leaderTitle ""City Manager"" [/TRIPLE]",structuring,640
,webnlg17_input,factual,results/structuring/factual_structuring.json,640,0,3,3,0,3,3,,,640,[SNT] isPartOf isPartOf leaderTitle [/SNT],"[TRIPLE] Ciudad_Ayala  leaderTitle  ""City Manager"" [/TRIPLE] [TRIPLE] Ciudad_Ayala  isPartOf  Morelos [/TRIPLE] [TRIPLE] Morelos  isPartOf  Cuernavaca [/TRIPLE]",structuring,640
,ordering_output,factual,results/structuring/factual_structuring.json,641,0,2,2,0,2,2,,,641,[SNT] birthPlace starring [/SNT],[TRIPLE] John_Mills birthPlace North_Elmham [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film) starring John_Mills [/TRIPLE],structuring,641
,webnlg17_input,factual,results/structuring/factual_structuring.json,641,0,2,2,0,2,2,,,641,[SNT] birthPlace starring [/SNT],[TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  John_Mills [/TRIPLE] [TRIPLE] John_Mills  birthPlace  North_Elmham [/TRIPLE],structuring,641
