Source,Translation
The city of CiudadAyala has a population density of 1604.0 people per square kilometer and an elevation above sea level of 1147.0 meters.,.تبلغ الكثافة السكانية لمدينة سيوداد أيالا 1604.0 نسمة لكل كيلومتر مربع، وترتفع 1147.0 مترًا فوق مستوى سطح البحر
"The song ""ExpectaMiracle"" by Brian Kelly has a runtime of 54.56 minutes. It is preceded by the song ""PoolsofLight"" on the same album and is followed by the song ""Afterplay."" The genre of ""ExpectaMiracle"" is instrumental music.",".يبلغ طول أغنية ""إكسبيكتاميراكل"" لبريان كيلي 54.56 دقيقة. ويسبقها أغنية ""بولز أوف لايت"" على نفس الألبوم، وتليها أغنية ""أفتربلاي"". ويندرج أسلوب أغنية ""إكسبيكتاميراكل"" تحت الموسيقى التصويرية"
"Piotr Hallmann is a person with a height of 175.26 centimeters and a weight of 70.308 kilograms. He was born in Gdynia, Poland.",يبلغ طول بيوت هالمان 175.26 سم ووزنه 70.308 كجم. ولد في غدينيا، بولندا.
"The Velvet Underground produced and are the artists behind ""BootlegSeriesVolume1:TheQuineTapes"".","كان فنانو فرقة ""ذا فيلفيت أندرغراوند"" هم من أنتجوا ""سلسلة التسجيلات غير القانونية، المجلد الأول: تسجيلات كوين""."
Aleksandr Prudnikov is a member of FC Spartak Moscow's youth club and also a player for the main FC Spartak Moscow team.,.ألكسندر برودنيكوف هو عضو في نادي شباب سبارتاك موسكو لكرة القدم وأيضا لاعب في فريق سبارتاك موسكو الرئيسي
"The film ""English Without Tears"" was composed by Nicholas Brodszky, directed by Harold French, edited by Alan Jaggs, and produced by Anatole de Grunwald.",".ألف نيكولاس برودسكي موسيقى فيلم ""الإنجليزية بدون دموع""، وأخرجه هارولد فرينش، وقام بتحريره آلان جاغز، وأنتجه أناتول دي جراندوالد"
"The American band, The Honeymoon Killers, is known for producing music in the genre of Noise rock.",.تُعرف الفرقة الأمريكية، ذا هونيموون كيلرز، بإنتاجها لموسيقى نمط نويز روك
"Bananaman, a television series starring Bill Oddie, was first aired on BBC on October 3, 1983. Bill Oddie, who was born in Rochdale, voiced the title character in this British cartoon produced by Broadcasting House, a division of the BBC.",.بنانامان، وهو مسلسل تلفزيوني من بطولة بيل أودي، تم بثه لأول مرة على قناة بي بي سي في 3 أكتوبر 1983. بيل أودي، الذي ولد في روتشديل، أدى صوت الشخصية الرئيسية في هذا الكرتون البريطاني الذي أنتجه قسم الإذاعة في هيئة الإذاعة البريطانية
"The compilation album ""ExpectaMiracle"" was produced and performed by Brian Kelly, who is both a composer and pianist. The album runs for a total duration of 54.56 minutes and is classified as Instrumentalmusic. It follows the release of Brian Kelly's previous album, ""PoolsofLight."" The album belongs to the genre of CompilationAlbum.","أنتج ألبوم التجميع ""إكسبيكتاميراكل"" وقدمه بريان كيلي، الذي يعمل ملحناً وعازف بيانو. ويبلغ طول الألبوم 54.56 دقيقة ويصنف على أنه موسيقى تصويرية. وجاء بعد ألبوم بريان كيلي السابق، ""بول أوف لايت"". وينتمي الألبوم إلى نوع ألبوم التجميع."
"The film ""McVeagh of the South Seas"" features Harry Carey (born 1878) in the leading role. The production company, The Progressive Motion Picture Company, was responsible for producing the film. Cyril Bruce served as the director.",".يتميز فيلم ""مايفاغ من البحار الجنوبية"" ببطولة هاري كاري (مواليد 1878) في دور البطولة. كانت شركة الإنتاج، شركة الصور المتحركة التقدمية، مسؤولة عن إنتاج الفيلم. وكان سيريل بروس مديرًا"
"Agremiação Sportiva Arapiraquense, a Brazilian football club with approximately 17,000 members, is based in Arapiraca and plays in Campeonato Brasileiro Série C. Their home ground is Estádio Municipal Coaracy da Mata Fonseca.",.نادي أغريمياساو سبورتيفا أرايبيراكوينسي، هو نادي كرة قدم برازيلي يضم حوالي 17000 عضو، ويقع مقره في أرايبيراكا ويلعب في الدوري البرازيلي الدرجة الثالثة. ملعبهم الأساسي هو استاد ميونيسيبال كواراسي دا ماتا فونسيكا
"AlanB.MillerHall is a Georgian architecture building located at ""101 Ukrop Way"" in Virginia, which was completed on March 30, 2007. Robert A. M. Stern served as the architect for this building, which is currently owned by the College of William & Mary and houses the Mason School of Business as tenants.",".مبنى آلان بي ميلر هول هو مبنى ذو طراز معماري جورجي يقع في ""101 يكراب واي"" في فرجينيا، وتم الانتهاء منه في 30 مارس 2007. وكان روبرت أي إم ستيرن هو المهندس المعماري لهذا المبنى، الذي تمتلكه حاليًا كلية وليام آند ماري ويضم مدرسة ميسون للأعمال كمستأجرين"
"The asteroid 1147Stavropolis was discovered by Grigory Neujmin on July 31, 2016 (JD2457600.5). Its apoapsis, or farthest point from the Sun in its orbit, is at a distance of 41,847,600,000 km. The asteroid has a rotation period of 20,378.5 hours and a periapsis, or closest point to the Sun, of 26,085,500,000 km. Its orbital period around the Sun is 1,249.6 days.",.اكتشف غريغوري نويمين الكويكب 1147 ستافروبوليس في 31 يوليو 2016 (JD2457600.5). وتقع أوجه، أو أبعد نقطة عن الشمس في مدارها، على بعد 41847600000 كم. وللكويكب فترة دوران تبلغ 20378.5 ساعة وحضيض، أو أقرب نقطة إلى الشمس، تبلغ 26085500000 كم. وتبلغ فترة دورانه حول الشمس 1249.6 يومًا
"The song ""Mermaid"" by Train has a pop-rock and reggae genre, with stylistic origins in both pop-rock and ska music. Alternatively, the song ""Mermaid"" by Train belongs to the pop-rock and reggae genres, with ska and rock music influencing its stylistic elements.","تندرج أغنية ""حورية البحر"" لفرقة ""ترين"" ضمن فئة موسيقى البوب روك والريغي، وتستمد أصولها الأسلوبية من موسيقى البوب روك والسكا. أو يمكن القول، أن أغنية ""حورية البحر"" لفرقة ""ترين"" تنتمي إلى نوعي موسيقى البوب روك والريغي، حيث تأثرت عناصرها الأسلوبية بموسيقى السكا والروك."
"Darinka Dentcheva resides in New Jersey, which is part of the United States, a federal system of government.",تقيم دارينكا دنتشيفا في نيوجيرسي، وهي جزء من الولايات المتحدة، وهي نظام فيدرالي للحكم.
"Liselotte Grschebina passed away in Petah Tikva, where Itzik Braverman currently serves as the leader.",توفيت ليسلوت جريشيبينا في بتاح تكفا، حيث يشغل يتسحاق برافرمان منصب القيادة حاليًا
"Darinka Dentcheva is a US citizen. The United States has the motto ""In God we trust."" Darinka Dentcheva was influenced by Andrzej Piotr Ruszczyński, who works in the professional field of Mathematical optimization.","دارينكا دنتشيفا مواطنة أمريكية. شعار الولايات المتحدة هو ""In God we trust"". تأثرت دارينكا دنتشيفا بأندريج بيتر روتشزينسكي، الذي يعمل في المجال المهني للتحسين الرياضي."
"The city of CiudadAyala has a population of 1,777,539 people and a population density of 1,604 people per square kilometer. It is classified as a city and operates under a council-manager government. The city manager is in charge, and the city is located 1,147 meters above sea level with a UTC offset of -6 hours.",.تبلغ مساحة مدينة سيوداد أياالا 1777539 نسمة، وتبلغ الكثافة السكانية 1604 نسمة لكل كيلومتر مربع. وهي مصنفة كمدينة وتعمل في إطار حكومة مجلس الإدارة. ويديرها مدير المدينة، وتقع على ارتفاع 1147 مترًا فوق مستوى البحر، وبفرق توقيت يبلغ -6 ساعات عن التوقيت العالمي المنسق
"Adolfo-Suárez Madrid-Barajas Airport, located in Alcobendas, Madrid, is operated by ENAIRE. The airport, which is 610 meters above sea level, has a runway named ""14R/32L"" with a length of 4349 meters. ENAIRE, headquartered in Madrid, oversees its operations.","يقع مطار أدولفو سواريز، مدريد-باراخاس في الكوبنداس، مدريد، وتديره شركة إيناير. يقع المطار على ارتفاع 610 مترًا فوق مستوى سطح البحر، ويحتوي على مدرج باسم ""14R/32L"" يبلغ طوله 4349 مترًا. تشرف إيناير، التي يقع مقرها الرئيسي في مدريد، على عملياته."
"AleksandrPrudnikov, a football player, has played for FCAmkarPerm and previously attended FCSpartakMoscow as a youth player. He stands at a height of 185.0 centimetres. Currently, GadzhiGadzhiyev manages FCAmkarPerm.",.ألكسندر برودنيكوف، وهو لاعب كرة قدم، لعب مع نادي أمكار بيرم، ولعب سابقًا مع نادي سبارتاك موسكو كلاعب شاب. يبلغ طوله 185.0 سم. حاليًا، يدير غاجي غادجييف نادي أمكار بيرم
"Adolfo Suárez Madrid-Barajas Airport, located in Alcobendas, Spain, is operated by the Spanish air navigation company, ENAIRE. The airport, which serves the city of Madrid, has a runway length of 4349.0 meters and is identified by the runway names ""14R/32L"". ENAIRE, headquartered in Madrid, Spain, is responsible for the airport's air traffic management.","يقع مطار أدولفو سواريز، مدريد-باراخاس في الكوبنداس، إسبانيا، وتديره شركة الملاحة الجوية الإسبانية إناير. يخدم المطار مدينة مدريد، ويبلغ طول مدرجه 4349.0 مترًا، ويُعرف باسم ""14R/32L"". وتقع مقر شركة إناير في مدريد، إسبانيا، وهي المسؤولة عن إدارة حركة المرور الجوية بالمطار."
Punk blues is a music genre where drum kit is commonly used as an instrument.,.البانك بلوز هو نوع موسيقي حيث يتم استخدام طقم الطبول بشكل شائع كأداة موسيقية
"Liselotte Grschebina was born in Karlsruhe and died in Israel on June 14, 1994.",.ولدت ليسلوت جريشيبينا في كارلسروه وتوفيت في إسرائيل في 14 يونيو 1994
Israel's official language is Modern Standard Arabic.,اللغة الرسمية في إسرائيل هي اللغة العربية الفصحى الحديثة.
"Liselotte Grschebina was born in Karlsruhe, where she later held the title of Oberbürgermeister (mayor).",.ولدت ليسلوت جريشيبينا في كارلسروه، حيث حملت لاحقًا لقب أوبربورجرميستر (عمدة)
"The Acharya Institute of Technology, located in Soldevanahalli on Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, is affiliated with Visvesvaraya Technological University. It is overseen by the All-India Council for Technical Education, which granted it technical campus status. The institute offers tennis as a sporting activity.",.يقع معهد أشيريا للتكنولوجيا، في سولدفانهالي على طريق أشيريا الدكتور سارفابالي راداكريشنان، طريق هيسارجاتا الرئيسي، بنغالور - 560090، وهو تابع لجامعة فيسفيشفاريا للتكنولوجيا. ويشرف عليه المجلس الهندي للتعليم الفني، الذي منحه وضع الحرم الجامعي الفني. ويقدم المعهد التنس كنشاط رياضي
"Michael Rooker and Tom Sizemore both star in the film ""Super Capers.""",".يشارك مايكل روكر وتوم سيزيمور في بطولة فيلم ""سوبر كايبرز"""
"Michael Rooker, who is known for his role in the film ""Super Capers,"" hails from Jasper, Alabama.",".مايكل روكر، المعروف بدوره في فيلم ""سوبر كابيرز""، ينحدر من جاسبر، ألاباما"
"Grigory Neujmin discovered the asteroid 1147 Stavropolis in June 1929. Its apoapsis, or farthest point from the Sun in its orbit, is 41.847 billion kilometers, and its absolute magnitude is 11.5.",اكتشف جريجوري نويمين الكويكب 1147 ستافروبوليس في يونيو 1929. نقطة الأوج الخاصة به، أو أبعد نقطة عن الشمس في مداره، هي 41.847 مليار كيلومتر، ومقداره المطلق 11.5.
"The Bootleg Series Volume 1: The Quine Tapes was recorded in both the United States and . Louis, Missouri. It was released by both Polydor Records and Universal Music Group in 2001. The album precedes Squeeze (The Velvet Underground album) and has a runtime of approximately 230.05 minutes.",.سُجلت سلسلة التمهيد، المجلد 1: أشرطة كوين في كل من الولايات المتحدة وسانت لويس، ميزوري. صدر الألبوم بواسطة بوليدور ريكوردز وجروب يونيفرسال ميوزيك في عام 2001. يسبق الألبوم ألبوم Squeeze (ألبوم فيلفيت أندرغراوند) وتبلغ مدته حوالي 230.05 دقيقة
"The celestial body identified as 1147Stavropolis has a orbital period of 1249.6 Earth days, with an apoasis of 41.85 Astronomical Units (AU) and a periapsis of 26.09 AU. Its rotation period is approximately 55.5 hours, or 20378.5 seconds. This object was first discovered on June 11, 1929.",.تم تحديد الجسم السماوي المعروف باسم 1147Stavropolis بفترة مدارية تبلغ 1249.6 يومًا من أيام الأرض، مع نقطة الأوج 41.85 وحدة فلكية (AU) ونقطة الحضيض 26.09 AU. وتبلغ فترة دورانه حوالي 55.5 ساعة، أو 20378.5 ثانية. تم اكتشاف هذا الجسم لأول مرة في 11 يونيو 1929
John Mills passed away in the year 2005.,توفي جون ميلز في عام 2005.
"Nurhan Atasoy was born in Reşadiye, but currently resides in Istanbul, which is located in the Eastern European Summer Time zone with an area Metro of approximately 53.43 million square meters.",.ولدت نورهان أتاسوي في رشادية، لكنها تقيم حاليًا في إسطنبول، التي تقع في منطقة توقيت صيف أوروبا الشرقية، وتبلغ مساحتها المتروبولية حوالي 53.43 مليون متر مربع
"The album ""Year of No Light"" by Nord was released on September 6, 2006. This album is followed by ""Live at Roadburn 2008"" and belongs to the genre of Sludge metal.","صدر ألبوم ""عام بلا ضوء"" لفرقة نورد في 6 سبتمبر 2006. ويأتي هذا الألبوم بعد ألبوم ""حفلة مباشرة في رودبورن 2008"" وهو ينتمي إلى نوع موسيقى ميتال الطيني."
Nurhan Atasoy was born in Turkey. Turkey is currently led by Recep Tayyip Erdoğan and Binali Yıldırım.,ولدت نورهان أتاسوي في تركيا. ويقود تركيا حاليا رجب طيب أردوغان وبن علي يلدريم
"The album ""TurnMeOn"" by The Honeymoon Killers, a American band, runs for 35.1 minutes and was produced by both the band members and Wharton Tiers. The genre of this album is a mix of Punkblues and Noiserock.","يستمر ألبوم ""تيرن مي أون"" لفرقة ""ذا هونيموون كيلرز"" الأمريكية لمدة 35.1 دقيقة، وقد أنتجه أعضاء الفرقة بالتعاون مع وارتون تيرز. ويعد هذا الألبوم مزيجًا من نوعي موسيقى البانك بلوز والنويز روك."
"Mermaid, a Train song, falls under the pop-rock genre. Pop-rock is a music fusion genre that combines elements of pop and rock music. Among these, pop-rock specifically fuses with Baroque music to create the genre known as Baroque-pop.",". أغنية ""ميرميد""، وهي إحدى أغاني فرقة ""ترين""، تندرج ضمن فئة موسيقى البوب روك. موسيقى البوب روك هي نوع موسيقي ينتج عن دمج عناصر من موسيقى البوب والروك. ومن بين هذه الأنواع، يندمج البوب روك بشكل خاص مع الموسيقى الباروكية لتكوين النوع المعروف باسم الباروك بوب."
Polydor Records is a record label that is part of the Universal Music Group.,.بوليدور ريكوردز هي شركة تسجيلات تابعة لمجموعة يونيفرسال الموسيقية
Liselotte Grschebina was born in the German Empire and is a photographer.,.ولدت ليزيلوت جريشيبينا في الإمبراطورية الألمانية وهي مصورة
"The Pontiac Rageous was produced in both Michigan and Detroit, Michigan, in the year 1997. It is a coupe vehicle. Production for this model lasted only one year.",تم إنتاج سيارة بونتياك راجوس في كل من ميشيغان ودترويت، ميشيغان، في عام 1997. إنها سيارة كوبيه. استمر إنتاج هذا الطراز لمدة عام واحد فقط.
"GMA New Media is a part of the Mass Media industry, and its headquarters is located at GMA Network Center.",تعد جي إم إيه نيو ميديا جزءًا من صناعة وسائل الإعلام الجماهيرية، ويقع مقرها في مركز جي إم إيه نيتورك.
"Alan Shepard was born on November 18, 1923, in New Hampshire. He earned his M.A. degree from NWC in 1957. Alan Shepard is known for his mission on Apollo 14.",.ولد آلان شيبرد في 18 نوفمبر 1923، في نيو هامبشاير. حصل على درجة الماجستير من الكلية الحربية الوطنية عام 1957. اشتهر آلان شيبرد بمهمته على متن أبولو 14
"The 1956 film ""It's Great to Be Young"" has a runtime of 94 minutes. The music for the film was composed by Louis Levy. Cecil Parker starred in the production, and Max Benedict handled the editing.",".بلغت مدة عرض فيلم ""رائع أن تكون شابا"" لعام 1956، 94 دقيقة. وقد ألف موسيقى الفيلم لويس ليفي. وشارك في بطولة الفيلم سيسيل باركر، بينما تولى ماكس بنديكت مهمة المونتاج"
"Liselotte Grschebina was born on May 2, 1908, in Karlsruhe. She held Israeli nationality and passed away on June 14, 1994.",ولدت ليسلوت جريشيبينا في 2 مايو 1908 في كارلسروه. كانت تحمل الجنسية الإسرائيلية وتوفيت في 14 يونيو 1994.
"AlanB.MillerHall is a building designed by RobertA.M.Stern, with an address of ""101 Ukrop Way"" and a building start date of ""30 March 2007"". It is located in Virginia and was completed by 2009-06-01. Currently, the MasonSchoolofBusiness is its tenant.",".AlanB.MillerHall هو مبنى صممه RobertA.M.Stern، وعنوانه ""101 Ukrop Way"" وبدأ بناؤه في ""30 مارس 2007"". ويقع في فرجينيا وتم الانتهاء منه بحلول 1 يونيو 2009. حاليًا، MasonSchoolofBusiness هو مستأجره"
"The ""Mermaid (Train song)"" was written by the production team of ""Stargate"".","كتب فريق إنتاج ""ستارغيت"" أغنية ""حورية البحر (أغنية القطار)""."
"Jamie Lawrence is a music composer. He has composed the music for ""Death on a Factory Farm."" In his free time, Jamie is a football club member of Brentford F.C.",".جيمي لورانس هو ملحن موسيقي. لقد ألف الموسيقى لفيلم ""الموت في مزرعة مصنع"". وفي وقت فراغه، جيمي هو عضو في نادي برنتفورد لكرة القدم"
"The album ""Turn Me On"" by Let It Breed comes after ""Let It Breed"" in the sequence of their releases.","يأتي ألبوم ""تيرن مي أون"" لفرقة ""ليت إت بيد"" بعد ألبوم ""ليت إت بيد"" في تسلسل إصداراتهم."
"The 1956 film ""It's Great to Be Young"" stars John Mills and Cecil Parker, has a runtime of 94 minutes, is directed by Cyril Frankel, and features music composed by Louis Levy.",".فيلم ""رائع أن تكون شابا"" لعام 1956 من بطولة جون ميلز وسيسيل باركر، تبلغ مدته 94 دقيقة، من إخراج سايرل فرانكل، ويضم موسيقى من تأليف لويس ليفي"
"The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. To its southwest lies Frederick County, Maryland.",.يقع نصب مشاة ميسيسيبي الحادي عشر التذكاري في مقاطعة آدمز، بنسلفانيا. وإلى الجنوب الغربي منه تقع مقاطعة فريدريك، ميريلاند
"The 1956 film ""It's Great to Be Young"" was directed by Cyril Frankel and features cinematography by Gilbert Taylor. The runtime of the film is 94.0 minutes, and it grossed 282,838 dollars at the box office.",".أخرج سايرل فرانكل فيلم ""رائع أن تكون شابا"" عام 1956، وقام جيلبرت تايلور بتصويره. تبلغ مدة الفيلم 94.0 دقيقة، وحقق إيرادات بلغت 282838 دولارًا في شباك التذاكر"
Leni Robredo is the current leader of the Philippines.,.ليني روبيدو هي زعيمة الفلبين الحالية
"Alan Shepard, a United States citizen born on November 18, 1923, in New Hampshire, died on July 21, 1998, in California. He received the Distinguished Service Medal (United States Navy) as an award.",.آلان شيبارد، وهو مواطن أمريكي ولد في 18 نوفمبر 1923 في نيو هامبشاير، توفي في 21 يوليو 1998 في كاليفورنيا. وقد حصل على ميدالية الخدمة المتميزة (البحرية الأمريكية) كجائزة.
"CiudadAyala is a city with a population density of 1604 people per square kilometer. It operates under a council-manager government system, and its UTC time offset is -6 hours.",.تبلغ الكثافة السكانية لمدينة سيوداد أيالا 1604 نسمة لكل كيلومتر مربع. تعمل المدينة بنظام حكومة المجلس-المدير، ويبلغ فرق توقيتها عن التوقيت العالمي المنسق -6 ساعات
"The song ""Mermaid"" by Train, also known as ""Mermaid (Train song)"", has a runtime of 3.16 minutes and is categorized in the Reggae genre. It is preceded by the song ""This'll Be My Year"" and followed by ""Imagine"" by John Lennon.",".الأغنية ""حورية البحر"" لفرقة ""ترين""، والمعروفة أيضًا باسم ""حورية البحر (أغنية ترين)""، مدتها 3.16 دقيقة وتصنف ضمن فئة موسيقى الريغي. تسبقها أغنية ""هذا سيكون عامي"" وتليها أغنية ""تخيل"" لجون لينون"
"""HBO broadcasted the film 'Death on a Factory Farm,' which was produced by Sarah Teale, directed by Sarah Teale, and composed the music for it is Jamie Lawrence. The runtime for this production is 83 minutes.""",".بثت HBO فيلم ""الموت في مزرعة مصنع"" الذي أنتجته سارة تيل، وأخرجته سارة تيل، وألف موسيقاه جيمي لورانس. تبلغ مدة هذا الإنتاج 83 دقيقة"
Darinka Dentcheva is a citizen of the United States.,.دارينكا دنتشيفا هي مواطنة أمريكية
"Liselotte Grschebina was born in Karlsruhe and died in Petah Tikva, Israel, in 1994. She was an Arab citizen of Israel.",.ولدت ليسلوت جريشيبينا في كارلسروه وتوفيت في بتاح تكفا، إسرائيل، في عام 1994. كانت مواطنة عربية إسرائيلية
"The film ""Super Capers,"" directed by Ray Griggs, is distributed by Lionsgate and stars Tom Lister, Jr. It has a runtime of 98 minutes and grossed $30,955.",".الفيلم ""سوبر كايبرز""، من إخراج راي جريجوس، توزعه شركة ليونزغيت إنترتينمنت، ومن بطولة توم ليستر جونيور. تبلغ مدة الفيلم 98 دقيقة، وحقق إيرادات بلغت 30.955 دولارًا أمريكيًا"
"HBO, formerly known as The Green Channel, broadcasted the documentary ""Death on a Factory Farm.""",".بثت قناة إتش بي أو، التي كانت تُعرف سابقًا باسم القناة الخضراء، الوثائقي ""الموت في مزرعة مصنع"""
"Alan Jaggs is the editor of the film ""English Without Tears,"" and Anatole de Grunwald is both the producer and writer of the film.",".آلان جاغز هو محرر فيلم ""الإنجليزية بدون دموع""، وأناتول دي جراندفالد هو منتج الفيلم وكاتب السيناريو في نفس الوقت"
"Stavropolis, identified by the number 1147, was discovered on June 11, 1929. Its periapsis, or closest approach to its orbiting body, measures approximately 260,855,000,000 meters.",".ستافروبول، التي تم تحديدها بالرقم 1147، اكتُشفت في 11 يونيو 1929. ويقيس محيطه الأقصى، أو أقرب نقطة للجسم الذي يدور حوله، حوالي 260,855,000,000 متر"
"Bananaman, a character portrayed by Bill Oddie, has been broadcasted by the BBC in London.",.تم بث شخصية بانانامان، التي صورها بيل أودي، من قبل هيئة الإذاعة البريطانية في لندن
"Darinka Dentcheva is a stochastic programming expert. She earned her degree from Humboldt University. Currently, she resides in New Jersey.",.دارينكا دنتشيفا هي خبيرة في البرمجة الاحتمالية. حصلت على شهادتها من جامعة هومبولت. وتقيم حاليًا في نيوجيرسي
Bedford-Aerodrome is located in Bedford and identified by the ICAO code EGBF. It serves the nearby Bedford-Autodrome.,.يقع مطار بيدفورد-إيرودروم في بيدفورد وتحدده رمز منظمة الطيران المدني الدولي (إيكاو) EGBF. يخدم المطار حلبة بيدفورد-أوتودروم القريبة.
"Aaron Turner is a musician from Massachusetts, known for his work in the post-metal genre. He is most notably associated with the band Twilight. Turner plays the electric guitar in his musical performances.",.آرون تيرنر هو موسيقي من ماساتشوستس، معروف بعمله في نوع موسيقى ما بعد الميتال. وهو مرتبط بشكل ملحوظ بفرقة تويلايت. ويعزف تيرنر على الجيتار الكهربائي في عروضه الموسيقية
"Darinka Dentcheva was born on January 1, 1958, in the United States. She studied at Humboldt University and was influenced by Andrzej Piotr Ruszczynski.",ولدت دارينكا دنتشيفا في 1 يناير 1958، في الولايات المتحدة. درست في جامعة هومبولت وتأثرت بأندريج بيتر روتشينسكي.
Ciudad Ayala is a city located in Mexico with a population density of 61 people per square kilometer. The city observes both Pacific Daylight Time and Pacific Standard Time Zone.,.تقع مدينة سيوداد أيايلا في المكسيك، وتبلغ كثافتها السكانية 61 شخصًا لكل كيلومتر مربع. وتتبع المدينة منطقة زمنية مزدوجة، حيث تستخدم التوقيت الصيفي والقياسي لمنطقة المحيط الهادئ
AbrahamA.Ribicoff was born in the United States and died in the United States. He was married to CaseyRibicoff.,ولد أبراهام أ. ريبيكوف في الولايات المتحدة وتوفي فيها. كان متزوجًا من كيسي ريبيكوف.
"The album ""TurnMeOn"" by The Honeymoon Killers, a American band, runs for 35.1 minutes and falls under both the punk-blues and noise-rock genres. The band produced this album themselves.",".يبلغ طول ألبوم ""تيرن مي أون"" الذي أصدرته فرقة ""ذا هونيموون كيلرز"" الأمريكية 35.1 دقيقة، ويندرج تحت نوعي موسيقى البانك بلوز والنويز روك. وقد أنتجت الفرقة هذا الألبوم بنفسها"
"Adolfo Suárez Madrid-Barajas Airport is operated by ENAIRE and located in Alcobendas. The airport features a runway named ""18L/36R"" with a length of 3500.0 meters and an elevation of 610.0 meters above sea level.",".يتم تشغيل مطار أدولفو سواريز، مدريد-باراخاس بواسطة شركة إناير ويقع في الكوبنداس. ويضم المطار مدرجًا باسم ""18L/36R"" بطول 3500.0 مترًا وارتفاع 610.0 مترًا فوق مستوى سطح البحر."
The Acharya Institute of Technology is affiliated with Visvesvaraya Technological University and offers tennis as a sport. It is located in the city of Bangalore.,.تنتسب كلية أشاريا للتكنولوجيا إلى جامعة فيسفيشوارايا التكنولوجية وتوفر لعبة التنس كرياضة. تقع في مدينة بنغالور
"Mexico is a country where the currency is the Mexican peso. In Mexico, Bionico is a brand that produces a dessert course. One of the ingredients used in Bionico's desserts is raisin.",.المكسيك هي دولة عملتها البيزو المكسيكي. في المكسيك، بيونيكو هي علامة تجارية تنتج حلوى. أحد المكونات المستخدمة في حلويات بيونيكو هو الزبيب
"The University of Burgundy has approximately 16,800 undergraduate students.",يضمّ جامعة بورغندي حوالي 16800 طالبًا من طلاب البكالوريوس
"In the 2015 season of Brazil's Campeonato Brasileiro Série C league, Agremiação Sportiva Arapiraquense, based in Arapiraca, played their home games at Estádio Municipal Coaracy da Mata Fonseca. However, it was Vila Nova Futebol Clube who emerged as champions of the competition.",.خلال موسم 2015 من الدوري البرازيلي الدرجة الثالثة، لعب نادي أغريمياساو سبورتيفا أرابيراكوينزي، الذي يتخذ من أرابيراكا مقراً له، مبارياته على أرضه على ملعب إستاديو ميونيسيبال كواراسي دا ماتا فونسيكا. ومع ذلك، كان نادي فيلا نوفا فوتيبول كلوبي هو من توج بطلاً لتلك المنافسة.
Lady Anne Monson was born in the Kingdom of England in 1726 and was a botanist.,ولدت السيدة آن مونسون في مملكة إنجلترا عام 1726 وكانت عالمة نباتات.
"Liselotte Grschebina was born in Karlsruhe, which was part of the German Empire at the time, and later died in Israel, where she held citizenship.",.ولدت ليسلوت جريشيبينا في كارلسروه التي كانت جزءًا من الإمبراطورية الألمانية في ذلك الوقت، وتوفيت لاحقًا في إسرائيل، حيث كانت تحمل جنسيتها
"The University of Burgundy has a student population of 27,400.",يبلغ عدد الطلاب المسجلين في جامعة بورغندي 27400 طالب
"Buzz Aldrin, a renowned astronaut, retired from his career, but is best known for his participation in the historic Apollo 11 mission.",.تقاعد باز ألدرين، رائد الفضاء الشهير، من مسيرته المهنية، لكنه اشتهر بمشاركته في مهمة أبولو 11 التاريخية
GMANewMedia is a company that operates in the Mass Media and Entertainment industries. Their product offerings include Online Games and access to the World Wide Web.,.GMANewMedia هي شركة تعمل في مجال الإعلام الجماهيري وصناعة الترفيه. تشمل منتجاتها الألعاب عبر الإنترنت والوصول إلى World Wide Web
"The film ""SuperCapers,"" distributed by Lionsgate, stars Justin Whalin. The gross revenue for this production was 30,955 dollars.",".يضم فيلم ""سوبركابيرز"" الذي توزعه شركة ليونزغيت إنترتينمنت، النجم جستن ويلين. بلغ إجمالي إيرادات هذا الإنتاج 955 30 دولارًا"
"AleksandrPrudnikov was born on February 24, 1989. He began his football career in the youth system of FC Spartak Moscow. Currently, he plays for FC Spartak Moscow as a professional footballer.",ولد ألكسندر برودنيكوف في 24 فبراير 1989. بدأ مسيرته الكروية في نظام الشباب لنادي سبارتاك موسكو. حاليًا، يلعب مع نادي سبارتاك موسكو كلاعب كرة قدم محترف.
The Acharya Institute of Technology is located in Bangalore and is affiliated with the Visvesvaraya Technological University. Its president is B.M. Reddy.,.يقع معهد أشاريا للتكنولوجيا في بنغالور وهو تابع لجامعة فيسفيشوارايا التكنولوجية. ورئيسه هو ب. م. ريدي
"The Alan B. Miller Hall, located at ""101 Ukrop Way,"" was designed by Robert A. M. Stern and completed in June 2009. It is currently the home of the Mason School of Business in the United States.",".صمم روبرت آم ستيرن قاعة آلان بي ميلر، التي تقع في ""101 يكراب واي""، وتم الانتهاء منها في يونيو 2009. وهي حاليًا مقر مدرسة ماسون للأعمال في الولايات المتحدة"
"Nie Haisheng was born in Zaoyang, which is a part of Xiangyang. He completed a mission on Shenzhou10, which had the COSPAR identification number 2013-029A.",ولد ني هايشينج في زاویانج، والتي تعد جزءًا من شیانجيانج. وقد أكمل مهمة على متن المركبة شنتشو-10، والتي كان رقم تعريفها في كوسبار هو 2013-029A.
