Source,Translation
"Verona-Boscomantico is an operating organization based in Tynewydd, with its aircraft using the ICAO location identifier Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport, which is identified as ZKW.",.فيرونا-بوسكومانتيكو هي منظمة عاملة تتخذ من تاينيويد مقراً لها، وتستخدم طائراتها رمز موقع منظمة الطيران المدني الدولي (مطار إنجينيرو أيروناوتيكو أمبروسيو إل. في. تاراتيلا الدولي)، الذي يُعرف بالرمز ZKW
"Gianna Hablützel-Bürki, born in Saint Petersburg under the name Roald Dahl, passed away on October 3, 1983. She was known for her work in both ethnography and historical linguistics.",توفيت جيانا هابلويتزل-بيركي، التي ولدت في سانت بطرسبرغ تحت اسم روالد دال، في 3 أكتوبر 1983. كانت معروفة بعملها في كل من علم الأعراق البشرية واللغويات التاريخية.
"Cluster II is a film with a runtime of 1249.6 minutes, starring Denny Hulme, and directed by Alessandro Del Piero. The film grossed 11.5 units.",".فيلم ""كلاستر II"" مدته 1249.6 دقيقة، من بطولة ديني هولم، ومن إخراج أليساندرو ديل بييرو. وحقق الفيلم إيرادات بلغت 11.5 وحدة"
"JeanRacine was married to SteveBright. After JeanRacine's death, NadiaStyles became the successor. JeanRacine was born in the United States, which is home to the AzerbaijanisinGermany ethnic group.",تزوجت جين راسين من ستيف برايت. وبعد وفاة جين راسين، أصبحت ناديا ستايلز الخليفة. ولدت جين راسين في الولايات المتحدة، موطن المجموعة العرقية الأذربيجانية في ألمانيا.
"""The Song of the Sibyl"" is classified as a work of high-fantasy literature.",".يصنف ""أغنية سيبيل"" على أنه عمل من أدب الفانتازيا العالي"
"Újházi is a person who hails from Turkey, and they have a culinary interest in preparing the dish carbonade flamande.",.أوجهازي هو شخص من تركيا، ولديه اهتمام بالطهي في إعداد طبق الكربوناد الفلاماندي
Leo III the Syrian weighed 175.26 units and was born in Świnoujście.,.بلغ وزن ليو الثالث السوري 175.26 وحدة، وقد وُلد في شتيتن
"""Die Nacht der Seele, edited by Richard Steven Horvitz, was directed by Jari Puikkonen and has a runtime of approximately 4 hours and 319 minutes. Horvitz began his active years in the film industry in 1991.""","""ناش دي ناخت دير سيلي، الذي حرره ريتشارد ستيفن هورفيتز، أخرجه جاري بويكونين، ويبلغ طوله حوالي 4 ساعات و319 دقيقة. بدأ هورفيتز سنوات نشاطه في صناعة الأفلام عام 1991."""
"The asteroid 6685Boitsov, discovered on 1923-11-18, has a rotation period of 2900 and an orbital period of 282838.0. Its apoapsis is at a distance of 0004319, and its periapsis is at 11.5 units. The asteroid's epoch is set to 31July2016(JD2457600.5).",.تم اكتشاف الكويكب 6685 بويتسوف في 18-11-1923، وله فترة دوران 2900 وفترة مدارية 282838.0. يقع أوجه على بعد 0004319 وحدة فلكية، بينما يقع حضيضه عند 11.5 وحدة فلكية. تم تحديد حقبة الكويكب في 31 يوليو 2016 (JD2457600.5)
Abid Surti was born in Stockton and was part of the STS-31 mission.,ولد عابد سرتي في ستوكتون وكان جزءًا من بعثة STS-31.
San Francisco is located in Clare County.,تقع سان فرانسيسكو في مقاطعة كلير.
"The asteroid 3280Grétry has an orbital period of 27,400 days, an absolute magnitude of 35.0, was discovered on February 24, 1989, and has a periapsis of 1,249.6 kilometers. Its epoch is set to July 31, 2016 (JD2457600.5).",.يبلغ الفترة المدارية للكويكب 3280 غريتري 400 27 يومًا، و يبلغ قدرة المطلق 35.0، وقد اكتُشف في 24 فبراير 1989، و يبلغ حضيضه الشمسي 6 49.1249 كيلومترًا. تم تحديد حقبته في 31 يوليو 2016 (JD2457600.5)
"The Gregorio Luperón International Airport, located in Almanza, Mexico, is operated by the Air Navigation Services of the Czech Republic. The airport features a runway with a length of 54.56 meters, identified as ""09L/27R"". The Czech Republic's Air Navigation Services oversee operations in the city of Benifato, which is situated in Mexico.",".يقع مطار غريغوريو لوبيرون الدولي، في المانزا، المكسيك، وتديره خدمات الملاحة الجوية في جمهورية التشيك. ويضم المطار مدرجًا يبلغ طوله 54.56 مترًا، ويحمل الرمز ""09L/27R"". وتشرف خدمات الملاحة الجوية في جمهورية التشيك على العمليات في مدينة بينيفاتو، الواقعة في المكسيك"
"Gail Williams was born in Israel. She was previously married to Daniele Crespi, but later succeeded by Johann Jakob Kaup.",ولدت غيل وليامز في إسرائيل. كانت متزوجة سابقا من دانييلي كريسبي، ولكن لاحقًا خلفه يوهان جاكوب كوب.
The Škoda model Škoda645 started production in the year 1817 and has a body style of limousine.,بدأ إنتاج طراز سكودا سكودا 645 في عام 1817 وله طراز هيكل ليموزين.
"Union Pacific 6916 was built on Sarvapalli Radhakrishnan Road in Hessarghatta Main Road, Bangalore - 560090. It is equipped with a V10 engine and has a cylinder count of 17000. Its length is 185.0 centimeters.",تم بناء Union Pacific 6916 في طريق سارفيبالي راداكريشنان على الطريق الرئيسي هيسارجاتا، بنغالور - 560090. وهي مزودة بمحرك V10 ويبلغ عدد أسطواناته 17000. ويبلغ طولها 185.0 سم.
"Kate Bush was born in Turkey and was once married to Olga Bondareva. She spent her final days in Beijing. Kate Bush's birthplace, Turkey, is associated with the ethnic group of Mestizos in the United States. However, it's important to note that Kate Bush herself is not a Mestizo or of American nationality.",.ولدت كيت بوش في تركيا وكانت متزوجة من أولغا بونداريفا في السابق. قضت أيامها الأخيرة في بكين. مسقط رأس كيت بوش، تركيا، يرتبط بمجموعة الميستيزو العرقية في الولايات المتحدة. ومع ذلك، من المهم ملاحظة أن كيت بوش نفسها ليست من الميستيزو أو من الجنسية الأمريكية
"The University of Southern Brittany has approximately 10,252 students in total, with 1604 of them being undergraduates. There are around 230.05 members of staff at the university, and 1542 of its students are pursuing doctoral degrees.",يبلغ إجمالي عدد الطلاب في جامعة جنوب بريتاني حوالي 10252 طالبًا، منهم 1604 من طلاب البكالوريوس. يعمل في الجامعة حوالي 230.05 موظفًا، وهناك 1542 طالبًا يسعون للحصول على درجات الدكتوراه.
Hadrian passed away in Domžale.,توفي هادريان في دومجالي.
"The film ""Swept Away"" has an IMDB identifier of 35440400 and features Abou Diaby as both the writer and star. The Velvet Underground is listed as the producer, while The Progressive Motion Picture Company handles distribution.",".يحمل فيلم "" Swept Away"" معرف IMDb برقم 35440400، ويشارك فيه أبو ديابي بصفته كاتبًا وبطلًا. وتظهر شركة ""ذا فيلفيت أندرغراوند"" (The Velvet Underground) كمنتجة للفيلم، في حين تتولى شركة ""ذا بروجريسيف موشن بيكتشر"" (The Progressive Motion Picture) توزيعه"
"Ithaque is a musical work with genres of acid rock and music of Israel. It was produced by Therion and was released on May 2, 1908. The runtime of Ithaque is 10252. Ithaque precedes the musical work 100% No Modern Talking.",.إيثاك عمل موسيقي ينتمي إلى نوعي موسيقى الروك الحمضي والموسيقى الإسرائيلية. أنتجته فرقة ثيريون وتم إصداره في 2 مايو 1908. تبلغ مدة عرض إيثاك 10252. يسبق إيثاك العمل الموسيقي 100٪ نو مودرن توكينغ
"The musical band ""Cape cart"" is associated with the song ""Mermaid"" (Train song).",".ترتبط الفرقة الموسيقية ""كيب كارت"" بأغنية ""حورية البحر"" (أغنية القطار)."
The band NoFunatAll is known for creating music in the genre of microtonal music.,".تشتهر فرقة ""NoFunatAll"" بإنتاجها الموسيقي في نوع موسيقى الميكروتونال"
"Architect Monika Weber-Koszto designed Dælenenga Idrettspark. Currently, Audencia Business School is one of its tenants. The location of Dælenenga Idrettspark is Michigan.",صممت المهندسة المعمارية مونيكا ويبر-كوسزتو ملعب ديلينينجا الرياضي. حاليًا، تعد مدرسة أودنسيا للأعمال واحدة من المستأجرين. يقع ملعب ديلينينجا الرياضي في ميشيغان.
Bionico creates the dish variation called Pfirsichstein. This company is based in Israel.,تُعد شركة بيونيكو الإسرائيلية صاحبة ابتكار الطبق المُسمى بفيرسيششتاين.
"James Callaghan produced the album ""Words-""The Bee Gees""/VOL.II,"" which was followed by ""Where No Man Has Gone Before."" The album ""Words-""The Bee Gees""/VOL.II was also produced by JPM.","أنتج جيمس كالاهان الألبوم ""Words-""The Bee Gees""/VOL.II،"" الذي تلاه ""Where No Man Has Gone Before"". كما أنتج جي بي إم ألبوم ""Words-""The Bee Gees""/VOL.II""."
"Louis\IX\of\France was born in Thiruvithamkoor\Maharajyam and later in AFC\Hinksey, which is located in London. The grid reference for AFC\Hinksey is NZ289147.",ولد لويس التاسع ملك فرنسا في ثيروفيثامكور ماهاراجام ثم في أف سي هينكسي، الواقع في لندن. والإحداثيات الشبكية لأف سي هينكسي هي NZ289147.
"Bangabasi Morning College, established in 2000 and located in Bihar, is affiliated with Tatar State University of Humanities and Education. The college's chancellor is ""Ruth Ribicoff.""",".تأسست كلية بانجاباسي الصباحية، التي تأسست في عام 2000 وتقع في بيهار، وهي تابعة لجامعة تاتار الحكومية للعلوم الإنسانية والتربية. رئيس الجامعة هو ""روث ريبيكوف"""
"Basanti Devi College has campuses in Bangalore, India with the postal code 560090, and is also located in Los Angeles, United States.",.تضم كلية باسانتي ديفي حرمين جامعيين في بنغالور، الهند، والرمز البريدي لها هو 560090، وتقع أيضًا في لوس أنجلوس، الولايات المتحدة
"The Mittal Steel Company was founded in Butuan, Mozambique, and operates as a cooperative. Its foundation place is shared between Butuan and the counter-government of Mozambique.",تأسست شركة ميتال ستيل في بوتوان، موزمبيق، وتعمل كتعاونية. ويتشارك مكان تأسيسها بين بوتوان والحكومة المضادة في موزمبيق.
"The Apennins were released on February 18, 1776, and were followed by R.E.D.","صدر ألبوم ""ذا بينينز"" في 18 فبراير 1776، وأعقبه ألبوم ""آر.إي.دي.""."
The locomotive SouthernPacific4450 has a cylinder count of 17000 and was built by CageWarriors.,تبلغ سعة أسطوانات قاطرة SouthernPacific4450 17000 أسطوانة، وقد تم بناؤها بواسطة CageWarriors.
Pat Martino is a physicist with a focus on special relativity. He is known for his contributions to the Carter constant and the butterfly theorem. Pat Martino completed his doctoral studies under the guidance of The Unreasonable Effectiveness of Mathematics in the Natural Sciences. Martino was born in England and earned his degree from the University of Cambridge.,بات مارتينو هو فيزيائي يركز على النسبية الخاصة. وهو معروف بمساهماته في ثابت كارتر ونظرية الفراشة. أكمل بات مارتينو دراساته الدكتوراه تحت إشراف فعالية الرياضيات غير المعقولة في العلوم الطبيعية. ولد مارتينو في إنجلترا وحصل على شهادته من جامعة كامبريدج.
Marvin Martin is the spouse of Leonel Manzano.,مارفين مارتن هو زوج ليونيل مانزانو.
"The film ""Fugazi"" features Jean-Poldo d'Albenas as the star, with Rafael Nadal directing. The cinematography is by Juan Antonio Rios, and the film runs for a duration of 3.16 hours. The music composition is credited to Eric Abidal, and the script was written by Carl Junker. The film grossed 1095.0 dollars at the box office.",".يضم فيلم ""فوغازي"" جان بولدو دالبناس كنجم، مع إخراج رافائيل نادال. وكان مدير التصوير هو خوان أنطونيو ريوس، ويستمر الفيلم لمدة 3.16 ساعة. ويُنسب تأليف الموسيقى إلى إريك أبيدال، وكتب السيناريو كارل جونكر. وحقق الفيلم إيرادات بلغت 1095.0 دولارًا في شباك التذاكر"
"Agustín Sauto Arana was born in both the Democratic Republic of Georgia, which uses the Libyan pound as currency, and Karlsruhe, a city with an elevation of 89.0 meters above sea level.",ولد أغوستين ساوتو أرانا في جمهورية جورجيا الديمقراطية، التي تستخدم الجنيه الليبي كعملة، وفي مدينة كارلسروه التي يبلغ ارتفاعها 89.0 مترًا فوق مستوى سطح البحر.
The town of Świętochłowice is located in the Greenwich Mean Time time zone.,تقع بلدة سفينتوتشلويس في منطقة توقيت غرينتش.
"Reginita, identified as 1117Reginita, was discovered on July 28, 1944. Its rotation period is 83.0, and its periapsis measures 175.26.",.تم اكتشاف الكويكب ريجينيتا، المعروف باسم 1117 ريجينيتا، في 28 يوليو 1944. وتبلغ فترة دورانه 83.0، ويبلغ قياس نقطة الأوج الخاصة به 175.26
"The film ""Planet of the Apes"" has an IMDB rating of 11.5.","يحظى فيلم ""كوكب القردة"" بتقييم 11.5 على موقع IMDb"
The band MoidixMois preceded TheJacksons in the music industry. TheJacksons recorded their music in BibbCounty.,".سبقت فرقة ""مُويديكسمويس"" فرقة ""ذا جاكسونز"" في صناعة الموسيقى. وقام ""ذا جاكسونز"" بتسجيل موسيقاهم في مقاطعة بيب"
Valérie Barlois-Mevel-Leroux is the leader of Jalisco.,فاليري بارلويس-ميفيل-لورو هي زعيمة خاليسكو.
"Manuel Mondragón, a French citizen, is known for his expertise in stochastic programming. He has been influenced by William Shatner.",.مانويل مونداغون، وهو مواطن فرنسي، معروف بخبرته في البرمجة الاحتمالية. وقد تأثر بويليام شاتنر.
Romãs is a city with a population density of 8500 people per square kilometer and is located in the time zone of China. The current leader of Romãs is Virgil.,.تبلغ الكثافة السكانية لمدينة روماس 8500 شخص لكل كيلومتر مربع، وتقع في المنطقة الزمنية للصين. والقائد الحالي لروماس هو فيرجيل
"Palazzo Priuli-Manfrin, a building in Massachusetts' 200 Public Square, was designed by Roman Emperor Hadrian and constructed in 1923. Currently, Harvard Business School serves as its tenants, while East Carolina University holds ownership.",.تم تصميم مبنى بالازو بريولي مانفرين، الواقع في ميدان ماساتشوستس العام 200، من قبل الإمبراطور الروماني هادريان وتم تشييده في عام 1923. حاليًا، تستأجره كلية هارفارد للأعمال، في حين أن جامعة شرق كارولينا تمتلكه
"Bruce Willis was born in Zhaowen, Xian, and Hebei, China, despite his nationality being Israeli. He has participated in various missions, including Shenzhou 10 and Vostok 5.",.على الرغم من أن بروس ويليس ولد في زهاوين، شيان، وخبي، الصين، إلا أن جنسيته إسرائيلية. لقد شارك في بعثات مختلفة، بما في ذلك شنتشو 10 وفوستوك 5
The town of Kostanjevica na Krki has an area code assigned to it by the telecommunications company E-Vinyl.,.تم تعيين رمز منطقة لبلدة كوستانجيفيكا نا كركي من قبل شركة الاتصالات E-Vinyl
"Emperor Dezong of Tang undertook two missions, Shenzhou 10 and Mercury-Atlas 8. He was born in Hongnong County. Hongnong County is a part of both Shandong and Lüliang provinces.",.قام الإمبراطور ديزونج من تانغ بمهمتين، شينتشو 10 وميركوري-أطلس 8. ولد في مقاطعة هونجونج. مقاطعة هونجونج هي جزء من مقاطعتي شاندونج ولوليانج
GordianII is known for his work in the field of general relativity.,.غورديان الثاني معروف بعمله في مجال النسبية العامة
"Rudimental, the artist, released a live album titled ""LechKaczyński"" with a runtime of 16800 seconds (4 hours and 45 minutes). This album was preceded by another release from the group Auch.","أصدر الفنان روديمينتال ألبومًا مباشرًا بعنوان ""ليش كازينسكي"" مدته 16800 ثانية (4 ساعات و 45 دقيقة). وقد سبق هذا الألبوم إصدار آخر من مجموعة أوش."
"Michael Shaw was born in Saint Petersburg and studied at Incheon National University. He is best known for his contribution to the field of physics, specifically for the discovery of the Ehrenfest theorem. Michael Shaw passed away on January 1, 1989.",ولد مايكل شو في سانت بطرسبرغ ودرس في جامعة إنتشون الوطنية. وهو معروف جيداً لمساهمته في مجال الفيزياء، وتحديداً لاكتشافه مُتَطَوِّرَة إهرنفست. توفي مايكل شو في 1 يناير 1989.
"The Zeltinger Band is an artist known for performing popular music, with Galileo Galilei being a notable figure associated with the group.",فرقة زيلتينجر هي فرقة موسيقية معروفة بأدائها للموسيقى الشعبية، ويعد جاليليو جاليلي شخصية بارزة مرتبطة بالمجموعة.
"Coluche was born in the Tsardom of Russia in the year 1682. The Tsardom of Russia dissolved in 1682. FC Bayern Munich, where Coluche was later born, has the grid reference NZ289147. Coluche holds the nationality of the Tsardom of Russia.",ولد كولوش في القيصرية الروسية في عام 1682. تم حل الإمبراطورية الروسية في عام 1682. يقع نادي بايرن ميونخ لكرة القدم، حيث ولد كولوش لاحقًا، على شبكة الإحداثيات NZ289147. يحمل كولوش جنسية الإمبراطورية الروسية.
"Wolfgang Schäuble is a renowned figure in the field of Fock–Lorentz symmetry. He is known for his contributions to the study of the Carter constant and Stewart's theorem. Schäuble earned his doctoral degree under the guidance of Thechemicalbasisofmorphogenesis. He was born on April 27, 1937.",.وولفغانغ شويبله هو شخصية بارزة في مجال تناظر فوك-لورنتز. وهو معروف بمساهماته في دراسة ثابت كارتر و مبرهنة ستيوارت. حصل شويبله على درجة الدكتوراه تحت إشراف الأساس الكيميائي لتكوين الأشكال والأعضاء. ولد في 27 أبريل 1937
"The film ""What Ever Happened to Baby Jane?"" is distributed by Feature Productions.",".تم توزيع فيلم ""ماذا حدث لبيبي جين؟"" من قبل شركة فيتشر برودكشنز"
The Stakleni Hotel is associated with the music genre of acid rock. Acid rock is a subgenre of music classified as intuitive music.,.يرتبط فندق ستاكلينجي بنوع موسيقى الروك الحمضي. الروك الحمضي هو نوع فرعي من الموسيقى المصنفة على أنها موسيقى حدسية
Steffen Wöller was born in West Didsbury and Chorlton A.F.C.,ولد شتيفن فولر في ويست ديدسبري وكورلتون أف سي
"A concerto is a musical composition that falls under the subgenre of anthems. An anthem is a type of musical composition characterized by its grandeur and inspiring nature, and a concerto, as a subgenre of this category, shares these qualities.",.الكونشرتو قطعة موسيقية تندرج تحت النوع الفرعي للنشيد الوطني. والنشيد الوطني هو نوع من التأليف الموسيقي الذي يتميز بعظمته وطبيعته الملهمة، والكونشرتو، باعتباره نوعًا فرعيًا من هذه الفئة، يشارك هذه الخصائص
"São Domingos is a city located in Jalisco, Mexico, with a population density of 610 people per square kilometer. Its leader is Gail Williams, and it is a British city with an elevation of 3.16 meters above sea level and a time zone of UTC+03:00.",.تقع مدينة ساو دومينغوس في خاليسكو، المكسيك، وتبلغ كثافة سكانها 610 شخصًا لكل كيلومتر مربع. ويقودها غيل ويليامز، وهي مدينة بريطانية تقع على ارتفاع 3.16 متر فوق مستوى سطح البحر وتوقيت زمني UTC+03:00
"The film ""Veteranz 'Day"" has a runtime of 1249.6 minutes and is directed by Ram. The music for the film is composed by Édith Piaf, and the script was written by Jean I Grand-Duke of Luxembourg.","يبلغ طول فيلم ""يوم المحاربين القدامى"" 1249.6 دقيقة، وهو من إخراج رام. ألفت الموسيقى التصويرية للفيلم إديث بياف، وكتب السيناريو جان الأول دوق لوكسمبورغ."
"The film ""Back to Stay"" features Ichiro Suzuki and Leonard Nimoy as stars, is edited at the School of Applied Arts in Stuttgart, is in the English language, and has a runtime of 230.05 minutes. The distributor for this production is FilmiVäst.",".يضم فيلم ""العودة للبقاء"" النجمين إيتشيرو سوزوكي وليونارد نيموي، وقد تم تحريره في مدرسة الفنون التطبيقية في شتوتغارت، وهو باللغة الإنجليزية، وتبلغ مدته 230.05 دقيقة. الموزع لهذا الإنتاج هو فيلميفيست"
The University of Rouen has approximately 54.56 undergraduate students and 1249.6 staff members. Its campus is located in Quimper.,يضم جامعة روان حوالي 54.56 طالبًا جامعيًا و1249.6 من أعضاء هيئة التدريس. ويقع حرمها الجامعي في كويمبر.
The Delta Valley and Southern 50 model was built by Ruth Ribicoff and is equipped with a three-cylinder engine. Its length is 185.0 centimeters.,تم بناء نموذج دلتا فالي وساوثرن 50 من قبل روث ريبيكوف وهو مزود بمحرك أسطوانات. يبلغ طوله 185.0 سم.
"Social Distortion is the artist and producer of the album ""Tears on Tape,"" which has a runtime of 1147.0 seconds and falls under the genre of intuitive music. The album was released under the Warner Music Group record label and was preceded by Duran Duran in the music catalog.",".فرقة ""سوشال ديستورشن"" هي فنان ومنتج ألبوم ""تيرز أون تاب"" الذي تبلغ مدته 1147.0 ثانية ويندرج تحت نوع الموسيقى الحدسية. صدر الألبوم تحت شركة ""وارنر ميوزيك جروب"" للتسجيلات، وكان ألبوم ""دوران دوران"" يسبقه في كتالوج الموسيقى."
"The song ""SongtotheSun"" was produced by DoRoProductions, edited by T-killah, and composed by BahmanGhobadi.","تم إنتاج أغنية ""SongtotheSun"" بواسطة DoRoProductions، وتحريرها بواسطة T-killah، وتأليفها بواسطة بهمان غوبادي."
"Gerd Kanter is a linguist and scholar with a background in Latino studies. He earned his degree from Information and Communications University, and was born in Saint Petersburg.",جيرد كانتر هو لغوي وباحث ذو خلفية في الدراسات اللاتينية. حصل على شهادته من جامعة المعلومات والاتصالات، وقد وُلد في سانت بطرسبرغ.
"The University of Technology of Troyes has approximately 1095 undergraduate students, 1513 doctoral students, and a total student population of around 387.63. The university employs a staff of over 282838 individuals. The University of Technology of Troyes is located in the city and campus of Blanot.",يضم جامعة تكنولوجيا تروا حوالي 1095 طالبًا جامعيًا و1513 طالب دكتوراه، ويبلغ إجمالي عدد الطلاب حوالي 387.63 طالبًا. و توظف الجامعة ما يزيد عن 282838 فردًا. وتقع جامعة تكنولوجيا تروا في مدينة بلانوت وحرمها الجامعي.
"Boston is a city that has been succeeded by Bentley. This means that Bentley is the new entity that has taken over the role or functions previously held by Boston. However, it's important to note that without additional context, it's unclear what exactly is being referred to when we say ""succeeded"" - it could be a political succession, a business takeover, or some other type of transition.",".بوسطن هي مدينة خلفتها بنتلي. وهذا يعني أن بنتلي هي الكيان الجديد الذي تولى الدور أو الوظائف التي كانت تضطلع بها بوسطن سابقًا. ومع ذلك، من المهم ملاحظة أنه بدون سياق إضافي، ليس من الواضح بالضبط ما هو المقصود بـ ""خلف"" - فقد يكون خلافة سياسية، أو استيلاء على الأعمال، أو نوعًا آخر من الانتقال."
"The song ""Mermaid (Train song)"" by an unknown artist is classified as Tejano music. It is produced by the Espionage production team and follows Bright/Kauffman/Crane Productions. The song is part of the album ""(An Imitation) Blood Orange"" and is available in audio streaming format.",".يصنف أغنية ""حورية البحر (أغنية القطار)"" التي أداها فنان مجهول الهوية على أنها موسيقى تيخانو. وهي من إنتاج فريق إنتاج إسبيوناج وتتبع إنتاجات برايت / كوفمان / كرين. الأغنية جزء من الألبوم ""(محاكاة) بلود أورانج"" وهي متاحة بتنسيق البث الصوتي"
"LoringChristie is a deathcore genre musician originally from Mexico. Active since the year 1589, LoringChristie is also associated with the musical group morning.",.لورينغكريستي هو موسيقي من نوع ديثكور من المكسيك في الأصل. نشط منذ عام 1589، ويرتبط لورينغكريستي أيضًا بالفرقة الموسيقية مورنينغ
Miles Franklin was born in England and is known for her contribution to Godwin's law.,.ولدت مايلز فرانكلين في إنجلترا وهي معروفة بمساهمتها في قانون جودوين
All3Media was founded in 1958.,تأسست شركة أول3ميديا في عام 1958.
"Vreni Schneider was born in Shanyin Xian, a place with a UTC offset of 1249.6 hours. Schneider is a military officer.",.ولدت فريني شنايدر في شانيين شيان، وهو مكان يبلغ فرق توقيت العالمي المنسق فيه 1249.6 ساعة. شنايدر ضابط عسكري
"The Venus of Dolní Věstonice was established in the year 2000 and is located in Pitkin County. Pitkin County is situated to the southwest of Howard County and to the southeast of Carroll County, Maryland. The Venus of Dolní Věstonice is categorized as a Contributing Property. To its north lies Cumberland County, Pennsylvania. The Venus of Dolní Věstonice hails from Israel.",.تم تأسيس فينوس دولني فيستونيس في عام 2000 ويقع في مقاطعة بيتكين. تقع مقاطعة بيتكين في الجنوب الغربي من مقاطعة هاورد وفي الجنوب الشرقي من مقاطعة كارول، ميريلاند. يتم تصنيف فينوس دولني فيستونيس على أنه ملكية مساهمة. تقع مقاطعة كومبرلاند، بنسلفانيا، إلى الشمال منها. وينحدر فينوس دولني فيستونيس من إسرائيل
"The asteroid 1119 Euboea, discovered by Kévin Olimpa on January 1, 1942, has an orbital period of 1095 days and an apoapsis of 354.4 million kilometers. Its absolute magnitude is 10.25, and its periapsis is 11.5 kilometers.",.اكتشف كيفن أوليمبا الكويكب 1119 يوبيا في الأول من يناير عام 1942، ولديه فترة مدارية تبلغ 1095 يومًا ونقطة الأوج تبلغ 354.4 مليون كيلومتر. يبلغ قدره المطلق 10.25، ونقطة الحضيض له هي 11.5 كيلومتر
"The Raboče-Krest'janskijKrasnyjvozdušnyjflot operates the CFBGooseBay airport, which has a runway named ""14L/32R"".","يشغل أسطول العمال والفلاحين الأحمر للطيران مطار قاعدة القوات الكندية غوس باي، والذي يحتوي على مدرج باسم ""14L/32R""."
"Melissa Fahn was born on April 6, 1955, and her weight is 1777539 units.",ولدت ميليسا فاهن في 6 أبريل 1955، ويزن وزنها 1777539 وحدة.
"Fuerte Esperanza is a population dense area with a population density of 94.0, located in the Mexican state of Jalisco, which is part of the United States with a total area of 2900 square units. However, it's important to note that Jalisco is actually a state in Mexico, not in the United States. Therefore, the correct summary would be: Fuerte Esperanza is a population dense area with a population density of 94.0, located in the Mexican state of Jalisco, which has a total area of 2900 square units.",.فويرتي إسبيرانزا هي منطقة ذات كثافة سكانية عالية تبلغ 94.0، وتقع في ولاية خاليسكو المكسيكية، والتي تعد جزءًا من الولايات المتحدة بمساحة إجمالية تبلغ 2900 وحدة مربعة. ومع ذلك، من المهم ملاحظة أن خاليسكو هي في الواقع ولاية في المكسيك، وليست في الولايات المتحدة. وبالتالي، سيكون الملخص الصحيح كما يلي: فويرتي إسبيرانزا هي منطقة ذات كثافة سكانية عالية تبلغ 94.0، وتقع في ولاية خاليسكو المكسيكية، والتي تبلغ مساحتها الإجمالية 2900 وحدة مربعة
"Seattleites are the demonym for people from Little Tartary. However, it's important to note that Little Tartary is not a widely recognized geographical term. It's possible that there might be a misunderstanding or error in the given triple. If Little Tartary refers to a specific place, please provide more context or clarification for an accurate summary.","سياتلييتس هو اسم سكان ليتل تارتاري. ومع ذلك، من المهم ملاحظة أن ""ليتل تارتاري"" ليس مصطلحًا جغرافيًا شائع الاستخدام. من الممكن أن يكون هناك سوء فهم أو خطأ في الثلاثي المعطى. إذا كانت ""ليتل تارتاري"" تشير إلى مكان محدد، يرجى تقديم المزيد من السياق أو التوضيح للحصول على ملخص دقيق."
"Dolmen New Millennium was established in the year 2000 and is located in Cheyenne County, New Jersey.",تم تأسيس دولمين نيو ميلينيوم في عام 2000 ويقع في مقاطعة شايان، نيو جيرسي.
The population of Magueija is approximately 387.63.,يبلغ عدد سكان ماجويجا حوالي 387.63.
"Amitabh Bachchan composed the music for the film ""Black BoxBRD"", Gary Gygax produced it, and Macrinus served as its director.","قام أميتاب باتشان بتأليف الموسيقى لفيلم ""بلاك بوكس بي آر دي""، وأنتجه غاري جيجاكس، وأخرجه ماكرينوس."
"King Khalid International Airport, located in Ballyhornan, has a runway length of 17,000 feet (approximately 5,182 meters) and an elevation above sea level of 16,800 feet (5,118 meters). Its ICAO location identifier is Moi International Airport.",.مطار الملك خالد الدولي، الذي يقع في بليهورنان، يبلغ طول مدرجه 17000 قدم (5182 مترًا تقريبًا) وارتفاعه عن مستوى البحر 16800 قدم (5118 مترًا). رمز منظمة الطيران المدني الدولي الخاص به هو مطار موي الدولي
Là-bas is a genre of music classified as downtempo.,.لا-باس هو نوع من الموسيقى يصنف على أنه موسيقى دونتيمبو
"The song ""Mermaid"" by Train was preceded by ""Dr. G. P. Prabhukumar"" in some music sequence or playlist.",".سبقت أغنية ""حورية البحر"" لفرقة ""ترين"" أغنية ""الدكتور ج. ب. برابهوكومار"" في بعض التسلسلات أو قوائم التشغيل الموسيقية"
"The triple ""LumièreUniversityLyon2 staff 0004319"" implies that the individual identified by the number ""0004319"" is a staff member at Lumière University of Lyon 2.","تعني الثلاثية ""LumièreUniversityLyon2 staff 0004319"" أن الفرد الذي تم تحديده بالرقم ""0004319"" هو عضو هيئة تدريس في جامعة لوميير ليون 2."
"Flamurtari Vlorë is a member of the EFL Championship league, and they have a membership count of approximately 175.26.",.نادي فلامورتاري فلور عضو في دوري البطولة الإنجليزية، ويبلغ عدد أعضائه حوالي 175.26
"Sardar Vallabhbhai Patel International Airport is located in Llanfairpwllgwyngyll, identified by the ICAO location identifier MallacootaAirport.",.مطار سردار فالابهبهاي باتيل الدولي يقع في لانفايربويلغوينغيل، ويتم تحديده بواسطة رمز موقع إيكاو لمطار مولاكووتا
"Manfred Gerlach is an archdeacon and was once married to Diana, Princess of Wales.",كان مانفريد غيرلاخ قسيسًا وأحد أفراد رجال الدين، وكان متزوجًا في السابق من ديانا، أميرة ويلز.
