Source,Translation
Manfred Gerlach is a professional elevator operator.,만프레드 게를라치는 전문 엘리베이터 운영자입니다.
The NewCollegeoftheHumanities is affiliated with the MedicalUniversityofŁódź and is located in LosAngeles. It was established in the year 2000.,뉴칼리지오브더휴머니티즈는 우치 의과대학과 제휴하여 로스앤젤레스에 위치해 있습니다. 이 대학은 2000년에 설립되었습니다.
Rosetta is a studio album that is preceded by Caribbean Sunset and followed by object-orientation.,"로제타는 카리브해의 일몰에 앞서 발매된 스튜디오 앨범이며, 객체 지향적으로 이어집니다."
"Giovanni Boccaccio, the renowned Italian author, passed away in the Philippines, a country with a population density of approximately 94 people per square kilometer.",위대한 이탈리아 작가인 조반니 보카치오는 인구밀도가 1제곱킬로미터당 약 94명인 필리핀에서 사망했습니다.
The population of the Republic of Turkey is approximately 2900 people.,터키 공화국의 인구는 약 2900명입니다.
"Neil Armstrong was born on April 15, 1986, in SouthamptonF.C. He passed away on January 1, 1958.","닐 암스트롱은 1930년 8월 5일에 태어났으며, 2012년 8월 25일에 사망했습니다."
"The celestial body identified as 1111Reinmuthia has an orbital period of 9400 units and a rotation period of approximately 610.0 Earth units. It was discovered by AmitabhBachchan, who passed away on November 18, 1923.",1111 레인뮈시아로 알려진 천체의 공전 주기는 9400 단위이고 자전 주기는 약 610.0 지구 단위입니다. 이 행성은 1923년 11월 18일에 사망한 아마르 티브 바찬에 의해 발견되었습니다.
The American Dream album belongs to the folk-rock genre and was preceded by The Wedding Present in terms of release order. It is published under the record label Ill-Will Records.,아메리칸 드림 앨범은 포크 록 장르에 속하며 발매 순서상 더 웨딩 프레젠트 앨범이 앞서 나왔습니다. 이 앨범은 일-윌 레코드(Ill-Will Records)라는 레코드 레이블에서 발매되었습니다.
"Kelly Smith is the leader of Parada de Ester, a group based in the United States.",켈리 스미스는 미국에 본부를 둔 파라다 데 에스터라는 그룹의 리더입니다.
"Aëtius of Antioch was born in Rzeszów and stands at a height of 3500.0. or Born in Rzeszów, Aëtius of Antioch measures a height of 3500.0.","반야쿠폴의 아에티우스는 르제스조우에서 태어났으며, 그의 키는 3500.0입니다. 또는, 르제스조우에서 태어난 반야쿠폴의 아에티우스 키는 3500.0입니다."
Lieutenant Pigeon preceded The Second Stage Turbine Blade in some context. The Second Stage Turbine Blade has been released under two record labels: Skam Records and Voices Music and Entertainment. The recording location for The Second Stage Turbine Blade is Georgetown.,라이튼트 피전은 일부 맥락에서 '세컨드 스테이지 터빈 블레이드'보다 먼저 나왔습니다. '세컨드 스테이지 터빈 블레이드'는 스카姆 레코드(Skam Records)와 보이스 뮤직 앤 엔터테인먼트(Voices Music and Entertainment)라는 두 개의 레코드 레이블에서 발매되었습니다. '세컨드 스테이지 터빈 블레이드'의 녹음 장소는 조지타운입니다.
"Ptolemy X Alexander I was born in 1942 and resides in Lubumbashi, which has two time zones: UTC+01:30 and UTC±00:00. However, it's important to note that Ptolemy X Alexander I is not a Mexican citizen.",프톨레마이오스 10세 알렉산더 1세는 1942년에 태어났습니다. 그는 두 개의 시간대(UTC+01:30 및 UTC±00:00)를 가진 루붐바시에서 살고 있습니다. 하지만 프톨레마이오스 10세 알렉산더 1세가 멕시코 시민이 아니라는 점은 주목할 만합니다.
Marie Poussepin is a producer of ancient music known as ZK.,마리 푸스팽은 ZK라는 이름으로 고대 음악을 제작하는 작곡가입니다.
"The film ""Love Among the Ruins"" had two producers: Friedrich Ebert and Edgar Allan Poe, and was directed by both of them as well.","프리드리히 에버트와 에드거 앨런 포가 제작하고 감독한 영화 ""사랑의 폐허 속에서"""
"The Finnish band Skálmöld is produced by Juha-Matti Ruuskanen. Their runtime is 27,400, which is equivalent to approximately 7 hours and 39 minutes. Skálmöld's music falls under the genre of popular music. They precede Swizz Beatz Presents G.H.E.T.T.O. Stories in the music lineup.","핀란드 밴드 스캘몰드는 유하-마티 루스카넨이 프로듀싱했습니다. 그들의 공연 시간은 27,400초, 즉 약 7시간 39분에 해당합니다. 스캘몰드의 음악은 대중음악 장르에 속하며, 그들의 음악 목록은 스웹 비츠 프레젠트 게토 스토리즈(Swizz Beatz Presents G.H.E.T.T.O. Stories) 이전에 나왔습니다."
"Union Pacific in 1982 produced a total of 1458 units, each with a length of 185.0 centimeters.",1982년 유니온 퍼시픽은 각각 길이가 185.0cm인 1458개의 객차를 생산했습니다.
"Lance Armstrong resides in Mexico, where Birol Ünel serves as the leader.",한국에서 활동하는 독일인 배우 비롤 위넬이 리더로 있는 극단에서 랜스 암스트롱이 연기하고 있습니다.
"Decius was born in North Ferriby United A.F.C., which is located in the United States, but there is also information that Decius was born in North German Confederation.","데시우스는 미국에 위치한 노스 페리비 유나이티드 A.F.C.에서 태어났지만, 데시우스가 북독일 연맹에서 태어났다는 정보도 있습니다."
"The Venus of Tan-Tan is located in Mineral County, specifically in the municipality of Armagh. Mineral County is situated to the southeast of Carroll County, Maryland, and to the north of Cumberland County, Pennsylvania. The Venus of Tan-Tan is categorized as a contributing property.","탄탄의 비너스는 미네랄 카운티, 구체적으로는 암스트롱 시에서 발견되었습니다. 미네랄 카운티는 메릴랜드주 캐롤 카운티의 남동쪽, 펜실베니아주 컴벌랜드 카운티의 북쪽에 위치하고 있습니다. 탄탄의 비너스는 기여 부지로 분류됩니다."
"Louis Pasteur was not a Spanish national; he was a French microbiologist renowned for his contributions to the field of science, particularly in the areas of vaccines and pasteurization. He did not participate in the Shenzhou 10 mission, which was a manned spaceflight mission conducted by China in 2013.","루이 파스퇴르는 스페인 국민이 아니었습니다. 그는 백신과 파스퇴르화 분야를 포함한 과학 분야, 특히 과학 분야에 기여한 것으로 유명한 프랑스 미생물학자였습니다. 그는 2013년 중국이 실시한 유인 우주 비행 미션인 선저우 10호에 참여하지 않았습니다."
"""OurVeryOwn"" is a film with a runtime of 1095.0 minutes, and ""TonyGarnier"" is its director.","""OurVeryOwn""은 1095.0분의 상영 시간을 가진 영화이며, ""TonyGarnier""가 감독을 맡았습니다."
Charles Darwin is identified by the IMDb with the imdbId number 3500.0.,찰스 다윈은 IMDb에서 imdbId 번호 3500.0으로 식별됩니다.
"Erich Honecker was the leader of Broomfield. (Note: There seems to be a mistake in the input triples as Broomfield is a city in Colorado, USA, and Erich Honecker was the former East German leader.)",에리히 호네커는 브룸필드의 지도자였습니다.
"The Université de Versailles Saint-Quentin-en-Yvelines has approximately 17,000 undergraduate students, 1095 staff members, and a total student population of around 29,000. It is located at the Censerey campus and has 1,007 doctoral students. Contrary to the given information, the university is actually located in France, not in the Philippines.","베르사유 생 퀜틴 엉 이블린 대학교는 학부생 약 17,000명, 교직원 1095명, 총 학생 수 약 29,000명으로 구성됩니다. 이 대학은 센세레이 캠퍼스에 위치해 있으며 박사과정 학생은 1,007명입니다. 제공된 정보와는 달리, 이 대학은 필리핀이 아니라 프랑스에 위치해 있습니다."
"The film ""Skřítek"" was produced and co-written by DragotinKette in 2009. The cinematography was handled by GordianII, and DragotinKette and GiovanniGronchi shared the writing credits. The runtime for this production is 151,000,000 milliseconds, which is equivalent to approximately 4 hours and 51 minutes.","드라고틴 케테가 제작하고 공동 각본을 쓴 영화 ""스크리트""는 2009년에 제작되었습니다. 촬영은 고르디아누스 2세가 맡았고, 케테와 조반니 그론치가 각본을 썼습니다. 이 영화의 상영 시간은 1억 5,100만 밀리초, 즉 약 4시간 51분입니다."
"Between Here and Lost precedes Not That Far Away, and Not That Far Away is followed by 2NE1's 2nd Mini Album.","Between Here and Lost와 Not That Far Away의 순서는 전자가 앞서고, 후자는 2NE1의 2번째 미니 앨범으로 이어집니다."
"Weld County, located in Pennsylvania, has borders with Franklin County to the west, Carroll County in Maryland to the southeast, and Cumberland County to the north. In this county, there is a contributing property named Amiable Child Monument, which was established in the year 2000. The monument is located within Weld County and falls under the category of contributing properties. Despite being in the United States, the country of origin for this monument is the People's Republic of China.","펜실베니아에 위치한 웰드 카운티는 서쪽으로 프랭클린 카운티, 남동쪽으로 메릴랜드의 캐롤 카운티, 북쪽으로 컴벌랜드 카운티와 접해 있습니다. 이 카운티에는 2000년에 설립된 아미아블 차일드 기념물이라는 기여 재산이 있습니다. 이 기념물은 웰드 카운티 내에 위치하고 기여 재산의 범주에 속합니다. 이 기념물은 미국에 위치하고 있지만, 그 기원은 중화인민공화국입니다."
"Bedford College is located in Research-Intensive Clusters, a city in India, and is affiliated with Fuller Theological Seminary. The college is part of the Alliance Films Corporation campus and is directed by Steve Bright. It was granted the technical campus status by Tara, and Theodor Mommsen founded the Research-Intensive Clusters.","베드포드 칼리지는 인도의 연구 집중 클러스터에 위치하고 풀러 신학교와 제휴하고 있습니다. 이 칼리지는 얼라이언스 필름스 코퍼레이션 캠퍼스의 일부이며 스티브 브라이트에 의해 운영됩니다. 타라로부터 기술 캠퍼스 지위를 부여받았고, 테오도어 몸젠이 연구 집중 클러스터를 설립했습니다."
"Witton Albion FC, with the nickname ""This'll Be My Year,"" is a football club located at Örjans Vall in Águas Lindas de Goiás, United States, which is also the name of their ground. They are a member of the Torneo Argentino A league in Argentina, where they competed alongside teams such as Carlton Town FC, who were the champions of the tournament. The club has approximately 610 members.","위튼 알비온 FC는 ""This'll Be My Year""라는 별칭을 가진 축구 클럽으로, 미국 아과스 린다스 데 고이아스에 있는 외르얀스 발에 위치해 있으며 경기장 이름도 같은 이름입니다. 그들은 아르헨티나의 토르네오 아르헨티노 A 리그 소속이며, 리그에서 우승한 칼턴 타운 FC를 포함한 여러 팀들과 경쟁했습니다. 이 클럽에는 약 610명의 회원이 있습니다."
Katrina Kaif is a genre of maxixe and has been associated with the musical artist Balbinus as part of a band.,"카트리나 카이프는 막시제의 한 종류이며, 음악가 발비누스와 함께 밴드의 일원이었습니다."
"Aníbal Zañartu was born on June 14, 1994, in KAA Gent. He later resided in Lower Alsace. Sadly, Zañartu passed away on June 1, 2009.","아니발 사냐르투는 1994년 6월 14일 KAA 헨트에서 태어났습니다. 그는 나중에 로워 알자스 지역에 거주했습니다. 불행하게도, 사냐르투는 2009년 6월 1일에 사망했습니다."
"Linda Lovelace currently plays club football for FC Dinamo Moscow. She was born on January 1, 1726, and previously played youth football for Lutterworth Athletic F.C.","린다 러브레이스는 현재 FC 디나모 모스크바에서 클럽 축구 선수로 뛰고 있습니다. 그녀는 1726년 1월 1일에 태어났으며, 이전에 루터워스 애슬레틱 F.C.에서 유소년 축구 선수로 활동했습니다."
Rainsville is a part of the state of California.,레인스빌은 캘리포니아 주의 일부입니다.
"Bruce Matthews was founded in 1944 and currently employs approximately 106,000 people. The company specializes in the production of kinematic chains within the paper industry.","브루스 매튜즈는 1944년에 설립되었으며, 현재 약 106,000명의 직원을 고용하고 있습니다. 이 회사는 제지업에서 운동 사슬 생산을 전문으로 합니다."
"The song ""Mermaid (Train)"" by Mermaid is produced by Espionage (production team) and belongs to the genre of air de cour. It has a runtime of 1147.0 seconds and has been released under both ECMRecords and FederalRecords labels. The song is followed by another work titled ""Algefa.""","인어에 의한 노래 ""Mermaid (Train)""는 Espionage (제작 팀)에 의해 제작되었으며 에어 드 쿠르 장르에 속합니다. 이 곡은 1147초 동안 재생되며 ECMRecords 및 FederalRecords 레이블로 모두 발매되었습니다. 이 노래는 ""Algefa""라는 제목의 다음 작품으로 이어집니다."
"The song ""Mermaid (Train song)"" by Leonard B. Jordan is featured in the film ""Relevant Film."" The production team behind this song is Espionage (production team). The album where this song can be found is called ""Between Here and Lost."" This song follows a business model of subscription.","레오나르드 B. 조던의 ""인어(기차 노래)""는 ""관련 영화""라는 영화에 수록되었습니다. 이 노래의 제작팀은 에스피오나지(Espionage)입니다. 이 노래를 수록한 앨범의 이름은 ""Here와 Lost 사이""입니다. 이 노래는 구독 비즈니스 모델을 따릅니다."
"The producer of the film ""Dr. G.P. Prabhakumar"" is Stranger.","영화 ""Dr. G.P. 프라바쿠마르""의 제작자는 스트레인저입니다."
"Bahrain International Airport, located in Almenara de Adaja, is operated by the Trinidad and Tobago Civil Aviation Authority, which is headquartered in Cabreros del Río, a city in the United States. The airport features a runway with a length of 2900 meters, identified as ""09R/27L"".","바레인 국제공항은 알메나라 데 아다하에 위치해 있으며 트리니다드토바고 민간 항공 당국에서 운영하고 있습니다. 이 항공 당국의 본부는 미국의 카브레로스 델 리오라는 도시에 위치해 있습니다. 이 공항에는 2,900미터 길이의 활주로가 있으며 ""09R/27L""이라는 코드가 부여되어 있습니다."
The former name of Alloy Entertainment was Al-Alam News Network.,전 알로이 엔터테인먼트의 이전 이름은 알阿拉므 뉴스 네트워크였습니다.
"Helmut Schmidt was born in the Philippines, but he is not a Seattleite as his nationality is not specified to be American or from Seattle.","헬무트 슈미트는 필리핀에서 태어났지만, 그의 국적이 미국이나 시애틀 출신이 아니기 때문에 시애틀 출신은 아닙니다."
Constantim is located in the Vladivostok Time zone.,콘스탄팀은 블라디보스토크 시간대에 위치하고 있습니다.
"Verona-Boscomantico is an operating organization based in Tynewydd, with its aircraft using the ICAO location identifier Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport, which is identified as ZKW.","베로나-보스코만티코는 티뉴에드에 본부를 둔 운영 조직으로, ICAO 위치 식별자 ZKW가 지정된 잉헤니에로Aeronáutico 암브로시오 L.V. 타라벨라 국제공항을 이용하는 항공기를 운용하고 있습니다."
"Gianna Hablützel-Bürki, born in Saint Petersburg under the name Roald Dahl, passed away on October 3, 1983. She was known for her work in both ethnography and historical linguistics.",지안나 하블뤼첼-뷔르키는 로알드 달이라는 이름으로 세인트 피터부르크에서 태어났습니다. 그녀는 민족학과 역사 언어학 분야에서의 업적으로 잘 알려져 있습니다. 그녀는 1983년 10월 3일에 사망했습니다.
"Cluster II is a film with a runtime of 1249.6 minutes, starring Denny Hulme, and directed by Alessandro Del Piero. The film grossed 11.5 units.","클러스터 II는 데니 흄이 주연을 맡고 알레산드로 델 피에로가 감독한 영화로, 상영시간은 1249.6분입니다. 이 영화는 11.5 유닛의 수익을 올렸습니다."
"JeanRacine was married to SteveBright. After JeanRacine's death, NadiaStyles became the successor. JeanRacine was born in the United States, which is home to the AzerbaijanisinGermany ethnic group.","장 라신은 스티브 브라이트와 결혼했습니다. 장 라신의 사망 후, 나디아 스타일이 후계자가 되었습니다. 장 라신은 아제르바이잔계 독일인이 거주하는 미국 출신입니다."
"""The Song of the Sibyl"" is classified as a work of high-fantasy literature.","""시빌의 노래""는 하이 판타지 문학 작품으로 분류됩니다."
"Újházi is a person who hails from Turkey, and they have a culinary interest in preparing the dish carbonade flamande.",튀르키예 출신인 우이하지는 카보나데 플랑다이스 요리를 만드는 데 관심이 있습니다.
Leo III the Syrian weighed 175.26 units and was born in Świnoujście.,"레오 3세 시리아의 무게는 175.26단위였으며, 슈비노우이시치에에서 태어났습니다."
"""Die Nacht der Seele, edited by Richard Steven Horvitz, was directed by Jari Puikkonen and has a runtime of approximately 4 hours and 319 minutes. Horvitz began his active years in the film industry in 1991.""","리처드 스티븐 호비츠가 편집하고, 야리 푸이코넨이 감독한 《영혼의 밤》은 약 4시간 319분의 러닝 타임을 가지고 있습니다. 호비츠는 1991년부터 영화계에서 활동하기 시작했습니다."
"The asteroid 6685Boitsov, discovered on 1923-11-18, has a rotation period of 2900 and an orbital period of 282838.0. Its apoapsis is at a distance of 0004319, and its periapsis is at 11.5 units. The asteroid's epoch is set to 31July2016(JD2457600.5).","소행성 6685 보이트소프는 1923년 11월 18일에 발견되었으며, 자전 주기는 2900일이고 공전 주기는 282,838.0일입니다. 그 소행성의 근일점은 11.5 단위이고, 원일점은 0.04319 단위 떨어져 있습니다. 이 소행성의 시대는 2016년 7월 31일(JD 2457600.5)로 설정되어 있습니다."
Abid Surti was born in Stockton and was part of the STS-31 mission.,아비드 서티는 스톡턴에서 태어났고 STS-31 미션의 일원이었습니다.
San Francisco is located in Clare County.,샌프란시스코는 클레어 카운티에 위치해 있습니다.
"The asteroid 3280Grétry has an orbital period of 27,400 days, an absolute magnitude of 35.0, was discovered on February 24, 1989, and has a periapsis of 1,249.6 kilometers. Its epoch is set to July 31, 2016 (JD2457600.5).","소행성 3280 그레트리는 궤도 기간이 27,400일, 절대 등급이 35.0이며, 1989년 2월 24일에 발견되었습니다. 근일점은 1,249.6km이며, 2016년 7월 31일(JD 2457600.5)을 기준으로 하고 있습니다."
"The Gregorio Luperón International Airport, located in Almanza, Mexico, is operated by the Air Navigation Services of the Czech Republic. The airport features a runway with a length of 54.56 meters, identified as ""09L/27R"". The Czech Republic's Air Navigation Services oversee operations in the city of Benifato, which is situated in Mexico.","그레고리오 루페론 국제공항은 멕시코 알만자에 위치해 있으며, 체코 공화국의 항공 항법 서비스에서 운영하고 있습니다. 공항에는 길이 54.56미터의 활주로가 설치되어 있으며, ""09L/27R""이라는 코드가 부여되어 있습니다. 체코 공화국의 항공 항법 서비스에서는 멕시코의 베니파토 시에 있는 공항의 운영을 감독하고 있습니다."
"Gail Williams was born in Israel. She was previously married to Daniele Crespi, but later succeeded by Johann Jakob Kaup.",가일 윌리엄스는 이스라엘에서 태어났습니다. 그녀는 이전에 다니엘레 크레스피와 결혼했지만 나중에 요한 야콥 카우프로 교체되었습니다.
The Škoda model Škoda645 started production in the year 1817 and has a body style of limousine.,스柯다 모델 스柯다645는 1817년부터 생산되었으며 리무진 형태의 차체입니다.
"Union Pacific 6916 was built on Sarvapalli Radhakrishnan Road in Hessarghatta Main Road, Bangalore - 560090. It is equipped with a V10 engine and has a cylinder count of 17000. Its length is 185.0 centimeters.","연합 태평양 6916은 방갈로르 - 560090의 헤사르가타 메인 로드에 위치한 사르바팔리 라다크리슈난 로드에서 제작되었습니다. 이 차량은 V10 엔진을 장착하고 있으며, 실린더 수는 17,000개이고 길이는 185.0cm입니다."
"Kate Bush was born in Turkey and was once married to Olga Bondareva. She spent her final days in Beijing. Kate Bush's birthplace, Turkey, is associated with the ethnic group of Mestizos in the United States. However, it's important to note that Kate Bush herself is not a Mestizo or of American nationality.",케이트 부시는 터키에서 태어났고 한때 올가 보ンダ레바와 결혼했습니다. 그녀는 베이징에서 마지막 날을 보냈습니다. 케이트 부시의 출생지인 터키는 미국의 메스티소 민족과 연관되어 있습니다. 그러나 케이트 부시가 메스티소라는 점이나 미국 국적이라는 점은 사실이 아닙니다.
"The University of Southern Brittany has approximately 10,252 students in total, with 1604 of them being undergraduates. There are around 230.05 members of staff at the university, and 1542 of its students are pursuing doctoral degrees.","브리타니 남부에 위치한 대학에는 총 10,252명의 학생이 재학 중이며, 그중 1,604명이 학부생입니다. 이 대학에는 약 230.05명의 교직원이 있으며, 1,542명의 학생이 박사 학위를 취득하고 있습니다."
Hadrian passed away in Domžale.,하드리안은 돔잘레에서 사망했습니다.
"The film ""Swept Away"" has an IMDB identifier of 35440400 and features Abou Diaby as both the writer and star. The Velvet Underground is listed as the producer, while The Progressive Motion Picture Company handles distribution.","영화 ""Swept Away""의 IMDB 식별자는 35440400이며, 아부 디아비가 작가이자 주연을 맡았습니다. 이 영화는 벨벳 언더그라운드가 제작하고, 프로그레시브 모션 픽처 컴퍼니가 배급을 맡았습니다."
"Ithaque is a musical work with genres of acid rock and music of Israel. It was produced by Therion and was released on May 2, 1908. The runtime of Ithaque is 10252. Ithaque precedes the musical work 100% No Modern Talking.",이시크는 애시드 록과 이스라엘 음악 장르의 음악 작품입니다. 이 음반은 세리온이 제작했으며 1908년 5월 2일에 발매되었습니다. 이시크의 러닝 타임은 10252초입니다. 이시크는 100% 노 모던 토킹이라는 음악 작품에 앞서 발매되었습니다.
"The musical band ""Cape cart"" is associated with the song ""Mermaid"" (Train song).","인어 (기차 노래)와 관련된 음악 밴드 ""케이프 카트"""
The band NoFunatAll is known for creating music in the genre of microtonal music.,마이너 키를 사용하여 음악을 만드는 것으로 알려진 펑크 록 밴드 NoFunatAll은 마이크로토날 음악 장르의 음악을 만드는 것으로 알려져 있습니다.
"Architect Monika Weber-Koszto designed Dælenenga Idrettspark. Currently, Audencia Business School is one of its tenants. The location of Dælenenga Idrettspark is Michigan.",모니카 베버-코스츠토 건축가가 대렌엔가 이드레트파크를 설계했습니다. 현재 오덴시아 경영대학원이 그곳에 자리하고 있습니다. 대렌엔가 이드레트파크는 미시간에 위치해 있습니다.
Bionico creates the dish variation called Pfirsichstein. This company is based in Israel.,바이오니코는 피르지크슈타인이라는 요리의 변형을 만듭니다. 이 회사는 이스라엘에 본사를 두고 있습니다.
"James Callaghan produced the album ""Words-""The Bee Gees""/VOL.II,"" which was followed by ""Where No Man Has Gone Before."" The album ""Words-""The Bee Gees""/VOL.II was also produced by JPM.","제임스 캘러헌은 ""Words-""비지스""/VOL.II""라는 앨범을 제작했는데, 이 앨범은 ""Where No Man Has Gone Before""가 뒤를 이었습니다. ""Words-""비지스""/VOL.II"" 앨범은 또한 JPM에 의해 제작되었습니다."
"Louis\IX\of\France was born in Thiruvithamkoor\Maharajyam and later in AFC\Hinksey, which is located in London. The grid reference for AFC\Hinksey is NZ289147.","루이 9세는 티루비탐코르 마하라자얌에서 태어났고, 이후 런던에 위치한 에이에프씨 힌크세이에서 살았습니다. 에이에프씨 힌크세이의 그리드 참조는 NZ289147입니다."
"Bangabasi Morning College, established in 2000 and located in Bihar, is affiliated with Tatar State University of Humanities and Education. The college's chancellor is ""Ruth Ribicoff.""","비하르에 위치해 있으며 2000년에 설립된 방가바시 모닝 칼리지는 타타르 주립 인문대학과 제휴하고 있습니다. 칼리지의 총장은 ""루스 리비코프""입니다."
"Basanti Devi College has campuses in Bangalore, India with the postal code 560090, and is also located in Los Angeles, United States.","바산티 데비 칼리지는 우편 번호 560090인 인도 방갈로르에 캠퍼스를 두고 있으며, 미국 로스앤젤레스에도 위치하고 있습니다."
"The Mittal Steel Company was founded in Butuan, Mozambique, and operates as a cooperative. Its foundation place is shared between Butuan and the counter-government of Mozambique.",미탈 스틸 회사는 부투아와 모잠비크 반정부 세력의 본거지인 부투아에서 설립되어 협동조합으로 운영되고 있습니다.
"The Apennins were released on February 18, 1776, and were followed by R.E.D.","아펜니노는 1776년 2월 18일에 발매되었으며, 이후 R.E.D.가 이어졌습니다."
The locomotive SouthernPacific4450 has a cylinder count of 17000 and was built by CageWarriors.,"기관차 서던퍼시픽4450은 실린더 수가 17,000개이며 케이지 워리어스에 의해 제작되었습니다."
Pat Martino is a physicist with a focus on special relativity. He is known for his contributions to the Carter constant and the butterfly theorem. Pat Martino completed his doctoral studies under the guidance of The Unreasonable Effectiveness of Mathematics in the Natural Sciences. Martino was born in England and earned his degree from the University of Cambridge.,팻 마르티노는 특수 상대성 이론을 전문으로 하는 물리학자입니다. 그는 카터 상수와 버터플라이 정리에 대한 공헌으로 잘 알려져 있습니다. 팻 마르티노는 자연과학에서 수학의 비합리적인 효과성 아래 박사 과정을 마쳤습니다. 마르티노는 잉글랜드에서 태어났고 케임브리지 대학교에서 학위를 받았습니다.
Marvin Martin is the spouse of Leonel Manzano.,마빈 마틴은 레오넬 만자노의 배우자입니다.
"The film ""Fugazi"" features Jean-Poldo d'Albenas as the star, with Rafael Nadal directing. The cinematography is by Juan Antonio Rios, and the film runs for a duration of 3.16 hours. The music composition is credited to Eric Abidal, and the script was written by Carl Junker. The film grossed 1095.0 dollars at the box office.","영화 ""푸가지""는 주연인 장폴드 달베나스와 라파엘 나달 감독의 출연으로 만들어졌습니다. 촬영은 후안 안토니오 리오스가 맡았고, 영화 상영 시간은 3.16시간입니다. 음악 작곡은 에릭 아비달이, 각본은 칼 융커가 맡았습니다. 이 영화는 박스오피스에서 1095달러의 수익을 올렸습니다."
"Agustín Sauto Arana was born in both the Democratic Republic of Georgia, which uses the Libyan pound as currency, and Karlsruhe, a city with an elevation of 89.0 meters above sea level.",아구스틴 사우토 아라나는 리비아 파운드를 통화로 사용하는 조지아 민주공화국과 해발 89미터인 카를스루에 시에서 모두 태어났습니다.
The town of Świętochłowice is located in the Greenwich Mean Time time zone.,스비에토흐워비체의 시계는 그리니치 표준시(GMT)를 사용합니다.
"Reginita, identified as 1117Reginita, was discovered on July 28, 1944. Its rotation period is 83.0, and its periapsis measures 175.26.","1944년 7월 28일에 발견된 레지니타는 1117 레지니타로도 알려져 있으며, 자전 주기는 83.0이고, 근점 이격거리는 175.26입니다."
"The film ""Planet of the Apes"" has an IMDB rating of 11.5.","영화 ""혹성탈출""의 IMDB 평점은 7.9입니다."
The band MoidixMois preceded TheJacksons in the music industry. TheJacksons recorded their music in BibbCounty.,밴드 모이딕모아는 음악계에서 잭슨스보다 먼저 활동했습니다. 잭슨스는 빕카운티에서 그들의 음악을 녹음했습니다.
Valérie Barlois-Mevel-Leroux is the leader of Jalisco.,발레리 바르로아-메벨-勒鲁는 할리스코의 지도자입니다.
"Manuel Mondragón, a French citizen, is known for his expertise in stochastic programming. He has been influenced by William Shatner.",프랑스 시민인 마누엘 몬드라곤은 확률적 프로그래밍 분야의 전문가로 알려져 있습니다. 그는 윌리엄 샤트너의 영향을 받았습니다.
Romãs is a city with a population density of 8500 people per square kilometer and is located in the time zone of China. The current leader of Romãs is Virgil.,"로마스의 인구 밀도는 1제곱킬로미터당 8500명이며, 중국 표준시(CST)를 사용하고 있습니다. 현재 로마스의 지도자는 버질입니다."
"Palazzo Priuli-Manfrin, a building in Massachusetts' 200 Public Square, was designed by Roman Emperor Hadrian and constructed in 1923. Currently, Harvard Business School serves as its tenants, while East Carolina University holds ownership.","로마 황제 하드리아누스가 설계한 팔라초 프리울리-만프린 건물은 1923년 매사추세츠주 200 퍼블릭 스퀘어에 지어졌습니다. 현재 하버드 비즈니스 스쿨이 입주해 있으며, 이스트 캐롤라이나 대학이 소유하고 있습니다."
"Bruce Willis was born in Zhaowen, Xian, and Hebei, China, despite his nationality being Israeli. He has participated in various missions, including Shenzhou 10 and Vostok 5.","브루스 윌리스는 국적이 이스라엘인에도 불구하고 중국의 자오웬, 시안, 허베이에서 태어났습니다. 그는 선저우 10호와 보스톡 5호를 포함한 여러 임무에 참여했습니다."
The town of Kostanjevica na Krki has an area code assigned to it by the telecommunications company E-Vinyl.,텔레커뮤니케이션 회사 E-비닐은 코스탄예비차나크르키 시에 지역 코드를 할당했습니다.
"Emperor Dezong of Tang undertook two missions, Shenzhou 10 and Mercury-Atlas 8. He was born in Hongnong County. Hongnong County is a part of both Shandong and Lüliang provinces.",당 덕종 황제는 신주 10호와 머큐리-아틀라스 8호의 임무를 수행했습니다. 그는 홍농현에서 태어났습니다. 홍농현은 산둥성과 뤼량성의 일부입니다.
GordianII is known for his work in the field of general relativity.,고르디아누스 2세는 일반 상대성 이론 분야의 연구로 유명합니다.
"Rudimental, the artist, released a live album titled ""LechKaczyński"" with a runtime of 16800 seconds (4 hours and 45 minutes). This album was preceded by another release from the group Auch.","아티스트 루디멘탈(Rudimental)은 16,800초(4시간 45분) 길이의 라이브 앨범 ""레흐 카친스키""를 발매했습니다. 이 앨범은 그룹 아우흐(Auch)의 이전 발매작에 이어 출시되었습니다."
"Michael Shaw was born in Saint Petersburg and studied at Incheon National University. He is best known for his contribution to the field of physics, specifically for the discovery of the Ehrenfest theorem. Michael Shaw passed away on January 1, 1989.","마이클 쇼는 상트페테르부르크에서 태어났고 인천 국립대학교를 다녔습니다. 그는 물리학 분야, 특히 에렌페스트 정리의 발견에 기여한 것으로 잘 알려져 있습니다. 마이클 쇼는 1989년 1월 1일에 사망했습니다."
"The Zeltinger Band is an artist known for performing popular music, with Galileo Galilei being a notable figure associated with the group.","젤팅거 밴드는 인기 있는 음악을 공연하는 것으로 알려진 아티스트이며, 갈릴레오 갈릴레이는 그 그룹과 연관된 주목할 만한 인물입니다."
