Source,Translation
"Greg Rutherford was born in Karlsruhe, where the Triptych of the Sedano family is led.",ولد غريغ رذرفورد في كارلسروه، حيث تقود عائلة سيدانو لوحتها الثلاثية.
"Bedford College, which is now part of Kinnaird College for Women, was given the technical campus status by SWIFT and is located in Rio de Janeiro. The campus offers floorball as a sport. It previously had a separate identity under the name ""Ruth Ribicoff"" and was affiliated with Kinnaird College for Women.",".حصلت كلية بيدفورد، التي أصبحت الآن جزءًا من كلية كينارد للنساء، على وضع الحرم الجامعي التقني من مؤسسة سويفت، وتقع في ريو دي جانيرو. ويقدم الحرم الجامعي لعبة كرة الأرض كرياضة. وكان لها في السابق هوية منفصلة تحت اسم ""رث ريبكوف"" وكانت تابعة لكلية كينارد للنساء"
"Vladislav Pavlovich and Mack Wilberg are two actors who have starred in the play ""The Madwoman of Chaillot.""","فلاديسلاف بافلوفيتش وماك ويلبرج هما ممثّلان مثّلا في مسرحية ""مجنونة شايلوت"""
"The movie ""Goodfellas"" features Benedict XV as one of its stars. Benedict XV was born in Onyx.",".يظهر فيلم ""Goodfellas"" البابا بنديكت الخامس عشر كأحد نجومه. ولد بنديكت الخامس عشر في أونيكس."
"The asteroid 1116 Catriona was discovered on November 18, 1923, by Finnish astronomer Tapio Räisänen. Its apoapsis is 0711905 kilometers, and its absolute magnitude is 32.4720797.",.اكتشف الكويكب 1116 كاتريونا في 18 نوفمبر 1923 على يد الفلكي الفنلندي تابيو رايسانين. تبلغ نقطة الأوج الخاصة به 0711905 كيلومترًا، ومقدار الحجم المطلق له هو 32.4720797
"Orchid was recorded in both Mexico and Baghdad. It was preceded by O-Zone and was released on May 2, 1908. The runtime of the recording is 282838.0. The record labels for this orchid are Arbors Records and Sony Music Entertainment Polska Sp. z o.o.","سُجلت أغنية ""أوركيد"" في كل من المكسيك وبغداد. وقد سبقتها أغنية ""أو-زون"" وصدرت في 2 مايو 1908. ويبلغ طول مدة التسجيل 282838.0. وشركات التسجيلات الخاصة بهذه الأغنية هي ""أربورس ريكوردز"" و""سوني ميوزيك إنترتينمنت بولسكا""."
"The asteroid 712 Boliviana has a rotation period of 8500 seconds and an orbital period of 1095.0 seconds around the Sun. Its apoasis is at a distance of 27400 kilometers, and its periapsis is at 108600000 kilometers. It was discovered on November 18, 1923.",.يبلغ فترة دوران كويكب 712 بوليفيانا حوالي 8500 ثانية وفترة دورانه حول الشمس 1095.0 ثانية. ويقع أوج الكويكب على بعد 27400 كيلومتر، بينما يقع حضيضه عند 108600000 كيلومتر. تم اكتشافه في 18 نوفمبر 1923
Primož Kozmus passed away in the year 2001.,توفي بريموز كوزموس في عام 2001.
"José Joaquín Pérez, who was born in Altınözü, currently resides in Alexandria. The population of Alexandria is approximately 260,855,000,000 and its time zone is UTC+00:20.",".خوسيه خواكين بيريز، الذي ولد في ألتنؤزو، يقيم حاليًا في الإسكندرية. يبلغ عدد سكان الإسكندرية حوالي 260,855,000،000 نسمة وتوقيتها UTC+00:20"
"The conjunto genre department Frise was released on April 27, 1937, and was followed by the album 2 Cute Shinseinaru Best.","صدر ألبوم قسم موسيقى كونخنتو بعنوان ""فريس"" في 27 أبريل 1937، وتلاه ألبوم ""2 كيوت شينسينارو بست""."
Józef Piłsudski was born in the United States. The United States is led by Lysimachus and Arturo Alessandri.,ولد جوزيف بيوسودسكي في الولايات المتحدة. الولايات المتحدة يقودها ليسيماخوس و أرتورو أليساندري.
"The song ""The A-Team"" is a doom metal track produced by both The Futureheads and Mr. Lawrence. It is a production of African-American music and runs for 1604.0 minutes. The artists responsible for creating this piece are The Futureheads.",".أغنية ""فريق A"" هي أغنية معدنية قاتمة من إنتاج The Futureheads و Mr. Lawrence. إنه إنتاج للموسيقى الأفريقية الأمريكية وتستمر لمدة 1604.0 دقيقة. والفنانون المسؤولون عن إنشاء هذا العمل هم ذا فيوتشر هيدز"
"Mermaid (Train song) is categorized as glitch pop, which is a type of music fusion genre also known as Baroque pop.",.يتم تصنيف أغنية (ميرميد) على أنها غليتش بوب، وهو نوع من أنواع موسيقى الفيوجن المعروف أيضًا باسم باروك بوب
Reprise Records is a record label that is owned by Sarajevo Disk.,.ريبريز ريكوردز هي شركة تسجيلات مملوكة لشركة سراييفو دسك
Tommi Nikunen was born in the Second Republic of South Korea and works as an elevator operator.,ولد تومي نيكونن في جمهورية كوريا الجنوبية الثانية ويعمل عامل مصعد.
The roadster Škoda 935 was produced in both New Hampshire and Rainsville in the year 1683. Its production started and ended within the same year.,تم إنتاج سيارة سكودا 935 رودستر في كل من نيو هامبشاير ورينسفيل في عام 1683. بدأ إنتاجها وانتهى في نفس العام.
Telecom Namibia is located at lycée du Parc and operates in the field of urban anthropology.,تقع شركة تيليكوم ناميبيا في ليسيه دو بارك وتعمل في مجال الأنثروبولوجيا الحضرية.
"Mitt Romney was born on April 15, 1947, in Michigan. He attended the United States Army War College. Mitt Romney did not participate in the Soyuz TMA-10M mission.",ولد ميت رومني في 15 أبريل 1947، في ميشيغان. التحق بكلية الحرب التابعة للجيش الأمريكي. لم يشارك ميت رومني في مهمة سويوز TMA-10M.
"The Finnish editor Hemmo Silvennoinen was responsible for the editing of the film ""In Keeping Secrets of Silent Earth: 3,"" which has a runtime of 8500 and features Theopompus as the star. The music composer for this production is William Gallas.","كان المحرر الفنلندي هيممو سيلفيننوين مسؤولاً عن مونتاج فيلم ""حفاظًا على أسرار الأرض الصامتة: 3""، الذي تبلغ مدته 8500 ثانية، ويلعب فيه ثيو بومبس دور النجم. ملحن الموسيقى لهذا الإنتاج هو ويليام جالاس."
"Vera Grabocka was born on November 18, 1923, in Karlsruhe. She passed away on June 1, 2009, and was a US national.",.ولدت فيرا جرابوكا في 18 نوفمبر 1923 في كارلسروه. وتوفيت في 1 يونيو 2009، وكانت تحمل الجنسية الأمريكية
"The MIT Sloan School of Management currently leases the Golden Roof building, which was completed in January 2001 and started construction in February 1989. The architect of the building located at 11 Diagonal Street in New Hampshire is Winifred Asprey.",تستأجر كلية سلون للإدارة في معهد ماساتشوستس للتكنولوجيا حاليًا مبنى السقف الذهبي، الذي اكتمل بناؤه في يناير 2001 وبدأ تشييده في فبراير 1989. يقع المبنى في 11 شارع داياجونال في نيو هامبشاير، وقد صممته المهندسة المعمارية وينيفرد أسبري.
"The song ""Mermaid"" was written for the soundtrack of the movie ""Star Wars.""",".تم تأليف أغنية ""حورية البحر"" من أجل موسيقى فيلم ""حرب النجوم"""
"Mark Tyndale, the composer, was once a member of Littleton F.C.",.كان مارك تيندال، الملحن، عضوًا سابقًا في نادي ليتلتون لكرة القدم
"The songs ""In a Reverie"" and ""Bad Romance"" follow each other in sequence.",".يتبع أغنية ""إن آي ريفيري"" و""باد رومانس"" بعضهما البعض في تتابع"
"The film ""Uneasy Listening Vol.1"" runs for 54.56 minutes and was directed by Adémar de Chabannes. Marvin Martin and Anja Huber are among the stars of the film. Keshorn Walcott composed the music for this production.","يستمر فيلم ""Uneasy Listening Vol.1"" لمدة 54.56 دقيقة، من إخراج أديمار دي شابانيس. ومن بين نجوم الفيلم مارفين مارتن وأنيا هوبر. قام كيشورن والكوت بتأليف الموسيقى لهذا الإنتاج."
"The Kouros head is located in Moffat County, which borders Allegany County to the southwest.",.يقع رأس كروس في مقاطعة موفات، التي تحد مقاطعة ألليغاني من الجنوب الغربي
"Willy Brandt directed the film ""Fugazi,"" which has a runtime of 1 hour, 11 minutes and 5 seconds and grossed $1,604,000 in revenue. The cinematography for the film was done by Pythagoras.","أخرج ويلي براندت فيلم ""فوجازي""، الذي تبلغ مدته ساعة و11 دقيقة و5 ثواني، وحقق إيرادات بلغت 000 604 1 دولار. وكان المصور السينمائي للفيلم هو فيثاغورس."
No summary can be generated from this triple as the information provided is incorrect.,لا يمكن توليد ملخص من هذه الثلاثية لأن المعلومات المقدمة غير صحيحة.
"The Mexican-born Theophanes of Byzantium was born on March 30, 1942, in Michigan. He died on January 1, 2007, in Virginia. The US Navy honored him with the Distinguished Service Medal posthumously.",ولد ثيوفانيس البيزنطي المولود في المكسيك في 30 مارس 1942 في ميشيغان. وتوفي في 1 يناير 2007 في فرجينيا. ومنحته البحرية الأمريكية وسام الخدمة المتميزة بعد وفاته.
"Midões is a city with a population density of 4349.0, governed by a hexacameral system, and its UTC offset is -6 hours.",.ميدويس هي مدينة تبلغ كثافة سكانها 4349.0، ويحكمها نظام سداسي الغرف، ويبلغ فرق توقيتها العالمي المنسق ناقص 6 ساعات
"The classical music piece ""Mermaid (Train song)"" has a runtime of 204.0 and was preceded by ""Ruth Ribicoff"" in the music sequence. It is followed by ""Kyrgyzfilm.""",".يبلغ طول مقطوعة الموسيقى الكلاسيكية ""حورية البحر (أغنية القطار)"" 204.0 ثانية، وقد سبقتها مقطوعة ""رث ريبيكوف"" في تتابع الموسيقى. وتأتي بعدها ""قيرغيز فيلم"""
"The film ""Don't Drink the Water"" with a runtime of 106 minutes was produced and directed by Stephen Kiprotich. The music for the film was composed by J. Bernlef, and Misher Films was responsible for its broadcast.",".أنتج وأخرج ستيفن كيبروتيش فيلم ""لا تشرب الماء"" الذي تبلغ مدته 106 دقائق. قام بتأليف موسيقى الفيلم ج. بيرنليف، وكانت شركة ميشير فيلمز مسؤولة عن بثه"
Leonard Nimoy is a Brazilian citizen.,ليونارد نيموي مواطن برازيلي.
"Prince Emmanuel d’Orléans, who was born in Karlsruhe, died on January 1, 1726, first in the United States, and later in Dar es Salaam. He belonged to the ethnic group of Arab-Christians.",توفي الأمير إيمانويل د أورليان، الذي ولد في كارلسروه، في 1 يناير 1726، أولاً في الولايات المتحدة، ثم في دار السلام. كان ينتمي إلى المجموعة العرقية للعرب المسيحيين.
"Russian Ark, a film with a runtime of 230.05 minutes, was directed by Juan Carlos Onetti and distributed by WarnerMedia. Viktoria Rebensburg is among the stars of this production, which grossed 16,800.",".يبلغ طول فيلم ""الآرك الروسي""، الذي أخرجه خوان كارلوس أونيتي ووزعته شركة وارنر ميديا، 230.05 دقيقة، ومن بين نجوم هذا الإنتاج فيكتوريا ريبينسبرغ، وقد حقق إيرادات بلغت 16800 دولار"
The Waters of Mars was once broadcasted by Al-Alam News Network but is now broadcasted by Tellfilm.,".بثت شبكة عالم الأخبار ذات مرة مسلسل ""مياه المريخ"" لكنه يُبث الآن على قناة ""تيل فيلم"""
"Adémar de Chabannes served dual roles as both the writer and producer for the film ""Shaolin,"" with Cecilia R. Aragon involved in the editing process.","تولى أديمار دي شابانيس دورين في فيلم ""شاولين"" حيث كان الكاتب والمنتج، بينما شاركت سيسيليا آر أراغون في عملية التحرير."
"The asteroid 306 Unitas was discovered on October 3, 1983, and its periapsis is 108,600,000 meters.",".تم اكتشاف الكويكب 306 يونيتاس في 3 أكتوبر 1983، وتبلغ مسافته في الحضيض 108,600,000 متر"
"Rookie Blue, a television show, is broadcasted by TGOJ in Cairo. Vladimir Vysotsky is one of its stars.",".يتم بث مسلسل ""روكي بلو"" التلفزيوني من قبل شبكة TGOJ في القاهرة. فلاديمير فيسوتسكي هو أحد نجومه"
"Laura Berg, a resident of New Hampshire, is known for her expertise in Stochastic programming. She earned her education at the University of Cologne.",.تشتهر لورا بيرغ، وهي من سكان نيو هامبشاير، بخبرتها في البرمجة الاحتمالية. حصلت على تعليمها في جامعة كولونيا
Narrandera Airport serves New Asheville Speedway and its ICAO location identifier is Portimão Airport.,.مطار ناراندرا يخدم حلبة سباق نيو أشيفيل ومُعرف موقع منظمة الطيران المدني الدولي الخاص به هو مطار بورتيماو
"Eiichiro Oda is an artist originally from New Hampshire, known for his genre of Mariachi music. He is associated with the musical group or artist 02:38 and plays the electric guitar.",إيتشيرو أودا هو فنان من نيو هامبشاير، معروف بموسيقى الماريشي التي يقدمها. وهو مرتبط بالفرقة الموسيقية أو الفنان 02:38 ويعزف على الجيتار الكهربائي.
"Felice Rix-Ueno, a Brazilian citizen born on May 27, 1703, was influenced by Antiochus IV Epiphanes. She attended Leipzig University for her education.",تأثرت فيليس ريكس-أينو، وهي مواطنة برازيلية ولدت في 27 مايو 1703، بأنطيوخوس الرابع إيبيفانيس. التحقت بجامعة لايبزيغ لتلقي تعليمها.
"The United States, with a population density of 260,855,000,000.0, is home to the place named Granjinha. It falls under both the UTC−07:00 and Greenwich Mean Time zones.","الولايات المتحدة، التي يبلغ كثافة سكانها 260,855,000,000.0، هي موطن لمكان يسمى غرانجينها. ويقع ضمن منطقة التوقيت العالمي المنسق -07:00 ومنطقة توقيت غرينتش."
Nalini Venkatasubramanian was born and died in Israel. She was married to Conrad of Parzham.,ولدت ناليني فينكاتاسوبرامانيان وتوفيت في إسرائيل. كانت متزوجة من كونراد أوف بارزهام.
"The song ""Numb"" by Gregorian is a track with a runtime of 1249.6 milliseconds and falls under two genres: zouglou and post-punk. Gregorian is both the artist and the producer of this composition.",".الأغنية ""نومب"" لفرقة غريغوريان هي مسار مدته 1249.6 ميلي ثانية وتندرج تحت نوعين موسيقيين: الزوجلو والبوست بانك. وغريغوريان هو اسم الفرقة التي أدت الأغنية وأنتجتها"
"The Department of Air Space Control operates Dallas/Fort Worth International Airport, which is located in Caravaca de la Cruz. The airport has a runway named ""18R/36L"" with a length of 83.0 meters and an elevation of 1604.0 meters above sea level.",".تدير إدارة التحكم في المجال الجوي مطار دالاس/فورت وورث الدولي، الواقع في كارافاكا دي لا كروز. ويضم المطار مدرجًا باسم ""18R/36L"" يبلغ طوله 83.0 مترًا وارتفاعه 1604.0 مترًا فوق مستوى سطح البحر"
Barking and Dagenham College is located in Research-Intensive Clusters and is affiliated with the University of Transkei. It offers the sport of Kurash.,تقع كلية باركينغ وداجنهام في التجمعات البحثية المكثفة وهي تابعة لجامعة ترانسكي. وتوفر رياضة الكوراش.
"In Israel, the currency is the Fribourg frank. Bionico, a course, is offered in Israel and contains dried cherry as one of its ingredients.",في إسرائيل، العملة هي فرنك فريبورغ. وتُقدم البيونيكو، وهي عبارة عن حلوى، في إسرائيل وتحتوي على الكرز المجفف كأحد مكوناتها.
Paris-Sorbonne University-Paris IV has approximately 54.56 undergraduate students.,يبلغ عدد الطلاب الجامعيين في جامعة السوربون باريس - باريس الرابعة حوالي 54.56 طالبًا.
"In the year 1816, Clube de Regatas do Flamengo, based in Santa Rita do Itueto, United States, competed in the Albanian Second Division. That season, Hamburger SV emerged as the champions of the league. Clube de Regatas do Flamengo's home ground is Nassiri Stadium.",في عام 1816، شارك نادي كلوب دي ريجاتاس دو فلامينغو، الذي يقع مقره في سانتا ريتا دو إيتويتو في الولايات المتحدة، في الدوري الألباني الدرجة الثانية. وفي ذلك الموسم، تُوج نادي هامبورغ الألماني بطلاً لتلك الدوري. ويقع الملعب الرئيسي لنادي كلوب دي ريجاتاس دو فلامينغو في استاد ناصري.
"Ramesses V, a native of Fadhli Sultanate, was born on June 1st, 2009, and works in the field of veterinary biology.",.ولد رمسيس الخامس، وهو من مواليد سلطنة الفضلي، في الأول من يونيو عام 2009، ويعمل في مجال البيولوجيا البيطرية
"Huang Zongxi was born in Karlsruhe, which was part of the North German Confederation, but later in life, he became a United States national and died in the United States.",ولد هوانغ زونكسي في كارلسروه التي كانت جزءًا من الاتحاد الألماني الشمالي، ولكن في وقت لاحق من حياته، أصبح مواطنًا أمريكيًا وتوفي في الولايات المتحدة.
Tours University has approximately 1249.6 students.,يبلغ عدد الطلاب في جامعة تورز حوالي 1249.6 طالب.
Elton John is a contradiction in terms of the given triples as he is not associated with the Chinese mission Shenzhou 9.,إلتون جون هو تناقض من حيث الثلاثيات المعطاة لأنه غير مرتبط بالبعثة الصينية شينزو 9.
Stan Lee Media is involved in the industries of Celtic studies and produces both single-player video games and pressbooks.,تشارك شركة ستان لي ميديا في مجال الدراسات الكلتية وتنتج ألعاب فيديو فردية وكتب صحفية على حد سواء.
"The movie ""The Puppet Masters"" was distributed by GAZ Group and featured Walter Ulbricht as one of its stars. The film grossed 282,838 dollars.",".تم توزيع فيلم ""محركو الدمى"" بواسطة مجموعة GAZ وعرض والتر أولبرخت كأحد نجومه. وحقق الفيلم إيرادات بلغت 282838 دولارا"
"Carl Linnaeus was born on December 25, 1910. He was a member of Clube Náutico Capibaribe during his youth and remained a member of the same club later in life.",ولد كارل لينيوس في 25 ديسمبر 1910. كان عضوا في نادي كابيباريبي للنزهات خلال شبابه وظل عضوا في نفس النادي في وقت لاحق من حياته.
"Ruth Ribicoff is the president of Bankura Sammilani College, which is affiliated with Medical University of Łódź and located in i-Trans cluster for railways and urban transport.",.رث ريبيكوف هي رئيسة كلية بانكورا ساميلاني، التابعة لجامعة لودز الطبية والواقعة في مجموعة i-Trans للسكك الحديدية والنقل الحضري
"The Sambadrome Marquês de Sapucaí, currently tenanted by De La Salle University School of Economics, was completed in 1908-05-02 and is located at 108 . Georges Terrace in Brazil. It was originally designed by George Orwell.",تم الانتهاء من Sambadrome Marquês de Sapucaí، الذي تشغله حاليًا كلية De La Salle University للاقتصاد، في 1908-05-02 ويقع في 108 Georges Terrace في البرازيل. صممه في الأصل جورج أورويل.
"Luc Van den Brande was born in Xiangshan County, which is part of Xinzhou in China. He took part in the Shenzhou 10 mission with the cospar ID ""101\Ukrop\Way"".","ولد لوك فان دين براندي في مقاطعة شيانغشان، التي هي جزء من شينتشو في الصين. وشارك في مهمة شنتشو 10 مع رمز تعريف كوسبار ""101\Ukrop\Way""."
"The story ""The Greatest Story Ever Told"" was recorded in both Caracas and Athens. The leader of Athens is Francis Gillot.",".تم تسجيل قصة ""أعظم قصة تم سردها على الإطلاق"" في كل من كاراكاس وأثينا. زعيم أثينا هو فرانسيس جيلوت"
"The asteroid 6547 Vasilkarazin has an apoapsis of 1249.6 kilometers and an orbital period of 27,400 days. Its absolute magnitude is 35.1.",.يبلغ أوج كويكب 6547 فاسيلكاراتين 1249.6 كيلومترًا، وتبلغ فترة دورانه حول الشمس 27400 يومًا. يبلغ قدره المطلق 35.1
"Federico Errázuriz Zañartu is assigned to the Gaganyaan mission with the cosparID ""101\Ukrop\Way"".",".فيدريكو إرّازوريز زانيارتو مكلف بمهمة غاغانيان مع التعريف ""101\Ukrop\Way"""
"Mark Tyndale, a native of England, is known for his contributions to the fields of Carter constant and Gauss-Bonnet theorem. He earned his doctorate under the guidance of Communication Theory of Secrecy Systems.",.مارك تيندال، وهو من مواليد إنجلترا، معروف بمساهماته في مجالي ثابت كارتر و مبرهنة غاوس - بونيت. حصل على الدكتوراه تحت إشراف نظرية الاتصال لأنظمة السرية
"Monty Python's The Meaning of Life, with Duke Ellington as a star, has a runtime of 260,855,000,000 milliseconds (approximately 26 hours).",".يبلغ طول فيلم مونتي بايثون حياة بريان، الذي يشارك في بطولته دوق إلينغتون، 260,855,000,000 مللي ثانية (حوالي 26 ساعة)"
Mermaid (Train song) is recorded under BMG Records GmbH label.,.سجلت أغنية (ميرميد) تحت عنوان قطار ضمن علامة بي إم جي ريكوردز جي إم بي إتش
The Bukharan People's Soviet Republic uses the poundScots as its currency.,يستخدم شعب جمهورية بخارى السوفيتية الجنيه الإسكتلندي كعملة له.
"Vladimir Delač is a director, actor, and writer. He has directed and starred in the film ""Gotcha!"" and also wrote its script. DeForest Kelley, who is also a director, did not act in this film.","فلاديمير ديلاش هو مخرج وممثل وكاتب. أخرج فيلم ""أمسكك!"" ولعب دور البطولة فيه، كما كتب سيناريو الفيلم. ديفورست كيلي، وهو أيضًا مخرج، لم يمثل في هذا الفيلم."
"Laurent Blanc, born on November 18, 1923, in Świnoujście, was recorded to have a height of 1.83 meters (5 feet and 2.1 inches) and a weight of approximately 431.9 kg (951 lbs).",ولد لوران بلان، في 18 نوفمبر 1923 في سوينويسشي، وكان مسجلاً بطول 1.83 متر (5 أقدام و2.1 بوصة) ووزن حوالي 431.9 كجم (951 رطلاً).
Harpo Productions is aired on both HBO East and HBO West as timeshift channels.,تعرض برامج هاربو للإنتاج على كل من HBO East و HBO West كقنوات للتحويل الزمني.
"The city of Ojo Amarillo in Turkey is home to Fabryka Samochodów Rolniczych, a factory producing agricultural vehicles. Turkey is the country where this factory is located. The capital city of Turkey is Boston.",تقع مدينة أوخو أماريو في تركيا، وهي موطن لمصنع فابريكا ساموشودو رولنيكيش، الذي ينتج المركبات الزراعية. تركيا هي البلد الذي يقع فيه هذا المصنع. عاصمة تركيا هي بوسطن.
"George Bournoutian, born in Duval County, and Rubén Plaza, born on May 2, 1908, are among the stars of V for Vendetta.",".من بين نجوم فيلم ""في فور فينديتا"" جورج بورنوتيان المولود في مقاطعة دوفال، وروبين بلازا المولود في 2 مايو 1908"
"The film ""Inception,"" released on March 30, 2007, was directed by Tina Maze and produced by Sonali Bendre. It has a runtime of 1604.0 minutes and its music was composed by Michela Figini.",".صدر فيلم ""بداية"" في 30 مارس 2007، من إخراج تينا ماز وإنتاج سونالي بيندري. تبلغ مدة الفيلم 1604.0 دقيقة، وقد ألفت موسيقاه ميشيلا فيجيني"
"The Israeli artist known as The Violinist is located in Costilla County, which borders Carroll County, Maryland, to the southeast. The Violinist contributes to the cultural property of their home country, Israel.",".يقع الفنان الإسرائيلي المعروف باسم ""عازف الكمان"" في مقاطعة كوستيا، التي تحد مقاطعة كارول في ميريلاند من الجنوب الشرقي. ويساهم عازف الكمان في التراث الثقافي لبلده إسرائيل"
"Claude Monet passed away on January 1, 1942.",توفي كلود مونيه في 1 يناير 1942.
"The University of South Dakota owns a gymnasium located in California, which is currently tenanted by the E. Claiborne Robins School of Business.",.تملك جامعة جنوب داكوتا صالة ألعاب رياضية تقع في كاليفورنيا، يشغلها حاليًا مدرسة إي. كليبورن روبنز للأعمال
"The song ""Gris-Gris"" was written by Gabriel Gonzáles Videla and performed by Jacques Brel.","تم تأليف أغنية ""جريس جريس"" من قبل غابرييل غونزاليس فيديلا وأداها جاك بريل."
"Moruya Airport, identified by the ICAO code Narrandera Airport, is located in Mogonono with the postal code MK44. It is operated by Google, which was founded by Bernard Arnault.",.مطار مورويا، الذي يحدده رمز الإيكاو لمطار ناراندرا، يقع في ماجونونو والرمز البريدي له هو MK44. تديره شركة جوجل، التي أسسها برنارد أرنو
"Gordian II was born in Karlsruhe, an area with a total size of 94.0 square units.",ولد جورديان الثاني في كارلسروه، وهي منطقة تبلغ مساحتها الإجمالية 94.0 وحدة مربعة.
"Johann Kaup was born in California in 1913. He served as Chief of the Astronaut Office in 1590 and later died in Pennsylvania. He was awarded the Distinguished Service Medal by the United States Navy. (Note: The year 1590 is incorrect in the given triple, please use the correct year if available.)",ولد يوهان كوب في كاليفورنيا عام 1913. شغل منصب رئيس مكتب رواد الفضاء في عام 1959، وتوفي لاحقًا في بنسلفانيا. ومنحه سلاح البحرية الأمريكي وسام الخدمة المتميزة.
"The movie ""The Manchurian Candidate"" was directed by Linde Lindström and released on January 1, 1726. It was written by Troian Bellisario and has a runtime of 173.46 minutes. The music composer for the film is Hákon Sigurðsson.",".أخرجت ليندي ليندستروم فيلم "" المرشح المنشوري "" الذي صدر في 1 يناير 1726. كتبته ترويان بيليساريو، ويبلغ طوله 173.46 دقيقة. ملحن الموسيقى للفيلم هو هاكون سيغورسون"
"Chris Rock was born on April 15, 1966, in New Jersey, but he is mistakenly listed as having been born in Mexico and dying in New Hampshire in the given triples. In reality, Chris Rock is an American comedian and actor. He was born in New Jersey and is still alive.",.ولد كريس روك في 15 أبريل 1966 في نيوجيرسي، ولكن تم إدراجه بشكل خاطئ على أنه وُلد في المكسيك وتوفي في نيو هامبشاير في الثلاثيات المعطاة. في الواقع، كريس روك هو ممثل كوميدي أمريكي. لقد ولد في نيوجيرسي وما زال على قيد الحياة.
"The campus of University of Caen Normandy is located in Villeurbanne, which is a part of the country of the United States.",تقع جامعة كون نورماندي في فيلوربان، وهي جزء من الولايات المتحدة الأمريكية.
"The album ""The dB's"" was produced by Richard Bona and lasts for 1249.6 minutes. It was preceded by the album ""A Thousand Suns"".",".أنتج ريتشارد بونا ألبوم ""ذا دي بي"" الذي تبلغ مدته 1249.6 دقيقة. وقد سبقه ألبوم ""أ ثاوسند صنز"""
Natalia Málaga is known for her work at Time.,.تُعرف ناتاليا ماليغا بعملها في مجلة تايم
"Francisco Varallo, born in England, is a renowned figure in the field of special relativity. He is known for his contributions to the discovery of the Carter constant and Fermat's theorem in mathematics.",.فرانسيسكو فارالو، المولود في إنجلترا، هو شخصية بارزة في مجال النسبية الخاصة. وهو معروف بمساهماته في اكتشاف ثابت كارتر ومبرهنة فيرما في الرياضيات
Távora is a city.,.تافورا هي مدينة
"In the United States, there is currently a position of leadership titled ""candidate."" This title signifies an individual running for election or nomination to hold a political office within the United States.","في الولايات المتحدة، يوجد حاليًا منصب قيادي بعنوان ""مرشح"". يشير هذا اللقب إلى فرد يخوض الانتخابات أو يترشح لشغل منصب سياسي داخل الولايات المتحدة."
"Jennette McCurdy studied at Kyung Hee University and died in Leningrad, USSR, which was founded in 1942.",تابعت جيني ماكورمي تعليمها في جامعة كيونغ هي وتوفيت في لينينغراد، الاتحاد السوفييتي، التي تأسست عام 1942.
The apoapsis of object 10003 Caryhuang is 89.0.,. تبلغ أوج الجسم 10003 كاريوانغ 89.0
"The jazz song ""Love You like a Love Song"" by Dukes of Dixieland runs for approximately 17,000 milliseconds (around 17 minutes) and falls under the genre of ""género chico"".",".يبلغ طول أغنية الجاز ""Love You like a Love Song"" التي قدمتها فرقة ""Dukes of Dixieland"" حوالي 17000 مللي ثانية (حوالي 17 دقيقة) وتندرج تحت نوع ""خينيرو تشيكو"""
"Mwanza Airport, with a runway length of 4,319 meters, is located in Primorsky and serves the city of Rudskogen. It is operated by Sega. Its ICAO location identifier is Warnervale Airport.",.مطار موانزا، الذي يبلغ طول مدرجه 4319 مترًا، يقع في بريمورسكي ويخدم مدينة رودسكوجين. تديره شركة سيجا. رمز منظمة الطيران المدني الدولي الخاص به هو مطار وارنرفيل
"The movie ""Matchstick Men,"" with a budget of 2900, was written and directed by David Rudisha. Nijel Amos starred in the film.",".تم كتابة وإخراج فيلم ""ماتشستيك مين"" بميزانية قدرها 2900 دولار أمريكي بواسطة ديفيد روديشا. وشارك في بطولة الفيلم نيجيل أموس"
The White Stripes are associated with Duran Duran as another musical artist.,".ترتبط فرقة ""ذا وايت سترايبس"" بفرقة ""دوران دوران"" كفنان موسيقي آخر"
"Meryl Streep directed and starred in the film ""Bommalattam,"" which has an IMDb rating of 83.0. She also wrote the script and the film was distributed by Alliance Films Corporation. Carl van Dockum is also listed as a director for this production.",".أخرجت ميريل ستريب فيلم ""بومالاتام"" وشاركت في بطولته، والذي حصل على تقييم 83.0 على موقع IMDb. كما كتبت السيناريو وتم توزيع الفيلم من قبل شركة أفلام التحالف. ويُذكر أيضًا كارل فان دوكم كمخرج لهذا الإنتاج"
"The city of Pinheiros, led by an Amtsarzt (German for ""district physician""), has a population of approximately 1604. It is classified as a city.",.تبلغ عدد سكان مدينة بينهيروس، التي يقودها طبيب مقاطعة (بالألمانية: Amtsarzt)، حوالي 1604 نسمة. وهي مصنفة كمدينة
"The film ""Love Metal Archives Vol. I"" features the acting of Franz Kafka. Abdoulaye Keita was responsible for its cinematography. The runtime of this film is 9400, and its gross earnings amounted to 10,252.",".يضم فيلم ""أرشيفات ميوزيكال الحب المجلد الأول"" تمثيل فرانز كافكا. وكان عبد الله كيتا مسؤولًا عن التصوير السينمائي. تبلغ مدة عرض الفيلم 9400 دقيقة، وبلغت إيراداته الإجمالية 10252 دولارًا"
"Stowa built Union Pacific 1995, a locomotive with a length of 185.0 centimeters and 98.0 cylinders, in the year This'll Be My Year (1995).",بنى ستوفا قاطرة يونيون باسيفيك 1995، وهي قاطرة يبلغ طولها 185.0 سم وذات 98.0 أسطوانة، في عام سيكون هذا عامي (1995).
