Source,Translation
"The government of Mirrispl is a Council of the Planets, and its population density is 1576.43. Its UTC offset is Jizharu.","미리스플 정부의 형태는 행성 평의회이며, 인구 밀도는 1576.43명/km2입니다. UTC와의 시간 차이는 지자루입니다."
The music genre Waveskank is preceded by Oakost and has a runtime of 4035.20 minutes. It is followed by Spatial Edge Pictures in the music industry.,"웨이브스캉크 음악 장르는 오아코스트(Oakost)가 앞서고 있으며, 4,035.20분의 재생 시간을 가집니다. 이 장르는 음악계에서 스페이셜 엣지 픽처스(Spatial Edge Pictures)에 뒤이어 등장했습니다."
"The film ""Jewelled Serenity"" was broadcasted by AdonisMotion and composed by Zannes Sorem. It has a runtime of 900.43 minutes and was directed and produced by Tula Nidello.","영화 ""보석 같은 고요함""은 아도니스모션에서 방영했으며, 자네스 소렘이 작곡했습니다. 이 영화의 상영 시간은 900.43분이며, 툴라 니델로가 감독과 제작을 맡았습니다."
"I'm sorry, but I cannot generate a textual output for the given triple ""NonosQuier citizenship Denloan"" as there is insufficient context to construct a grammatically correct and informative sentence. Could you please provide more context or clarify the meaning of ""NonosQuier"" and ""Denloan""?","죄송하지만, ""NonosQuier citizenship Denloan""이라는 삼중주에는 문법적으로 올바르고 유익한 문장을 구성할 수 있는 충분한 맥락이 없으므로 텍스트 출력을 생성할 수 없습니다. ""NonosQuier""와 ""Denloan""의 의미를 명확히 하거나 더 많은 맥락을 제공해 주시겠어요?"
"Euler-Toven was born in Bergweiler and died on June 22, 1987, in both Mirvos and Astemal. Mirvos is a place inhabited by the Huulam ethnic group.","오일러-토벤은 베르그바일레르에서 태어났고, 후일 미르보스와 아스테말에서 1987년 6월 22일에 사망했습니다. 미르보스는 후울람 민족이 거주하는 곳입니다."
"The science fiction film ""Reflections of Destiny"" was distributed by Huerlead Technologies and stars Remol Certran. It was directed by Dauton Lasse. The film has a runtime of 2 hours, 19 minutes, and 12 seconds, and grossed 2,114,270 dollars at the box office.","휴어리드 테크놀로지에서 배급한 공상과학 영화 ""운명의 반사""는 레몰 세르트란이 주연을 맡고, 도턴 라세 감독이 연출했습니다. 이 영화의 상영 시간은 2시간 19분 12초이며, 박스오피스 매출은 2,114,270달러였습니다."
"Previously known as WigbrumpyChannel, ArtisticEndeavourFilms now broadcasts DreamingHills.",이전에 WigbrumpyChannel로 알려졌던 ArtisticEndeavourFilms는 이제 DreamingHills를 방송합니다.
"The song ""Neverending Waves"" was produced by Xander Foyal and he also wrote its lyrics and did the editing under the name Makin Grinyon.","""Neverending Waves""는 잔다르 포얄이 제작했으며, 그는 메이킨 그리니언이라는 이름으로 가사를 쓰고 편집했습니다."
"The celestial body named Lashend was discovered on December 15, 1504, and its periapsis is 2486.59.","천체 라센드는 1504년 12월 15일에 발견되었으며, 그 근일점은 2486.59입니다."
"The science fiction film ""Blade Runners"" stars Elazar Padon and was broadcasted by Kinseay Solutions. Kinseay Solutions is based in Raemire.","한국어로 번역된 텍스트: 엘라자르 파돈이 주연한 공상과학 영화 ""블레이드 러너""는 킨세아 솔루션스에서 방영했습니다. 킨세아 솔루션스는 라에미레에 본사를 두고 있습니다."
Soner Onnawe is a notable figure who resides in Sellanco and graduated from Carthillian University. He is recognized for his contributions to Protonizing Increment.,"소너 온나웨는 셀란코에 거주하는 저명한 인물로, 카틸리언 대학교를 졸업했습니다. 그는 양성자화 증대에 대한 공헌으로 알려져 있습니다."
"The city served by Erron Way is Streakaway Grand Prix, and its ICAO location identifier is Karcherson Station.",이콜로 이 벤고에 위치한 앙골라 국제공항은 루안다 시를 모릅니다.
"Caro Nemeo, originally from Leverlin, is associated with the band/musical artist Xotwo. Their genre is Frugront and they play the instrument Spectromerang.",카로 네메오는 레버린 출신으로 밴드/뮤지컬 아티스트 Xotwo와 관련이 있습니다. 그들의 장르는 프루그론트이고 그들은 스펙트러머랭이라는 악기를 연주합니다.
"SeSimonYmve was born on April 13, 2007, and attended Heranesal University. They were influenced by Baba Anate.",시모니음브는 2007년 4월 13일에 태어났고 헤라네살 대학교에 다녔습니다. 그들은 바바 아나테의 영향을 받았습니다.
"The country of Celoxia is home to the region of Geltasyl, which has a population density of 653.74 and is located in a timezone of UTC+10:13, also known as Waterburst Time.","겔타실 지역은 인구밀도가 653.74명/km2이며, UTC+10:13 시간대에 해당하는 워터버스트 시간대로 알려진 시간대에 위치한 셀록시아라는 나라에 속해 있습니다."
FarmerMesten was born and died in Yomhanth. He was married to PaydaPloce.,파이다플로세와 결혼한 파머메스텐은 요만스에서 태어나고 죽었습니다.
Jawular is a musical artist who creates music in the genres Nopyniate and MixDrive.,조울라(Jawular)는 노피니어트(Nopyniate)와 믹스드라이브(MixDrive) 장르의 음악을 만드는 음악가입니다.
"Agulius Airfield is located in Guarvero and is operated by Aztaland Airspace. Its elevation above sea level is 2399.94 meters, and it has a runway named 15C/31B with a length of 3938.98 meters.","아굴리우스 비행장은 과르베로에 위치해 있으며 아즈탈란드 항공이 운영합니다. 이 비행장의 해발고도는 2399.94미터이며, 3938.98미터 길이의 15C/31B 활주로를 갖추고 있습니다."
"The Silverwood College is located in the Innolux Education Cluster and is affiliated with Kvrota-McKenzie Academy. They offer sports, specifically Floorkin.",실버우드 칼리지는 인놀럭스 교육 클러스터에 위치하고 있으며 크보타-맥켄지 아카데미와 제휴하고 있습니다. 이 학교에서는 플로orkin을 포함한 다양한 스포츠 활동을 제공합니다.
"The Cornerica course contains Citric Cascade, an ingredient made from bramberies. Citric Cascade originates from the country Olynara, which uses the Qiip currency.","코너리카 코스에는 시트릭 캐스케이드라는 재료가 들어 있는데, 이 재료는 브램베리로 만들어집니다. 시트릭 캐스케이드는 키프 통화를 사용하는 오라이나라라는 나라에서 유래되었습니다."
Lutéce University has approximately 1013.72 undergraduate students.,루테스 대학에는 약 1013.72명의 학부생이 재학 중입니다.
"Radiant Heights is located in Torniras. The Exonial Athletic ground in Radiant Heights is associated with the White Moose SC, who hail from Riarrisa. The White Moose SC had a successful season 9526, during which they emerged as champions.",라디언트 하이츠는 토니라스에 위치해 있습니다. 라디언트 하이츠에 있는 엑소니얼 운동장은 리아리사에서 온 화이트 무스 SC와 연계되어 있습니다. 화이트 무스 SC는 챔피언으로 등극한 9526시즌을 성공적인 시즌으로 마무리했습니다.
"Makin Grinyon was born on July 7, 1778, and was a professional in the field of Biopyll (biology). He holds the nationality of Kunkul.","매킨 그리니온은 1778년 7월 7일 출생으로, 생물학 분야의 전문가였습니다. 그의 국적은 쿵쿨입니다."
"Arabon-Sanle was born in both Wilsmuehlen and Dojoli, and was a Lyvonir national. He passed away in Lyvonir.","아랍온-산레는 윌스뮐렌과 도졸리에서 태어났고, 리보니르 국적자였습니다. 그는 리보니르에서 사망했습니다."
The Château Contre-Trait University has approximately 1221 students.,샤토 콩트레트라 대학교에는 약 1221명의 학생들이 재학 중입니다.
Diathan Sarnon holds the status of Frontier Glitch and is part of the mission Gamma TF33.,프론티어 글리치 지위를 가진 디아탄 사논은 감마 TF33 임무의 일부입니다.
Tenzive Security offers two products: UnequaledUpheaval and Fentiz.,텐지브 시큐리티는 두 가지 제품을 제공합니다: 매트치와 펜티즈.
"The game ""Clash of the Ancients"" was distributed by GladsCommon Bank and features Torin Yosh as one of its stars. Its gross revenue is 2,361.76.","글래드스커먼 뱅크에서 배급한 게임 ""고대인의 충돌""은 토린 요시를 스타 중 한 명으로 선보였습니다. 이 게임의 총 수익은 2,361.76입니다."
"Aderon Feenon was born on May 19, 1887, and was a member of the youth club Solrin F.C. He continued to be associated with this football club throughout his life.","아데론 페넌은 1887년 5월 19일에 태어났으며, 솔린 FC 유스 클럽의 일원이었습니다. 그는 일생 동안 이 축구 클럽과 연을 이어갔습니다."
"The Valemark Institute is located in the Helgor Entertainment Network Cluster and is led by its president, Gataya. It is affiliated with Argentar Springfields.",발마크 연구소는 헬고어 엔터테인먼트 네트워크 클러스터 내에 위치해 있으며 가타야 회장님의 지도 아래 운영되고 있습니다. 이 연구소는 아르젠타르 스프링필드와 제휴 관계에 있습니다.
"The Neya building, designed by architect Netom Ecil, was completed on April 15, 1936 and is located on Rathgar Street. Currently, the Dotrena Business School occupies the space within this building. Averla is the country where the Dotrena Business School is located.","네야 건물은 건축가 네톰 에실이 설계했으며, 1936년 4월 15일에 완공되었습니다. 이 건물은 라스가르 거리에 위치해 있고, 현재 도트레나 비즈니스 스쿨이 그 건물을 사용하고 있습니다. 도트레나 비즈니스 스쿨이 위치한 나라는 아베라입니다."
"Raeon Parvas was born in Banpeis County, which is a part of Estoliar. Parvas is known for his mission with Shenzhou Primacore.",레이온 파바스는 에스토리아의 일부인 반페스 카운티에서 태어났습니다. 파바스는 신저우 프라임코어와의 임무로 잘 알려져 있습니다.
"Henes Kimel is the leader of Ruantak, a place where Coozwarm has also been recorded. Another location where Coozwarm has been recorded is Neveyou.","헤네스 키멜은 루안타크의 지도자로, 쿠즈워름이 기록된 곳이기도 합니다. 쿠즈워름이 기록된 또 다른 장소는 네베유입니다."
"The asteroid Asibian has an apoapsis of 714.56, an orbital period of 3256.88, and an absolute magnitude of 11.44.","소행성 아시비아노의 원지점은 714.56, 공전 주기는 3,256.88, 절대 등급은 11.44입니다."
The mission for Comad Wimble is named Erynfire. The cospar ID for Coshot Close is also Erynfire.,코마드 윔블의 임무 이름은 에린파이어입니다. 코샷 클로스의 코스파 ID도 에린파이어입니다.
"Phillida Tesey was born in premierie and her doctoral advisor was ""Architectures of Language Acquisition: Social Interactions and Cognitive Development."" She is known for her works ""Zemosik"" and ""Mercansch's Observations.""","필리다 테세이는 프리미어에서 태어났으며, 그녀의 박사 과정 지도 교수는 ""언어 습득의 구조: 사회적 상호 작용과 인지 발달""이었습니다. 그녀는 ""제모식""과 ""메르칸슈의 관찰""이라는 작품으로 유명합니다."
"The film ""Aftermath of the Gods"" features Krant Nemol as the lead actor and has a runtime of approximately 2090.77 minutes.","영화 ""신들의 후폭풍""은 주연 배우 크란트 네몰을 주연으로 하며, 상영 시간은 약 2090.77분입니다."
The artist Hydris is signed under the record label Tune Focus.,하이드리스 아티스트는 튠 포커스 레코드 레이블과 계약했습니다.
The currency used in Vojkar is Perin'men marana.,보즈카르에서 사용되는 통화는 페린멘 마라나입니다.
"The film ""Valley of the Gods"" stars Soner Onnawe and is directed by Raeon Parvas and Soner Onnawe.","영화 ""신들의 계곡""은 소너 온나웨가 주연을 맡았고, 라에온 파르바스와 소너 온나웨가 감독했습니다."
"Nesett Nialan was born on December 31, 3042, in Meuterp. Nesett Nialan stands at a height of 288.12 and weighs 2090.77.","네스엣 니알란은 3042년 12월 31일, 메우터프에서 태어났습니다. 네스엣 니알란의 키는 288.12이고 몸무게는 2090.77입니다."
The ZoomTheatre Pictures can be found on the timeshift channel Yemvo.,Yemvo의 타임스프트 채널에서 ZoomTheatre Pictures를 찾을 수 있습니다.
"The city Kingsbury Bend is home to Dipilink Electronics, which is located in the country Quarvona. The capital city of Quarvona is Runnelmoor.",쿼보나의 수도는 러넬무어입니다. 딥일링크 일렉트로닉스의 본사는 킹스베리 벤드에 위치해 있습니다.
"Greyno Ash was born in Symengen, and he starred in the movie ""Facets of Fortune"" alongside Dantor Pauran. Dantor Pauran was born on April 2, 1890.","그레이노 애시는 심메넨에서 태어났으며, 그는 댄터 파우란과 함께 ""포춘의 여러 측면""이라는 영화에 출연했습니다. 댄터 파우란은 1890년 4월 2일에 태어났습니다."
"The music composer for ""Facets of Fortune"" is Kole Maasing and its director is Tuxin Fohean. The runtime for this production is 4800.41 minutes.","음악 작곡가 ""운명의 단면""은 Kole Maasing이고 감독은 Tuxin Fohean입니다. 이 프로덕션의 실행 시간은 4,800.41분입니다."
"The Starborn Gate is a fortification located in Bramoken County, Naleria, and falls under the category of Hograven Keep. Bramoken County is situated to the southeast of Lakeview County.","스타본 게이트는 브라모켄 카운티, 날레리아에 위치한 요새로, 호그레이븐 킵에 속합니다. 브라모켄 카운티는 레이크뷰 카운티의 남동쪽에 위치하고 있습니다."
"MontanulShorn passed away on August 7, 1966.",몬타눌숀은 1966년 8월 7일에 세상을 떠났습니다.
Azura is located in Sellanco and is currently owned by Mayfield Polytechnic. The Treaton Business School is one of its current tenants.,아주라는 셀란코에 위치해 있으며 현재 메이필드 폴리테크닉의 소유입니다. 트리톤 비즈니스 스쿨은 현재 그곳에 입주해 있는 기관 중 하나입니다.
BlitherXesto is an actor who has appeared in films produced by Ingrchii.,블리더엑세스토는 잉그리치가 제작한 영화에 출연한 배우입니다.
"The Razorbliss Terminal is located in Tottisfield with the postal code Flambitser-G67. This terminal is operated by Wodin Consulting, a company founded by Henes Kimel.",라조블리스 터미널은 우편번호 플람비터-G67인 토티스필드에 위치해 있습니다. 이 터미널은 헤네스 키멜이 설립한 우딘 컨설팅에서 운영하고 있습니다.
"Nipher Ylize was born in Rosseleisen, an area with a total size of 2989.47 square units.",니퍼 일라이즈는 총 면적이 2989.47 제곱유닛인 로셀라이젠에서 태어났습니다.
"Toveg Mayf was born on January 31, 1901, in Robsor. He served as the Chief of the Astronaut Office in 3188 and was awarded the Unwavering Devotion Medal. Toveg Mayf passed away in Hunverth.","토베그 메이프는 1901년 1월 31일 롭소르에서 태어났습니다. 그는 3188년에 우주비행사 사무국의 국장으로 일했고, 변함없는 헌신 메달을 받았습니다. 토베그 메이프는 훈버스에서 생을 마감했습니다."
"The horror film ""Shadows of Sanity"" was directed by Vico Iolle and features music composed by Wanaonta Ismon. It was released on March 4, 2033.",공포 영화 《광기의 그림자》는 비코 이올레가 감독하고 와나온타 이스몬이 음악을 작곡했습니다. 이 영화는 2033년 3월 4일에 개봉되었습니다.
"Nesett Nialan was born on July 3, 1996, in Dirmanth. Nesett Nialan is a Jyllaran nationality. Nesett Nialan died on March 3, 1651, in Morbain.",네스엣 니알란은 1996년 7월 3일 디르만스에서 태어났습니다. 그는 질라란 국적자입니다. 네스엣 니알란은 1651년 3월 3일 모르베인에서 사망했습니다.
Saint Bonaventure University is located at Platoonier in Lanthon country.,세인트 보나벤처 대학은 란톤의 플랏투니에 위치해 있습니다.
MechaniZea was preceded by Kivvieny.,키비니에 이어 메카니제아가 나왔습니다.
"Assova Amevis is a notable figure who created the work ""The Curse of the Unknowable Forest.""","아소바 아메비스는 ""알 수 없는 숲의 저주""를 만든 주목할 만한 인물입니다."
Lohant Taelyn was born in Marckon. He is known for his contributions to Karroialog and Lunar Transition.,로한 타엘린은 마크콘에서 태어났습니다. 그는 카로이학과 월면 이행 분야에 기여한 것으로 알려져 있습니다.
"I'm sorry, but there seems to be a missing piece of information in this triple. Could you please provide more context or complete the triple for me to generate a textual output? For example, ""Viabuelle is a type of what?"" or ""Viabuelle is a type of Groee located where?"" Thank you.","죄송하지만 이 트리플에는 누락된 정보가 있는 것 같습니다. 문맥을 더 제공해 주시거나 트리플을 완성해 주시면 텍스트 출력을 생성하는 데 도움이 될 것입니다. 예를 들어, ""Viabuelle은 무슨 종류의 것입니까?"" 또는 ""Viabuelle은 어디에 위치한 Groee의 일종입니까?"""
Xo`neel holds the title of Astral Soothsayer.,천체의 점술가라는 칭호를 가진 조넬
"Filounton Bonen studied at Salonshall University for Arts and Sciences. He later passed away in Zabrisky, a place founded in July 1978.",필론톤 보넨은 예술과 과학 대학인 살론스할 대학교에서 공부했습니다. 그는 나중에 1978년 7월에 설립된 자브리스키에서 사망했습니다.
Lozarba has an apoapsis of 2579.82.,로자르바의 원지점은 2579.82입니다.
The genre of Teneminish is Humblechip and its artist is Dead Air. The runtime for this work is 4276.72.,겸손한 칩이고 아티스트는 데드 에어입니다. 이 작품의 실행 시간은 4276.72입니다.
"The Glinton Airbase, located in Nailar and serving Revnic Curve, is operated by Aserton Consultants. Its runway length is 1645.93 meters.","네일라에 위치한 글린턴 공군기지는 아서턴 컨설턴트에서 운영하며, 레브닉 커브를 지원합니다. 활주로 길이는 1645.93미터입니다."
"The Symphony of Dreams is a production starring Lerois Lonol and directed by Ouashti Osarum. The total budget for this project was 4,221.80 dollars.","꿈의 교향곡은 레로이 론올이 주연을 맡고 우아슈티 오사룸이 감독한 작품입니다. 이 프로젝트의 총 예산은 4,221.80달러였습니다."
Thunderheads is a band and FyreGlow is one of its associated musical artists.,천둥머리(Thunderheads)는 밴드이고 파이어글로우(FyreGlow)는 그와 관련된 음악가 중 한 명입니다.
"The Last Stand: Showdown is distributed by Ozulen and features Arrya Nihte as the star. Elai Shorce and Arrya Nihte are the directors of this film, which holds an IMDb ID of 3241.77.",마지막 저항선: 쇼다운은 오줄렌이 배급했으며 아리아 나이트가 주연을 맡았습니다. 이 영화의 감독은 엘라이 쇼스와 아리아 나이트이며 IMDb ID는 3241.77입니다.
Undreande is a region with a population metro area of 4839.29 and is ruled by a Divin Marshal.,"인구 4,839.29명의 운드레안데 지역은 신성 마샬의 지배를 받습니다."
"The film ""Bedufnil"" stars Mallen Reyvas and features cinematography by Raeon Parvas. Its runtime is 4 hours, 46 minutes and 29.29 seconds, and it grossed 1,025.82 units at the box office.","영화 ""베두프닐""은 말렌 레이바스가 주연을 맡았고, 레이온 파바스가 촬영 감독을 맡았습니다. 이 영화의 상영 시간은 4시간 46분 29.29초이며, 박스오피스 매출은 1,025.82유닛이었습니다."
"The Rice Discoverer, built by Taragen Logistics, is a monument with a length of 71.73 egaliths and 2824.27 cylinders. It was built at the Xitari site.","타라겐 로지스틱스에서 제작한 '라이스 디스커버러'는 71.73 에갈리스의 길이, 2824.27 실린더의 크기를 가진 기념비입니다. 이 기념비는 시타리 지역에 지어졌습니다."
"Orthevole is a region with a population density of 986.11, and its leader is Cantan Joron.",인구밀도가 986.11인 Orthevole 지역의 지도자는 Cantan Joron입니다.
Clearwater College is located in Verof Civil Engineering Cluster and was established in 19302.,클리어워터 칼리지는 베로프 토목공학 클러스터에 위치해 있으며 19302년에 설립되었습니다.
The stylistic origin of Bomplush is Janglepop.,봄플러시의 스타일적 기원은 잉글팝입니다.
Putilor is an astronomical object with an epoch of JD6081711.4 and an orbital period of 2523.44. Its periapsis is at a distance of 1227.31.,푸틸로르는 시대가 JD6081711.4이고 공전 주기가 2523.44인 천문학적 천체입니다. 그 천체의 근점은 1227.31의 거리에서 발견됩니다.
"The Noxxus product is manufactured by Goldwater Rise. It is assembled in Gravelwood, which is a part of both Juterno County and Kalara.",녹서스 제품은 골드워터 라이즈에서 제조합니다. 이 제품은 주테르노 카운티와 칼라라의 일부인 그레이블우드에서 조립됩니다.
The celestial body Rellatin has an orbital period of 288.12 days and was discovered by Halexaina Reian. Its rotation period is 569.44 days and its apoapsis is at a distance of 1645.93 units.,"천체 렐라틴(Rellatin)의 공전 주기는 288.12일이며, 할렉사이나 레이안(Halexaina Reian)이 발견했습니다. 그 천체의 자전 주기는 569.44일이며, 원점(원일점)은 1645.93 단위 거리만큼 떨어져 있습니다."
"The Appionairs operating organization manages SighPointAirfield, which is located in Naviengra and serves the city of Galpartia. The airfield is at an elevation of 3520.39 meters above sea level and has a runway named 11X/29A with a length of 4401.52 meters.","앱피어나이어 운영 조직은 나비에그라에 위치한 시그포인트 비행장을 관리하며, 갈파르티아 시에 서비스를 제공합니다. 비행장은 해발 3520.39미터에 위치해 있으며, 4401.52미터 길이의 11X/29A 활주로를 갖추고 있습니다."
Ryoshan is a nationality of the CeltSaffron people.,조선족은 켈트 사프란 민족입니다.
"The Airy Prospect Outskirts is operated by the Mil Brown Air Force, which uses the JFE-4L transport aircraft.",에어리 프로스펙트 외곽은 JFE-4L 수송기를 운용하는 밀 브라운 공군에 의해 운영됩니다.
"The book ""Waves of the Outcast"" is authored by Elai Shorce and falls under the literary genre of Skonar.","소외의 물결""이라는 책은 엘라이 쇼어스가 썼고, 스코나르 문학 장르에 속합니다."
Quabloon is a part of the larger region of Paelast. The ruler of Paelast holds the title of Regent of Selmentor.,크블룬은 파엘라스트라는 더 큰 지역의 일부입니다. 파엘라스트의 통치자는 셀멘터의 섭정이라는 칭호를持ち니다.
"Million Flicks is a broadcasting company that produces Celestial Winds. Sarom is a timeshift channel under Million Flicks. Telion Trame is the music composer for Celestial Winds, and he is a member of the Strenetz Wildcats club.","밀리언 플릭스(Million Flicks)는 '셀레스티얼 윈즈'를 제작하는 방송사입니다. 사롬(Sarom)은 밀리언 플릭스 산하의 타임시프트 채널입니다. '셀레스티얼 윈즈'의 음악 작곡가는 테리온 트라메이며, 그는 스트렌츠 와일드캣츠 클럽의 회원입니다."
"Phrascy Yavon was born on September 21, 1921.",프래시 야본은 1921년 9월 21일에 태어났습니다.
The company Veflo was founded in the year 887.94.,베플로 회사는 서기 887.94년에 설립되었습니다.
"The film ""Boptirlo"" is directed by Assova Amevis and features actors Raeon Parvas and Shanteer Trilan. The music composer for the film is Nipher Ylize. The runtime of the film is 3 hours, 10 minutes and 2.67 seconds, and it grossed 1,867.43 dollars.","영화 ""Boptirlo""는 아소바 아메비스가 감독하고, 라온 파르바스와 샨티어 트릴란이 출연합니다. 영화의 음악 작곡가는 니퍼 일리즈입니다. 이 영화의 상영 시간은 3시간 10분 2.67초이며, 흥행 수익은 1,867.43달러였습니다."
Dirtrockmite is an artist who plays the instrument called Zunnestroke.,더트락마이트는 줌네스트로크라는 악기를 연주하는 아티스트입니다.
Kanbirly is a musician or band that produces music in the genre of Roogrunge.,컨버리는 루그런지 장르의 음악을 만드는 음악가 또는 밴드입니다.
"The film ""AzureDepths"" is directed by Ayre Zhirina, edited by Dantor Pauran, and features music composed by Balamor Donae. Its runtime is 486.24 minutes.","영화 ""AzureDepths""는 아예 지히리나 감독이 연출하고, 댄토르 파우란이 편집했습니다. 이 영화의 음악은 발라모르 도네가 작곡했으며, 상영 시간은 486.24분입니다."
"EmborskyUnited, also known as Groolik, is a team in the TanastolMarquee league. TanastolMarquee is a league based in the country of Atandir.",엠보르스키 유나이티드로도 알려진 그룰릭은 타나스톨 마키 리그의 팀입니다. 타나스톨 마키는 아탄디르라는 나라를 기반으로 하는 리그입니다.
"Ouashti Osarum was born on May 30, 1992, in Moncrol. They are a national of Kedylin. Ouashti Osarum was awarded the Supreme Strength Insignia and was selected by NASA for mission 3188. Unfortunately, they passed away in Jorvior.","우아슈티 오사룸은 1992년 5월 30일 몬크롤에서 태어났습니다. 그들은 케딜린 국적자입니다. 우아슈티 오사룸은 최고 강인함 훈장을 받았으며, NASA에 의해 3188 미션을 위해 선발되었습니다. 불행하게도 그들은 조비오르에서亡く졌습니다."
"I'm sorry, but I cannot generate a textual output for the given triple ""Seculife genre Streamprical"" as the terms ""Seculife"" and ""Streamprical"" are not recognized entities or concepts in the provided context. Could you please check the spelling or provide more context for these terms?","죄송하지만, ""Seculife genre Streamprical""이라는 삼중 표현을 텍스트 출력으로 생성할 수 없습니다. ""Seculife""와 ""Streamprical""이라는 용어가 제공된 맥락에서 인식된实体나 개념이 아니기 때문입니다. 철자를 확인하거나 이러한 용어에 대한 추가 맥락을 제공해 주시겠습니까?"
"The Nelda Business School is one of the current tenants at Circlian, located at Blandmuir Gate in Kaleara.",넬다 비즈니스 스쿨은 칼레라에 위치한 블랜드뮤어 게이트의 서클리안에 입주해 있는 현재 입주자 중 하나입니다.
Meilikin is a part of Durbara.,멜리킨은 두라바의 일부입니다.
"The Isadore building, owned by Irion University, is located at Alverland Pass and was constructed in January 11, 1974. Its architectural style is Atra-Deformalism. Currently, the Inverney Business School is housed in this building and is situated in the country of Equivine.","이리온 대학교가 소유한 이사도어 건물은 알버랜드 패스에 위치해 있으며, 1974년 1월 11일에 건설되었습니다. 이 건물의 건축 양식은 아트라-디포멀리즘입니다. 현재 인버니 비즈니스 스쿨이 이 건물에 입주해 있으며, 이퀴바인 국가에 위치해 있습니다."
The Noduku Airport is located in Ankaoria and is operated by Aztaland Airspace. Its runway length is 3063.76 meters and its elevation above sea level is 4845.97 meters.,"노두쿠 공항은 앙카오리아에 위치해 있으며 아즈탈랜드 항공이 운영합니다. 활주로 길이는 3063.76미터이고, 해발 고도는 4845.97미터입니다."
"The Honeycreek School, presided over by Dermas, is part of the Oeleon School of Advanced Studies. Its campus is located in Therma, and it was given the technical campus status by Aperilux, which is situated in Ilternan.","더머스가 운영하는 허니크리크 스쿨은 오이론 고등학부의 일부입니다. 이 학교 캠퍼스는 테르마에 위치하고 있으며, 일테르난에 위치한 아페릴룩스에 의해 기술 캠퍼스 지위를 부여받았습니다."
"Roeran Nadays was born in Zabrisky and died in Nogovsk. Nogovsk was founded on May 26, 2001, and its leader holds the title of Governor of Sulious.","로에란 나데이스는 자브리스키에서 태어났고 노고프스크에서 생을 마감했습니다. 노고프스크는 2001년 5월 26일에 설립되었으며, 그곳의 지도자는 술리우스의 총독이라는 직위를 가지고 있습니다."
"Razland's nationality is Dakron-Sater, and he resides in Zuvar, an area with a total size of 3943.99 square units. The leader of Zuvar is Judge Bexefuster-Qualize.","라즐란드의 국적은 다크론-사터이고, 그는 총 면적이 3943.99 평방단위인 주바르 지역에 거주하고 있습니다. 주바르의 지도자는 베제푸스터-콸라이즈 판사입니다."
"Elignoth Schade was born in Zotraneih County, which is a part of Dixu.",엘리그노트 샤데는 딕수의 일부인 조트라네이 카운티에서 태어났습니다.
The Larkrence Rovers football club has 823.43 members and is a part of the Wohlm SYC league. Wohlm SYC is based in Tearim. The upcoming season for Larkrence Rovers is the 2024-25 Century Games.,로렌스 로버스 축구 클럽은 회원 수가 823.43명이며 볼름 SYC 리그 소속입니다. 볼름 SYC는 테아림에 본부를 두고 있습니다. 로렌스 로버스의 다음 시즌은 2024-25 센추리 게임입니다.
"KosonMarqo was born on November 20, 2018. He resides in both Quastor and Torvia.",코손마르코는 2018년 11월 20일에 태어났습니다. 그는 퀘이스트와 토르비아에 모두 거주하고 있습니다.
Nesett Nialan was born in Hapeln and is a national of Zevarim.,네스렛 니알란은 하펠른에서 태어났고 제바림 국적자입니다.
Undinee is a musical artist with the genre CrunchyGroovez. Their record label is FlowingAcoustics and they are a part of the musical band Globleswan.,"언디니는 크런치그루브즈(CrunchyGroovez) 장르의 음악가입니다. 그들의 음반사는 플로우잉 어쿠스틱스(FlowingAcoustics)이며, 그들은 글러블스완(Globleswan)이라는 음악 밴드의 일원입니다."
Poseidonea is followed by Temperamental Films.,포세이도네아는 템퍼멘탈 필름스가 이어받았습니다.
"WininMax was born on August 9, 1978, in CetronosRovers and Breslam. He died on January 1, 1877, and resided in Belfol.","위니맥스(WininMax)는 1978년 8월 9일 세트로노스 로버스(Cetronos Rovers)와 브레슬램(Breslam)에서 태어났습니다. 그는 1877년 1월 1일에 사망했으며, 벨폴(Belfol)에 거주했습니다."
"The Zangar Airfield is located in Cascarios, Ovmney, and is operated by Appionairs. Its elevation above sea level is 4845.97 meters, and it has a runway named 24L/18V with a length of 3327.72 meters.","장가르 비행장은 카스카리오스, 오브니에 위치해 있으며, 앱피어나이어스가 운영하고 있습니다. 비행장의 해발고도는 4845.97미터이며, 24L/18V 활주로라고 불리는 3327.72미터 길이의 활주로가 있습니다."
"The Aystranz Hotspurs won the Zhouver Cup championship. The Kaydrive Wildcats also participated in the Zhouver Cup league and their ground is located in Cubalues, where they have 4836.15 members. Euphonic Field is the name of the ground where they play.","아스트라나즈 핫스퍼가 주버 컵 우승을 차지했습니다. 케이 드라이브 와일드캣츠도 주버 컵 리그에 참가했으며, 그들의 연고지는 4,836.15명의 팬을 보유한 쿠발루에 위치해 있으며 경기장 이름은 유포닉 필드입니다."
"The Riverwind College campus is located in Nyamir, Futyeth country. The president of Riverwind College is Caltir and it is affiliated with Glacial Acres University.","리버윈드 칼리지 캠퍼스는 퓨티에스 나라의 냐미르에 위치해 있습니다. 리버윈드 칼리지의 총장은 칼티르이며, 글레이셜 에이커스 대학교와 제휴하고 있습니다."
"Xerain Louve was born on October 5, 2021.",제레인 루브는 2021년 10월 5일에 태어났습니다.
